Year_Start,Year_End,Estate_Name,Estate_RV,Block_Name,Block_RV,Block_Boiler_Repairs_and_Maintenance,Block_Cleaning,Block_Communal_Electricity,Block_Communal_Electrical_Maintenance,Block_Communal_Ventilation_Maintenance,Block_Communal_Water_Quality,Block_Communal_Window_Cleaning,Block_Concierge,Block_CCTV,Block_Disinfestation,Block_Door_Entry_System,Block_Dry_Riser,Block_Lightning_Protection,Block_Lift_Services_and_Repairs,Block_Fire_Ventilation_Maintenance,Block_Repairs_and_Maintenance,Block_TV_Aerial,Block_Ext_Cleaning,Block_Ext_External_Tree_Maintenance,Block_Ext_Grounds_Maintenance,Block_Ext_Repairs_and_Maintenance,Estate_Cleaning,Estate_CCTV,Estate_Communal_Electricity,Estate_Grounds_Maintenance,Estate_Repairs_and_Maintenance,Estate_Tree_Maintenance
2022,2023,Southwyck House Estate,52320,Southwyck House 100-377 Cons,51546,60351.48,53203.48,76404.18,8472.29,8478.37,1070.22,0.00,254692.01,0.00,2324.72,120.71,6898.87,0.00,10563.28,0.00,99399.64,2097.39,0.00,0.00,0.00,0.00,0.00,0.00,19101.04,10353.87,749.00,1345.63
