Year_Start,Year_End,Estate_ID,Block_ID,Block_Boiler_Repairs_and_Maintenance,Block_Cleaning,Block_Communal_Electricity,Block_Communal_Electrical_Maintenance,Block_Communal_Ventilation_Maintenance,Block_Communal_Water_Quality,Block_Communal_Window_Cleaning,Block_Concierge,Block_CCTV,Block_Disinfestation,Block_Door_Entry_System,Block_Dry_Riser,Block_Lightning_Protection,Block_Lift_Services_and_Repairs,Block_Fire_Ventilation_Maintenance,Block_Repairs_and_Maintenance,Block_TV_Aerial,Block_Ext_Cleaning,Block_Ext_External_Tree_Maintenance,Block_Ext_Grounds_Maintenance,Block_Ext_Repairs_and_Maintenance,Estate_Cleaning,Estate_CCTV,Estate_Communal_Electricity,Estate_Grounds_Maintenance,Estate_Repairs_and_Maintenance,Estate_Tree_Maintenance
2022,2023,EA023,BD001396,0,2195.44,699.5,992.19,3647.05,763.36,0,0,0,425.43,0,0,657.29,0,0,392.43,121.24,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001397,0,1317.26,1710.23,828.21,3647.05,763.36,0,0,0,1.48,0,0,657.29,0,0,1054.22,72.73,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001398,0,2195.44,461.9,992.19,3647.05,763.36,0,0,0,108.21,0,0,657.29,0,0,381.49,121.24,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001400,0,2195.44,1682.16,1715.1,3647.05,763.36,0,0,0,742.65,0,0,657.29,0,0,0,121.24,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001401,0,2311.93,0,458.57,4779.09,542.52,0,0,0,2.6,0,0,0,0,0,3335.48,121.24,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001402,0,2311.93,0,507.21,0,379.97,0,0,0,2.6,0,0,0,0,0,1275.12,121.23,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001403,0,2311.93,0,458.57,0,379.97,0,0,0,425.56,0,0,0,0,0,2632.07,121.24,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001404,0,2311.93,0,458.57,0,379.97,0,0,0,108.34,0,0,0,0,0,28.74,121.24,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001406,0,1365.65,878.04,540.56,2683.14,379.97,0,0,0,107.28,0,0,0,0,0,1200.71,145.49,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
2022,2023,EA023,BD001407,0,5358.66,2789.6,1812.07,3470.47,3546.74,0,0,0,534.74,2909.02,0,0,0,0,8825.19,363.71,0,0,0,0,90200.07,0,31094.65,26025.42,27986.48,2873.88
