Year_Start,Year_End,Estate_ID,Block_ID,Block_Administration_Charge,Block_Administration_Charge_Unit,Block_TV_Aerial,Block_TV_Aerial_Unit,Block_Repairs,Block_Repairs_Unit,Block_Estate_Lighting,Block_Estate_Lighting_Unit,Block_Security_Services,Block_Security_Services_Unit,Block_Lift_Maintenance,Block_Lift_Maintenance_Unit,Block_Heating_And_Hotwater,Block_Heating_And_Hotwater_Unit,Block_Ground_Rent,Block_Ground_Rent_Unit,Block_Building_Insurance,Block_Building_Insurance_Unit,Block_Door_Entry,Block_Door_Entry_Unit,Block_Care_And_Upkeep,Block_Care_And_Upkeep_Unit,Estate_Care_And_Upkeep,Estate_Care_And_Upkeep_Unit,Estate_Grounds_Maintenance,Estate_Grounds_Maintenance_Unit,Estate_Lighting,Estate_Lighting_Unit,Estate_Repairs_And_Maintenance,Estate_Repairs_And_Maintenance_Unit
2022,2023,"SWKE0267","SWKB0001","685.96","22.87","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","4620.24","154.01","40.00","1.33","1378.56","45.95","0.00","0.00","0.00","0.00","2415.03","2.07","464.80","0.40","246.56","0.21","316.96","0.27"
2022,2023,"SWKE0267","SWKB0002","532.02","17.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3640.62","121.35","30.00","1.00","1033.92","34.46","0.00","0.00","0.00","0.00","2415.03","2.07","464.80","0.40","246.56","0.21","316.96","0.27"
2022,2023,"SWKE0267","SWKB0003","167.19","5.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","1112.07","37.07","10.00","0.33","344.64","11.49","0.00","0.00","0.00","0.00","2415.03","2.07","464.80","0.40","246.56","0.21","316.96","0.27"
2022,2023,"SWKE0041","SWKB0004","15565.05","14.75","0.00","0.00","12226.23","11.59","14282.85","13.54","0.00","0.00","5872.32","5.57","84753.42","80.33","450.00","0.43","15537.69","14.73","1635.93","1.55","10656.96","10.10","66294.63","5.02","43369.16","3.28","23493.13","1.78","6607.17","0.50"
2022,2023,"SWKE0329","SWKB0005","607.74","11.69","0.00","0.00","2212.05","42.54","445.14","8.56","0.00","0.00","373.41","7.18","0.00","0.00","30.00","0.58","1266.69","24.36","37.35","0.72","983.01","18.90","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0329","SWKB0006","446.21","8.58","0.00","0.00","858.31","16.51","321.49","6.18","0.00","0.00","315.62","6.07","0.00","0.00","20.00","0.38","849.88","16.34","858.18","16.50","709.95","13.65","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0329","SWKB0007","505.06","10.52","0.00","0.00","1262.73","26.31","425.64","8.87","0.00","0.00","488.79","10.18","0.00","0.00","30.00","0.63","1116.93","23.27","38.23","0.80","1000.82","20.85","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0003","SWKB0008","1230.29","7.32","0.00","0.00","3864.37","23.00","646.49","3.85","0.00","0.00","0.00","0.00","0.00","0.00","90.00","0.54","3338.54","19.87","0.00","0.00","1822.89","10.85","3443.32","5.49","2742.54","4.37","806.40","1.29","1154.23","1.84"
2022,2023,"SWKE0003","SWKB0009","1682.63","6.35","0.00","0.00","3635.11","13.72","545.71","2.06","0.00","0.00","0.00","0.00","0.00","0.00","170.00","0.64","6146.06","23.19","0.00","0.00","2298.73","8.67","3443.32","5.49","2742.54","4.37","806.40","1.29","1154.23","1.84"
2022,2023,"SWKE0003","SWKB0010","562.94","2.90","0.00","0.00","1314.53","6.78","369.16","1.90","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.26","1887.90","9.73","0.00","0.00","742.63","3.83","3443.32","5.49","2742.54","4.37","806.40","1.29","1154.23","1.84"
2022,2023,"SWKE0004","SWKB0011","3704.16","6.80","0.00","0.00","7055.97","12.95","3778.45","6.93","0.00","0.00","3443.26","6.32","0.00","0.00","220.00","0.40","7791.57","14.30","4199.88","7.71","5445.92","9.99","3485.95","6.40","1289.82","2.37","356.20","0.65","193.92","0.36"
2022,2023,"SWKE0301","SWKB0012","944.65","9.08","0.00","0.00","620.60","5.97","516.80","4.97","0.00","0.00","618.34","5.95","4700.61","45.20","30.00","0.29","1025.63","9.86","0.00","0.00","1098.80","10.57","12966.55","7.53","3369.10","1.96","918.19","0.53","635.55","0.37"
2022,2023,"SWKE0005","SWKB0013","432.65","11.39","0.00","0.00","378.08","9.95","1099.73","28.94","0.00","0.00","0.00","0.00","0.00","0.00","40.00","1.05","1454.83","38.29","163.52","4.30","260.86","6.86","260.86","6.86","708.59","18.65","0.00","0.00","0.00","0.00"
2022,2023,"SWKE0288","SWKB0014","2439.48","23.23","0.00","0.00","847.50","8.07","16547.03","157.59","0.00","0.00","773.44","7.37","0.00","0.00","260.00","2.48","2645.25","25.19","0.00","0.00","2546.24","24.25","36388.87","5.99","15134.54","2.49","3958.58","0.65","5509.76","0.91"
2022,2023,"SWKE0007","SWKB0015","9070.40","17.61","0.00","0.00","14402.67","27.97","3194.44","6.20","0.00","0.00","4875.00","9.47","24128.61","46.85","280.00","0.54","10099.72","19.61","21119.86","41.01","8330.25","16.18","1242.58","2.41","2917.33","5.66","312.07","0.61","80.98","0.16"
2022,2023,"SWKE0166","SWKB0016","1959.62","8.75","0.00","0.00","5358.12","23.92","1676.70","7.49","0.00","0.00","1061.22","4.74","0.00","0.00","100.00","0.45","4243.98","18.95","0.00","0.00","3334.26","14.89","9495.18","14.86","2180.27","3.41","503.11","0.79","261.21","0.41"
2022,2023,"SWKE0008","SWKB0017","3543.40","14.83","0.00","0.00","3381.13","14.15","4893.96","20.48","0.00","0.00","3615.56","15.13","11975.47","50.11","170.00","0.71","5858.88","24.51","558.28","2.34","2962.25","12.39","3589.01","1.56","3127.38","1.36","2324.56","1.01","3032.25","1.32"
2022,2023,"SWKE0008","SWKB0018","440.09","8.15","0.00","0.00","269.95","5.00","141.60","2.62","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.93","1861.43","34.47","0.00","0.00","1355.60","25.10","3589.01","1.56","3127.38","1.36","2324.56","1.01","3032.25","1.32"
2022,2023,"SWKE0008","SWKB0019","642.68","37.80","0.00","0.00","38.65","2.27","4547.05","267.47","0.00","0.00","0.00","0.00","0.00","0.00","20.00","1.18","682.31","40.14","0.00","0.00","824.07","48.47","3589.01","1.56","3127.38","1.36","2324.56","1.01","3032.25","1.32"
2022,2023,"SWKE0008","SWKB0020","436.27","8.08","0.00","0.00","389.73","7.22","51.36","0.95","0.00","0.00","0.00","0.00","1485.66","27.51","20.00","0.37","1100.21","20.37","0.00","0.00","872.28","16.15","3589.01","1.56","3127.38","1.36","2324.56","1.01","3032.25","1.32"
2022,2023,"SWKE0009","SWKB0021","534.73","6.37","0.00","0.00","871.33","10.37","68.09","0.81","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.48","1443.53","17.18","0.00","0.00","1199.13","14.28","4929.43","11.20","2608.19","5.93","893.25","2.03","395.69","0.90"
2022,2023,"SWKE0009","SWKB0022","2088.33","5.87","0.00","0.00","3415.85","9.60","655.85","1.84","0.00","0.00","0.00","0.00","0.00","0.00","150.00","0.42","5893.83","16.56","0.00","0.00","3856.30","10.83","4929.43","11.20","2608.19","5.93","893.25","2.03","395.69","0.90"
2022,2023,"SWKE0205","SWKB0023","948.96","8.63","0.00","0.00","1065.88","9.69","1268.52","11.53","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.64","2737.84","24.89","0.00","0.00","2171.36","19.74","5394.51","9.75","4703.63","8.51","599.78","1.08","95.62","0.17"
2022,2023,"SWKE0010","SWKB0024","4.18","0.03","0.00","0.00","1074.74","8.53","127.48","1.01","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.40","2152.31","17.08","135.09","1.07","2846.75","22.59","7.03","0.02","1339.64","3.72","369.90","1.03","0.00","0.00"
2022,2023,"SWKE0345","SWKB0025","0.00","0.00","0.00","0.00","2280.37","28.15","522.71","6.45","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.62","1885.34","23.28","0.00","0.00","1367.31","16.88","0.00","0.00","4652.46","6.40","495.01","0.68","532.60","0.73"
2022,2023,"SWKE0345","SWKB0026","0.00","0.00","0.00","0.00","2013.74","30.98","764.24","11.76","0.00","0.00","0.00","0.00","0.00","0.00","60.00","0.92","2544.22","39.14","0.00","0.00","1855.66","28.55","0.00","0.00","4652.46","6.40","495.01","0.68","532.60","0.73"
2022,2023,"SWKE0064","SWKB0027","2269.44","15.76","0.00","0.00","3126.63","21.71","4301.00","29.87","0.00","0.00","1288.85","8.95","0.00","0.00","100.00","0.69","4000.37","27.78","0.00","0.00","2979.77","20.69","1137.76","3.56","5721.99","17.88","1719.80","5.37","3636.63","11.36"
2022,2023,"SWKE0299","SWKB0028","684.93","24.46","0.00","0.00","0.00","0.00","142.60","5.09","0.00","0.00","0.00","0.00","3539.48","126.41","30.00","1.07","1029.10","36.75","179.88","6.42","1370.96","48.96","3953.86","2.33","2935.48","1.73","5156.26","3.04","898.71","0.53"
2022,2023,"SWKE0299","SWKB0029","448.03","16.00","0.00","0.00","105.56","3.77","109.80","3.92","0.00","0.00","0.00","0.00","2206.00","78.79","20.00","0.71","684.46","24.45","115.64","4.13","881.33","31.48","3953.86","2.33","2935.48","1.73","5156.26","3.04","898.71","0.53"
2022,2023,"SWKE0299","SWKB0030","1493.88","10.16","0.00","0.00","391.68","2.66","80.84","0.55","0.00","0.00","0.00","0.00","9684.88","65.88","80.00","0.54","2737.84","18.62","0.00","0.00","536.40","3.65","3953.86","2.33","2935.48","1.73","5156.26","3.04","898.71","0.53"
2022,2023,"SWKE0340","SWKB0031","841.77","1.94","0.00","0.00","514.12","1.18","510.54","1.18","1710.28","3.94","980.82","2.26","0.00","0.00","50.00","0.12","2033.56","4.69","499.62","1.15","1018.00","2.35","10799.97","3.41","2194.90","0.69","856.94","0.27","928.95","0.29"
2022,2023,"SWKE0227","SWKB0032","673.40","20.41","0.00","0.00","47.39","1.44","4242.21","128.55","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.91","1030.26","31.22","0.00","0.00","277.11","8.40","20224.97","9.68","9128.09","4.37","4000.84","1.91","2920.21","1.40"
2022,2023,"SWKE0012","SWKB0033","1485.69","4.69","0.00","0.00","1002.36","3.16","836.53","2.64","0.00","0.00","0.00","0.00","0.00","0.00","190.00","0.60","7013.70","22.13","0.00","0.00","3974.98","12.54","2000.24","6.31","0.00","0.00","0.00","0.00","28.72","0.09"
2022,2023,"SWKE0013","SWKB0034","1930.65","9.85","0.00","0.00","3002.00","15.32","1665.28","8.50","0.00","0.00","1297.79","6.62","0.00","0.00","120.00","0.61","5016.27","25.59","359.42","1.83","3799.65","19.39","1546.19","7.89","2345.36","11.97","274.12","1.40","0.00","0.00"
2022,2023,"SWKE0291","SWKB0035","1930.80","20.11","0.00","0.00","798.12","8.31","227.03","2.36","0.00","0.00","0.00","0.00","11708.13","121.96","80.00","0.83","2747.88","28.62","0.00","0.00","819.33","8.53","58565.61","12.97","9635.91","2.13","7060.54","1.56","879.53","0.19"
2022,2023,"SWKE0291","SWKB0036","2594.12","15.26","0.00","0.00","1230.40","7.24","375.54","2.21","0.00","0.00","0.00","0.00","14610.36","85.94","140.00","0.82","4754.16","27.97","0.00","0.00","1406.72","8.27","58565.61","12.97","9635.91","2.13","7060.54","1.56","879.53","0.19"
2022,2023,"SWKE0291","SWKB0037","1190.30","16.53","0.00","0.00","285.73","3.97","138.74","1.93","0.00","0.00","0.00","0.00","7421.89","103.08","50.00","0.69","1717.92","23.86","0.00","0.00","500.70","6.95","58565.61","12.97","9635.91","2.13","7060.54","1.56","879.53","0.19"
2022,2023,"SWKE0291","SWKB0038","677.68","9.41","0.00","0.00","170.51","2.37","79.88","1.11","0.00","0.00","0.00","0.00","4148.78","57.62","30.00","0.42","1031.28","14.32","0.00","0.00","288.28","4.00","58565.61","12.97","9635.91","2.13","7060.54","1.56","879.53","0.19"
2022,2023,"SWKE0291","SWKB0039","4281.37","15.51","0.00","0.00","3941.65","14.28","472.64","1.71","0.00","0.00","0.00","0.00","24995.48","90.56","150.00","0.54","5266.54","19.08","0.00","0.00","1883.09","6.82","58565.61","12.97","9635.91","2.13","7060.54","1.56","879.53","0.19"
2022,2023,"SWKE0291","SWKB0040","1895.24","19.74","0.00","0.00","586.40","6.11","223.34","2.33","0.00","0.00","0.00","0.00","11551.35","120.33","80.00","0.83","2826.63","29.44","0.00","0.00","806.02","8.40","58565.61","12.97","9635.91","2.13","7060.54","1.56","879.53","0.19"
2022,2023,"SWKE0254","SWKB0041","1494.33","27.17","0.00","0.00","545.25","9.91","590.79","10.74","0.00","0.00","0.00","0.00","10600.41","192.73","30.00","0.55","1043.85","18.98","98.13","1.78","1163.16","21.15","28014.15","5.93","12841.99","2.72","3467.67","0.73","2878.73","0.61"
2022,2023,"SWKE0254","SWKB0042","1846.89","23.99","0.00","0.00","1693.12","21.99","665.60","8.64","0.00","0.00","0.00","0.00","12522.92","162.64","40.00","0.52","1457.61","18.93","65.42","0.85","1012.16","13.14","28014.15","5.93","12841.99","2.72","3467.67","0.73","2878.73","0.61"
2022,2023,"SWKE0157","SWKB0043","0.00","0.00","0.00","0.00","5135.70","10.23","5340.14","10.64","0.00","0.00","2928.28","5.83","0.00","0.00","190.00","0.38","6440.81","12.83","13325.46","26.54","9526.60","18.98","0.00","0.00","12815.76","5.85","10556.31","4.82","1043.51","0.48"
2022,2023,"SWKE0259","SWKB0044","1495.95","5.62","0.00","0.00","2230.05","8.38","1236.05","4.65","0.00","0.00","2035.46","7.65","0.00","0.00","100.00","0.38","3362.70","12.64","1171.36","4.40","2853.72","10.73","7056.09","2.49","10017.05","3.54","3543.05","1.25","651.89","0.23"
2022,2023,"SWKE0145","SWKB0045","819.35","4.91","0.00","0.00","431.29","2.58","909.83","5.45","0.00","0.00","956.39","5.73","0.00","0.00","60.00","0.36","2538.80","15.20","213.55","1.28","1980.00","11.86","28851.81","5.32","12285.67","2.26","6990.17","1.29","3304.06","0.61"
2022,2023,"SWKE0014","SWKB0046","0.00","0.00","0.00","0.00","3628.62","11.27","4123.63","12.81","0.00","0.00","1965.69","6.10","0.00","0.00","140.00","0.43","6689.53","20.77","2024.70","6.29","7935.29","24.64","0.00","0.00","545.45","1.69","1395.87","4.34","0.00","0.00"
2022,2023,"SWKE0063","SWKB0047","4230.40","16.02","0.00","0.00","15078.48","57.12","2971.40","11.26","0.00","0.00","1768.00","6.70","0.00","0.00","220.00","0.83","9557.52","36.20","0.00","0.00","3934.08","14.90","9158.60","8.77","10675.16","10.23","1325.42","1.27","4851.39","4.65"
2022,2023,"SWKE0303","SWKB0048","9123.30","17.99","0.00","0.00","18851.80","37.18","7034.36","13.87","0.00","0.00","3592.11","7.09","36175.35","71.35","270.00","0.53","11012.26","21.72","891.00","1.76","9137.89","18.02","3913.26","2.53","4496.29","2.91","2112.97","1.37","4221.99","2.73"
2022,2023,"SWKE0122","SWKB0049","179.87","4.86","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.81","0.00","0.00","0.00","0.00","0.00","0.00","20294.21","25.02","4938.76","6.09","614.23","0.76","5108.91","6.30"
2022,2023,"SWKE0122","SWKB0050","113.59","6.68","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","1.18","0.00","0.00","0.00","0.00","0.00","0.00","20294.21","25.02","4938.76","6.09","614.23","0.76","5108.91","6.30"
2022,2023,"SWKE0122","SWKB0051","47.34","4.73","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","20294.21","25.02","4938.76","6.09","614.23","0.76","5108.91","6.30"
2022,2023,"SWKE0015","SWKB0052","363.68","10.10","0.00","0.00","158.04","4.39","305.76","8.49","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.83","1116.93","31.03","0.00","0.00","305.36","8.48","305.36","8.48","1249.98","34.72","195.32","5.43","0.00","0.00"
2022,2023,"SWKE0016","SWKB0053","540.66","2.20","0.00","0.00","725.23","2.95","715.34","2.91","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.28","2488.40","10.12","218.44","0.89","166.38","0.68","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0054","1120.20","4.73","0.00","0.00","3101.03","13.08","1197.45","5.05","0.00","0.00","0.00","0.00","0.00","0.00","120.00","0.51","4779.98","20.17","221.14","0.93","251.34","1.06","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0055","777.72","4.23","0.00","0.00","1239.66","6.74","1161.10","6.31","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.43","2816.21","15.31","295.75","1.61","1148.32","6.24","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0056","157.21","0.98","0.00","0.00","186.98","1.16","185.56","1.15","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.12","553.36","3.44","27.48","0.17","386.18","2.40","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0057","82.74","1.01","0.00","0.00","24.38","0.30","64.53","0.79","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.12","338.99","4.13","32.16","0.39","227.84","2.78","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0058","394.56","4.81","0.00","0.00","235.50","2.87","465.92","5.68","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.49","1610.01","19.63","103.56","1.26","949.33","11.58","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0059","1633.14","13.84","0.00","0.00","5601.76","47.47","1342.92","11.38","0.00","0.00","0.00","0.00","0.00","0.00","120.00","1.02","4685.36","39.71","263.14","2.23","2670.64","22.63","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0060","641.42","14.58","0.00","0.00","3217.78","73.13","415.46","9.44","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.68","1195.12","27.16","98.12","2.23","1068.95","24.29","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0061","861.93","7.56","0.00","0.00","957.40","8.40","515.66","4.52","0.00","0.00","1392.32","12.21","0.00","0.00","60.00","0.53","2977.29","26.12","204.42","1.79","1502.29","13.18","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0062","1032.55","6.04","0.00","0.00","2467.22","14.43","1336.76","7.82","0.00","0.00","0.00","0.00","0.00","0.00","90.00","0.53","3084.28","18.04","189.68","1.11","2179.72","12.75","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0063","592.52","6.66","0.00","0.00","88.83","1.00","896.43","10.07","0.00","0.00","0.00","0.00","0.00","0.00","60.00","0.67","2077.77","23.35","173.72","1.95","1781.55","20.02","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0016","SWKB0064","1849.26","4.96","0.00","0.00","2116.97","5.68","1724.08","4.62","0.00","0.00","0.00","0.00","0.00","0.00","170.00","0.46","6349.21","17.02","517.49","1.39","5273.28","14.14","3397.41","1.78","5698.72","2.99","2297.91","1.21","1161.80","0.61"
2022,2023,"SWKE0113","SWKB0065","1101.79","6.12","0.00","0.00","1104.61","6.14","606.54","3.37","0.00","0.00","0.00","0.00","0.00","0.00","90.00","0.50","3236.28","17.98","2084.74","11.58","2411.45","13.40","9091.91","4.49","5982.86","2.95","2399.88","1.18","1941.64","0.96"
2022,2023,"SWKE0113","SWKB0066","273.19","4.34","0.00","0.00","0.00","0.00","224.51","3.56","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.48","1111.51","17.64","0.00","0.00","861.57","13.68","9091.91","4.49","5982.86","2.95","2399.88","1.18","1941.64","0.96"
2022,2023,"SWKE0084","SWKB0067","1315.02","9.53","0.00","0.00","3281.52","23.78","1947.00","14.11","0.00","0.00","1874.94","13.59","0.00","0.00","60.00","0.43","2533.38","18.36","181.62","1.32","2280.72","16.53","9947.29","3.00","6767.48","2.04","5024.55","1.52","1002.80","0.30"
2022,2023,"SWKE0079","SWKB0068","1946.29","12.80","0.00","0.00","4917.45","32.35","1272.03","8.37","0.00","0.00","0.00","0.00","0.00","0.00","160.00","1.05","5657.68","37.22","0.00","0.00","2027.71","13.34","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0079","SWKB0069","1652.67","11.32","0.00","0.00","6671.43","45.69","1638.18","11.22","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.55","3089.88","21.16","0.00","0.00","1898.01","13.00","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0288","SWKB0070","1425.15","17.81","0.00","0.00","101.51","1.27","9983.58","124.79","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.63","1800.79","22.51","0.00","0.00","1657.18","20.71","36388.87","5.99","15134.54","2.49","3958.58","0.65","5509.76","0.91"
2022,2023,"SWKE0288","SWKB0071","2827.36","18.36","0.00","0.00","2120.94","13.77","16927.34","109.92","0.00","0.00","0.00","0.00","0.00","0.00","100.00","0.65","4088.80","26.55","0.00","0.00","3447.30","22.39","36388.87","5.99","15134.54","2.49","3958.58","0.65","5509.76","0.91"
2022,2023,"SWKE0288","SWKB0072","1107.81","8.93","0.00","0.00","578.33","4.66","6654.49","53.67","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.65","1700.10","13.71","0.00","0.00","1436.84","11.59","36388.87","5.99","15134.54","2.49","3958.58","0.65","5509.76","0.91"
2022,2023,"SWKE0288","SWKB0073","1777.21","11.62","0.00","0.00","1027.02","6.71","11111.81","72.63","0.00","0.00","0.00","0.00","0.00","0.00","60.00","0.39","2472.05","16.16","0.00","0.00","2125.89","13.89","36388.87","5.99","15134.54","2.49","3958.58","0.65","5509.76","0.91"
2022,2023,"SWKE0218","SWKB0074","1222.75","8.67","0.00","0.00","3876.56","27.49","417.76","2.96","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.57","2830.89","20.08","0.00","0.00","2452.00","17.39","19320.99","8.29","3914.18","1.68","2309.77","0.99","420.49","0.18"
2022,2023,"SWKE0002","SWKB0075","409.20","4.09","0.00","0.00","761.25","7.61","32.08","0.32","0.00","0.00","0.00","0.00","1286.09","12.86","20.00","0.20","766.87","7.67","0.00","0.00","661.32","6.61","3727.56","2.35","1029.04","0.65","898.67","0.57","507.13","0.32"
2022,2023,"SWKE0017","SWKB0076","4053.60","7.19","0.00","0.00","7323.84","12.99","4897.92","8.68","0.00","0.00","6846.00","12.14","0.00","0.00","240.00","0.43","8135.76","14.43","784.80","1.39","4966.32","8.81","11038.97","5.77","3490.54","1.83","1723.70","0.90","13544.02","7.08"
2022,2023,"SWKE0045","SWKB0077","1968.26","18.22","0.00","0.00","1754.13","16.24","21.07","0.20","0.00","0.00","0.00","0.00","11617.55","107.57","70.00","0.65","2412.48","22.34","0.00","0.00","1562.12","14.46","21208.02","7.64","7811.54","2.81","2210.07","0.80","2040.28","0.73"
2022,2023,"SWKE0018","SWKB0078","512.99","10.06","0.00","0.00","576.21","11.30","358.65","7.03","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.98","1800.14","35.30","0.00","0.00","414.26","8.12","443.80","8.70","1492.09","29.26","44.65","0.88","0.00","0.00"
2022,2023,"SWKE0026","SWKB0079","2683.39","17.89","0.00","0.00","5751.98","38.35","759.21","5.06","0.00","0.00","0.00","0.00","13796.78","91.98","80.00","0.53","2801.64","18.68","0.00","0.00","2393.85","15.96","6995.63","6.19","3868.29","3.42","1062.43","0.94","729.71","0.65"
2022,2023,"SWKE0316","SWKB0080","2292.45","9.10","0.00","0.00","3184.20","12.64","1992.45","7.91","0.00","0.00","3730.05","14.80","0.00","0.00","340.00","1.35","6333.45","25.13","0.00","0.00","4415.70","17.52","29606.81","9.09","8008.07","2.46","3575.40","1.10","1671.91","0.51"
2022,2023,"SWKE0328","SWKB0081","12284.76","32.08","0.00","0.00","6512.26","17.00","5537.42","14.46","0.00","0.00","9237.32","24.12","59412.07","155.12","310.00","0.81","14069.09","36.73","216.58","0.57","8255.79","21.56","16278.41","11.42","33261.27","23.34","7166.77","5.03","1330.05","0.93"
2022,2023,"SWKE0201","SWKB0082","2195.00","13.38","0.00","0.00","3289.02","20.06","983.62","6.00","0.00","0.00","4095.36","24.97","0.00","0.00","140.00","0.85","5612.30","34.22","419.70","2.56","3679.51","22.44","36636.71","8.79","15477.74","3.71","7328.70","1.76","4457.84","1.07"
2022,2023,"SWKE0230","SWKB0083","257.96","6.00","0.00","0.00","55.64","1.29","238.70","5.55","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.47","855.30","19.89","0.00","0.00","969.92","22.56","3113.57","6.33","3347.79","6.80","215.28","0.44","93.35","0.19"
2022,2023,"SWKE0145","SWKB0084","1168.24","3.66","0.00","0.00","1484.26","4.65","1177.62","3.69","0.00","0.00","0.00","0.00","0.00","0.00","110.00","0.34","4666.21","14.63","0.00","0.00","2156.92","6.76","28851.81","5.32","12285.67","2.26","6990.17","1.29","3304.06","0.61"
2022,2023,"SWKE0329","SWKB0085","3398.33","12.82","0.00","0.00","3986.04","15.04","1682.72","6.35","0.00","0.00","0.00","0.00","0.00","0.00","220.00","0.83","8894.48","33.56","7614.01","28.73","6439.21","24.30","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0022","SWKB0086","2171.51","6.02","0.00","0.00","8411.56","23.30","1094.24","3.03","0.00","0.00","0.00","0.00","0.00","0.00","150.00","0.42","5468.57","15.15","0.00","0.00","2875.26","7.96","1943.04","4.11","2061.38","4.36","782.42","1.65","759.23","1.61"
2022,2023,"SWKE0023","SWKB0087","806.92","10.62","0.00","0.00","2696.72","35.48","187.80","2.47","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.53","1367.26","17.99","0.00","0.00","1047.06","13.78","1757.02","11.56","2044.90","13.45","738.20","4.86","2889.82","19.01"
2022,2023,"SWKE0023","SWKB0088","1152.06","15.16","0.00","0.00","1722.51","22.66","976.52","12.85","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.92","2401.18","31.59","0.00","0.00","1760.97","23.17","1757.02","11.56","2044.90","13.45","738.20","4.86","2889.82","19.01"
2022,2023,"SWKE0024","SWKB0089","596.13","9.62","0.00","0.00","1233.77","19.90","298.30","4.81","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.48","1021.30","16.47","645.79","10.42","1384.53","22.33","429.33","6.92","948.16","15.29","0.00","0.00","0.00","0.00"
2022,2023,"SWKE0230","SWKB0090","1327.03","9.90","0.00","0.00","513.26","3.83","996.04","7.43","0.00","0.00","0.00","0.00","0.00","0.00","110.00","0.82","4687.89","34.98","361.20","2.70","4280.49","31.94","3113.57","6.33","3347.79","6.80","215.28","0.44","93.35","0.19"
2022,2023,"SWKE0120","SWKB0091","261.07","2.87","0.00","0.00","83.56","0.92","437.07","4.80","0.00","0.00","0.00","0.00","0.00","0.00","600.00","6.59","1022.62","11.24","0.00","0.00","677.33","7.44","14622.22","2.98","9062.23","1.85","5281.87","1.08","1329.84","0.27"
