Year_Start,Year_End,Estate_ID,Block_ID,Block_Administration_Charge,Block_Administration_Charge_Unit,Block_TV_Aerial,Block_TV_Aerial_Unit,Block_Repairs,Block_Repairs_Unit,Block_Estate_Lighting,Block_Estate_Lighting_Unit,Block_Security_Services,Block_Security_Services_Unit,Block_Lift_Maintenance,Block_Lift_Maintenance_Unit,Block_Heating_And_Hotwater,Block_Heating_And_Hotwater_Unit,Block_Ground_Rent,Block_Ground_Rent_Unit,Block_Building_Insurance,Block_Building_Insurance_Unit,Block_Door_Entry,Block_Door_Entry_Unit,Block_Care_And_Upkeep,Block_Care_And_Upkeep_Unit,Estate_Care_And_Upkeep,Estate_Care_And_Upkeep_Unit,Estate_Grounds_Maintenance,Estate_Grounds_Maintenance_Unit,Estate_Lighting,Estate_Lighting_Unit,Estate_Repairs_And_Maintenance,Estate_Repairs_And_Maintenance_Unit
2022,2023,"SWKE0112","SWKB0526","1399.90","8.28","0.00","0.00","1301.18","7.70","762.04","4.51","0.00","0.00","0.00","0.00","0.00","0.00","120.00","0.71","4523.63","26.77","0.00","0.00","4443.69","26.29","37372.02","7.97","29578.18","6.31","5048.69","1.08","2283.47","0.49"
2022,2023,"SWKE0079","SWKB0527","810.60","11.26","0.00","0.00","1032.70","14.34","694.10","9.64","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.69","2111.15","29.32","0.00","0.00","2730.35","37.92","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0079","SWKB0528","1471.77","20.44","0.00","0.00","2177.01","30.24","1057.32","14.69","0.00","0.00","0.00","0.00","0.00","0.00","90.00","1.25","3800.07","52.78","0.00","0.00","4914.63","68.26","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0079","SWKB0529","60.09","3.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.56","344.64","19.15","0.00","0.00","0.00","0.00","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0079","SWKB0530","137.76","7.65","0.00","0.00","175.72","9.76","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","1.11","689.28","38.29","0.00","0.00","0.00","0.00","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0111","SWKB0531","0.00","0.00","0.00","0.00","15301.16","106.26","4199.34","29.16","0.00","0.00","0.00","0.00","18769.29","130.34","90.00","0.63","3062.21","21.27","0.00","0.00","3119.48","21.66","0.00","0.00","6114.08","2.85","2844.13","1.32","77.17","0.04"
2022,2023,"SWKE0111","SWKB0532","0.00","0.00","0.00","0.00","5497.81","24.76","1127.66","5.08","0.00","0.00","0.00","0.00","36094.03","162.59","160.00","0.72","6108.21","27.51","620.63","2.80","6169.05","27.79","0.00","0.00","6114.08","2.85","2844.13","1.32","77.17","0.04"
2022,2023,"SWKE0111","SWKB0533","0.00","0.00","0.00","0.00","13882.98","84.65","844.52","5.15","0.00","0.00","0.00","0.00","20330.31","123.97","90.00","0.55","3118.31","19.01","0.00","0.00","3482.12","21.23","0.00","0.00","6114.08","2.85","2844.13","1.32","77.17","0.04"
2022,2023,"SWKE0111","SWKB0534","0.00","0.00","0.00","0.00","26809.33","69.27","2407.87","6.22","0.00","0.00","0.00","0.00","22543.91","58.25","140.00","0.36","4742.81","12.26","465.34","1.20","4256.75","11.00","0.00","0.00","6114.08","2.85","2844.13","1.32","77.17","0.04"
2022,2023,"SWKE0286","SWKB0535","922.69","4.81","0.00","0.00","1157.09","6.03","2045.71","10.65","0.00","0.00","0.00","0.00","0.00","0.00","60.00","0.31","2106.69","10.97","0.00","0.00","2574.43","13.41","7392.35","4.18","3663.39","2.07","3063.13","1.73","598.47","0.34"
2022,2023,"SWKE0329","SWKB0536","834.42","6.23","0.00","0.00","830.22","6.20","1659.86","12.39","0.00","0.00","732.92","5.47","0.00","0.00","60.00","0.45","2065.20","15.41","0.00","0.00","1621.12","12.10","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0087","SWKB0537","870.50","8.37","0.00","0.00","2572.92","24.74","270.72","2.60","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.77","2816.81","27.08","0.00","0.00","1597.21","15.36","9590.04","5.73","5415.19","3.23","1480.71","0.88","1213.61","0.72"
2022,2023,"SWKE0201","SWKB0538","721.63","5.51","0.00","0.00","1101.39","8.41","710.74","5.43","0.00","0.00","752.25","5.74","0.00","0.00","40.00","0.31","1774.05","13.54","137.80","1.05","1458.36","11.13","36636.71","8.79","15477.74","3.71","7328.70","1.76","4457.84","1.07"
2022,2023,"SWKE0157","SWKB0539","0.00","0.00","0.00","0.00","396.36","3.10","588.32","4.60","0.00","0.00","676.34","5.28","0.00","0.00","20.00","0.16","686.64","5.36","664.34","5.19","1076.24","8.41","0.00","0.00","12815.76","5.85","10556.31","4.82","1043.51","0.48"
2022,2023,"SWKE0079","SWKB0540","870.18","12.09","0.00","0.00","385.20","5.35","661.20","9.18","0.00","0.00","0.00","0.00","0.00","0.00","60.00","0.83","2533.38","35.19","0.00","0.00","3276.42","45.51","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0079","SWKB0541","631.80","8.78","0.00","0.00","573.76","7.97","640.80","8.90","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.56","1688.92","23.46","0.00","0.00","2184.28","30.34","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0079","SWKB0542","109.62","5.77","0.00","0.00","569.35","29.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.53","302.15","15.90","0.00","0.00","0.00","0.00","17553.15","17.82","7775.92","7.89","656.97","0.67","120.30","0.12"
2022,2023,"SWKE0117","SWKB0543","378.63","4.51","0.00","0.00","916.89","10.92","349.32","4.16","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.36","1033.92","12.31","456.33","5.43","775.20","9.23","647.06","3.85","0.00","0.00","62.74","0.37","0.00","0.00"
2022,2023,"SWKE0117","SWKB0544","635.16","7.56","0.00","0.00","414.51","4.93","822.63","9.79","0.00","0.00","637.52","7.59","0.00","0.00","70.00","0.83","2645.25","31.49","32.68","0.39","1343.68","16.00","647.06","3.85","0.00","0.00","62.74","0.37","0.00","0.00"
2022,2023,"SWKE0118","SWKB0545","439.84","5.24","0.00","0.00","588.42","7.01","597.53","7.11","0.00","0.00","691.53","8.23","0.00","0.00","40.00","0.48","1456.15","17.34","0.00","0.00","775.20","9.23","710.19","4.23","0.00","0.00","128.21","0.76","0.00","0.00"
2022,2023,"SWKE0118","SWKB0546","864.42","10.29","0.00","0.00","2211.78","26.33","618.66","7.37","0.00","0.00","1646.70","19.60","0.00","0.00","60.00","0.71","2067.84","24.62","0.00","0.00","1550.40","18.46","710.19","4.23","0.00","0.00","128.21","0.76","0.00","0.00"
2022,2023,"SWKE0119","SWKB0547","7591.59","9.36","0.00","0.00","5944.73","7.33","12125.73","14.95","22532.84","27.78","7695.38","9.49","0.00","0.00","550.00","0.68","11238.35","13.86","3291.20","4.06","7234.70","8.92","7478.12","5.24","216.06","0.15","1046.96","0.73","743.96","0.52"
2022,2023,"SWKE0291","SWKB0548","2233.88","11.17","0.00","0.00","2453.70","12.27","717.54","3.59","0.00","0.00","951.10","4.76","10748.34","53.74","60.00","0.30","2959.78","14.80","0.00","0.00","1856.85","9.28","58565.61","12.97","9635.91","2.13","7060.54","1.56","879.53","0.19"
2022,2023,"SWKE0129","SWKB0549","510.92","2.97","0.00","0.00","1055.96","6.14","247.92","1.44","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.23","1373.28","7.98","0.00","0.00","1127.76","6.56","33233.44","5.71","15254.16","2.62","6285.16","1.08","4205.47","0.72"
2022,2023,"SWKE0129","SWKB0550","897.75","4.93","0.00","0.00","385.89","2.12","5824.95","32.01","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.16","1029.96","5.66","0.00","0.00","758.55","4.17","33233.44","5.71","15254.16","2.62","6285.16","1.08","4205.47","0.72"
2022,2023,"SWKE0156","SWKB0551","408.04","5.10","0.00","0.00","899.75","11.25","275.65","3.45","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.88","1266.69","15.83","42.72","0.53","834.22","10.43","18101.96","8.44","6570.48","3.06","4272.51","1.99","2078.74","0.97"
2022,2023,"SWKE0329","SWKB0552","1104.02","11.87","0.00","0.00","4248.98","45.69","193.68","2.08","0.00","0.00","431.18","4.64","0.00","0.00","60.00","0.65","2544.22","27.36","200.44","2.16","1817.92","19.55","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0261","SWKB0553","3262.11","28.37","0.00","0.00","1158.51","10.07","6525.17","56.74","0.00","0.00","759.72","6.61","15529.10","135.04","80.00","0.70","2843.27","24.72","0.00","0.00","2710.17","23.57","10869.53","12.02","2265.24","2.51","1514.86","1.68","332.26","0.37"
2022,2023,"SWKE0011","SWKB0554","1082.87","8.20","0.00","0.00","1193.08","9.04","2259.29","17.12","0.00","0.00","1025.39","7.77","0.00","0.00","70.00","0.53","3145.07","23.83","222.99","1.69","1518.14","11.50","3952.45","3.45","5387.09","4.70","1141.47","1.00","489.61","0.43"
2022,2023,"SWKE0259","SWKB0555","183.89","0.88","0.00","0.00","231.10","1.10","112.11","0.53","0.00","0.00","589.45","2.81","0.00","0.00","10.00","0.05","338.99","1.61","29.07","0.14","352.77","1.68","7056.09","2.49","10017.05","3.54","3543.05","1.25","651.89","0.23"
2022,2023,"SWKE0328","SWKB0556","7925.41","52.84","0.00","0.00","17800.64","118.67","4628.24","30.85","0.00","0.00","4842.16","32.28","29428.15","196.19","140.00","0.93","6888.48","45.92","90.72","0.60","5024.88","33.50","16278.41","11.42","33261.27","23.34","7166.77","5.03","1330.05","0.93"
2022,2023,"SWKE0299","SWKB0557","1767.84","27.20","0.00","0.00","361.38","5.56","83.47","1.28","0.00","0.00","0.00","0.00","10496.90","161.49","60.00","0.92","2083.01","32.05","327.05","5.03","2606.43","40.10","3953.86","2.33","2935.48","1.73","5156.26","3.04","898.71","0.53"
2022,2023,"SWKE0109","SWKB0558","133.06","4.44","0.00","0.00","169.55","5.65","87.75","2.93","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.33","344.64","11.49","0.00","0.00","522.36","17.41","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB0559","133.98","5.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.83","844.46","35.19","0.00","0.00","0.00","0.00","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB0560","133.98","5.58","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.83","844.46","35.19","0.00","0.00","0.00","0.00","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB0561","245.22","10.22","0.00","0.00","1112.50","46.35","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.83","844.46","35.19","0.00","0.00","0.00","0.00","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB0562","73.57","3.07","0.00","0.00","53.23","2.22","12.57","0.52","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.42","422.23","17.59","0.00","0.00","0.00","0.00","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB0563","132.91","5.54","0.00","0.00","659.25","27.47","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.42","422.23","17.59","0.00","0.00","0.00","0.00","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB0564","154.32","6.43","0.00","0.00","203.54","8.48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.83","844.46","35.19","0.00","0.00","0.00","0.00","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0109","SWKB0565","163.60","6.82","0.00","0.00","450.06","18.75","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.83","844.46","35.19","0.00","0.00","0.00","0.00","28993.09","7.77","13027.12","3.49","5731.74","1.54","8768.26","2.35"
2022,2023,"SWKE0121","SWKB0566","292.39","3.85","0.00","0.00","727.38","9.57","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","60.00","0.79","2051.80","27.00","0.00","0.00","0.00","0.00","0.00","0.00","144.47","1.90","0.00","0.00","0.00","0.00"
2022,2023,"SWKE0124","SWKB0567","123.39","3.08","0.00","0.00","104.42","2.61","49.56","1.24","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.25","338.99","8.47","0.00","0.00","430.66","10.77","258.64","6.47","0.00","0.00","11.82","0.30","39.80","1.00"
2022,2023,"SWKE0125","SWKB0568","164.54","4.57","0.00","0.00","79.40","2.21","144.33","4.01","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.28","422.23","11.73","0.00","0.00","676.11","18.78","323.32","8.98","0.00","0.00","0.00","0.00","0.00","0.00"
2022,2023,"SWKE0254","SWKB0569","3892.08","22.37","0.00","0.00","762.06","4.38","1233.25","7.09","0.00","0.00","2227.40","12.80","25773.01","148.12","70.00","0.40","2707.26","15.56","116.99","0.67","3921.79","22.54","28014.15","5.93","12841.99","2.72","3467.67","0.73","2878.73","0.61"
2022,2023,"SWKE0254","SWKB0570","3538.99","21.45","0.00","0.00","655.50","3.97","295.05","1.79","0.00","0.00","915.30","5.55","24091.40","146.01","100.00","0.61","3433.43","20.81","214.29","1.30","3718.85","22.54","28014.15","5.93","12841.99","2.72","3467.67","0.73","2878.73","0.61"
2022,2023,"SWKE0329","SWKB0571","3370.10","7.16","0.00","0.00","5006.39","10.63","3068.32","6.51","0.00","0.00","0.00","0.00","0.00","0.00","280.00","0.59","11716.38","24.88","0.00","0.00","6524.00","13.85","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0033","SWKB0572","314.66","3.24","0.00","0.00","46.27","0.48","188.96","1.95","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.31","1111.51","11.46","86.31","0.89","1019.04","10.51","8881.31","4.52","3400.90","1.73","2480.48","1.26","1457.53","0.74"
2022,2023,"SWKE0210","SWKB0573","3156.66","15.03","0.00","0.00","3833.52","18.25","734.90","3.50","0.00","0.00","0.00","0.00","18235.56","86.84","90.00","0.43","3197.36","15.23","0.00","0.00","2888.55","13.76","18399.95","6.76","6510.11","2.39","3421.44","1.26","2839.76","1.04"
2022,2023,"SWKE0126","SWKB0574","565.65","4.04","0.00","0.00","1079.65","7.71","222.55","1.59","0.00","0.00","733.63","5.24","0.00","0.00","50.00","0.36","2138.59","15.28","148.92","1.06","940.90","6.72","290.98","2.08","0.00","0.00","48.56","0.35","52.74","0.38"
2022,2023,"SWKE0056","SWKB0575","159.32","1.66","0.00","0.00","44.40","0.46","18.52","0.19","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.21","689.28","7.18","0.00","0.00","348.94","3.63","11236.68","7.22","2379.71","1.53","2129.49","1.37","2380.20","1.53"
2022,2023,"SWKE0145","SWKB0576","1611.47","3.83","0.00","0.00","3144.81","7.47","1276.19","3.03","0.00","0.00","1397.64","3.32","0.00","0.00","130.00","0.31","5045.81","11.99","407.38","0.97","2453.00","5.83","28851.81","5.32","12285.67","2.26","6990.17","1.29","3304.06","0.61"
2022,2023,"SWKE0259","SWKB0577","314.87","0.79","0.00","0.00","742.34","1.86","390.52","0.98","0.00","0.00","218.40","0.55","0.00","0.00","20.00","0.05","849.88","2.12","0.00","0.00","545.87","1.36","7056.09","2.49","10017.05","3.54","3543.05","1.25","651.89","0.23"
2022,2023,"SWKE0123","SWKB0578","350.92","8.36","0.00","0.00","346.36","8.25","166.10","3.95","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.48","855.30","20.36","65.42","1.56","820.58","19.54","5826.56","15.50","3704.64","9.85","1066.01","2.84","253.53","0.67"
2022,2023,"SWKE0041","SWKB0579","47.84","3.99","0.00","0.00","115.45","9.62","17.09","1.42","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","245.79","20.48","0.00","0.00","0.00","0.00","66294.63","5.02","43369.16","3.28","23493.13","1.78","6607.17","0.50"
2022,2023,"SWKE0041","SWKB0580","515.97","4.78","0.00","0.00","641.96","5.94","470.25","4.35","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.37","1622.77","15.03","128.71","1.19","1431.57","13.26","66294.63","5.02","43369.16","3.28","23493.13","1.78","6607.17","0.50"
2022,2023,"SWKE0041","SWKB0581","688.08","5.98","0.00","0.00","325.81","2.83","788.07","6.85","0.00","0.00","916.69","7.97","0.00","0.00","50.00","0.43","2033.56","17.68","494.84","4.30","1319.12","11.47","66294.63","5.02","43369.16","3.28","23493.13","1.78","6607.17","0.50"
2022,2023,"SWKE0261","SWKB0582","1157.12","10.42","0.00","0.00","236.87","2.13","770.82","6.94","0.00","0.00","296.10","2.67","6312.15","56.87","40.00","0.36","1354.60","12.20","235.74","2.12","1158.76","10.44","10869.53","12.02","2265.24","2.51","1514.86","1.68","332.26","0.37"
2022,2023,"SWKE0127","SWKB0583","717.26","6.08","0.00","0.00","918.50","7.78","354.67","3.01","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.68","2742.23","23.24","174.42","1.48","1589.97","13.47","1061.43","4.01","1069.72","4.04","147.73","0.56","0.00","0.00"
2022,2023,"SWKE0127","SWKB0584","183.66","1.75","0.00","0.00","118.87","1.13","73.32","0.70","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.10","343.32","3.27","899.36","8.57","224.52","2.14","1061.43","4.01","1069.72","4.04","147.73","0.56","0.00","0.00"
2022,2023,"SWKE0127","SWKB0585","459.40","10.94","0.00","0.00","527.00","12.55","539.16","12.84","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.95","1373.28","32.70","130.84","3.12","1314.92","31.31","1061.43","4.01","1069.72","4.04","147.73","0.56","0.00","0.00"
2022,2023,"SWKE0026","SWKB0586","1957.08","16.45","0.00","0.00","422.57","3.55","593.31","4.99","0.00","0.00","0.00","0.00","11915.62","100.13","90.00","0.76","2809.90","23.61","0.00","0.00","2651.06","22.28","6995.63","6.19","3868.29","3.42","1062.43","0.94","729.71","0.65"
2022,2023,"SWKE0288","SWKB0587","1672.05","5.69","0.00","0.00","2390.17","8.13","1031.05","3.51","0.00","0.00","0.00","0.00","0.00","0.00","140.00","0.48","5985.34","20.36","0.00","0.00","4796.40","16.31","36388.87","5.99","15134.54","2.49","3958.58","0.65","5509.76","0.91"
2022,2023,"SWKE0048","SWKB0588","0.00","0.00","0.00","0.00","37.26","0.26","885.88","6.28","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.57","2904.98","20.60","499.48","3.54","3344.58","23.72","0.00","0.00","3803.49","1.48","4526.42","1.76","13547.48","5.26"
2022,2023,"SWKE0130","SWKB0589","476.05","4.96","0.00","0.00","1046.90","10.91","906.80","9.45","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.52","1694.95","17.66","0.00","0.00","144.45","1.50","437.80","4.56","505.20","5.26","0.00","0.00","24.45","0.25"
2022,2023,"SWKE0111","SWKB0590","0.00","0.00","0.00","0.00","6742.36","112.37","631.84","10.53","0.00","0.00","0.00","0.00","6916.72","115.28","40.00","0.67","1378.56","22.98","250.76","4.18","1239.92","20.67","0.00","0.00","6114.08","2.85","2844.13","1.32","77.17","0.04"
2022,2023,"SWKE0131","SWKB0591","1162.00","11.39","0.00","0.00","72.32","0.71","764.72","7.50","0.00","0.00","0.00","0.00","0.00","0.00","80.00","0.78","3377.84","33.12","0.00","0.00","2684.00","26.31","1825.84","17.90","2208.72","21.65","228.88","2.24","457.76","4.49"
2022,2023,"SWKE0132","SWKB0592","34.98","3.50","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","1.00","344.64","34.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.16","0.52","0.00","0.00"
2022,2023,"SWKE0133","SWKB0593","36.72","1.84","0.00","0.00","0.00","0.00","17.39","0.87","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.50","344.64","17.23","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5.16","0.26","0.00","0.00"
2022,2023,"SWKE0145","SWKB0594","2026.53","12.67","0.00","0.00","7362.60","46.02","1406.12","8.79","0.00","0.00","2269.00","14.18","0.00","0.00","100.00","0.63","4011.21","25.07","311.77","1.95","2986.32","18.66","28851.81","5.32","12285.67","2.26","6990.17","1.29","3304.06","0.61"
2022,2023,"SWKE0112","SWKB0595","1171.20","9.30","0.00","0.00","1066.95","8.47","616.53","4.89","0.00","0.00","0.00","0.00","0.00","0.00","110.00","0.87","4084.83","32.42","0.00","0.00","2792.79","22.17","37372.02","7.97","29578.18","6.31","5048.69","1.08","2283.47","0.49"
2022,2023,"SWKE0021","SWKB0596","2674.61","11.33","0.00","0.00","8449.21","35.80","654.01","2.77","0.00","0.00","0.00","0.00","11677.31","49.48","70.00","0.30","2487.08","10.54","0.00","0.00","2031.17","8.61","11477.97","0.96","6872.37","0.57","2775.59","0.23","5106.47","0.43"
2022,2023,"SWKE0148","SWKB0597","1145.85","4.90","0.00","0.00","1200.02","5.13","1535.15","6.56","0.00","0.00","929.64","3.97","0.00","0.00","100.00","0.43","3361.11","14.36","412.14","1.76","2252.31","9.63","2543.66","2.65","3732.20","3.89","801.83","0.84","396.97","0.41"
2022,2023,"SWKE0120","SWKB0598","432.18","4.50","0.00","0.00","1141.77","11.89","464.10","4.83","0.00","0.00","0.00","0.00","0.00","0.00","30.00","0.31","1266.69","13.19","0.00","0.00","1036.26","10.79","14622.22","2.98","9062.23","1.85","5281.87","1.08","1329.84","0.27"
2022,2023,"SWKE0208","SWKB0599","1447.66","8.57","0.00","0.00","1543.86","9.14","1128.64","6.68","0.00","0.00","0.00","0.00","0.00","0.00","160.00","0.95","5260.47","31.13","0.00","0.00","4345.11","25.71","2403.71","0.97","5063.13","2.04","2800.57","1.13","1360.06","0.55"
2022,2023,"SWKE0026","SWKB0600","9527.19","25.68","0.00","0.00","6618.50","17.84","11194.29","30.17","0.00","0.00","12476.47","33.63","43685.02","117.75","270.00","0.73","9434.52","25.43","0.00","0.00","6894.99","18.58","6995.63","6.19","3868.29","3.42","1062.43","0.94","729.71","0.65"
2022,2023,"SWKE0135","SWKB0601","196.72","4.37","0.00","0.00","110.96","2.47","168.46","3.74","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.44","855.30","19.01","0.00","0.00","390.26","8.67","402.36","8.94","0.00","0.00","39.80","0.88","0.00","0.00"
2022,2023,"SWKE0134","SWKB0602","677.03","12.54","0.00","0.00","785.24","14.54","169.59","3.14","0.00","0.00","0.00","0.00","0.00","0.00","50.00","0.93","2038.98","37.76","1399.83","25.92","598.69","11.09","1077.74","19.96","284.40","5.27","208.96","3.87","206.80","3.83"
2022,2023,"SWKE0200","SWKB0603","845.05","4.83","0.00","0.00","1124.83","6.43","771.70","4.41","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.40","2485.39","14.20","0.00","0.00","1064.43","6.08","2990.18","5.76","2930.44","5.65","628.00","1.21","279.44","0.54"
2022,2023,"SWKE0145","SWKB0604","1069.62","9.30","0.00","0.00","4498.98","39.12","917.62","7.98","0.00","0.00","0.00","0.00","0.00","0.00","60.00","0.52","2378.20","20.68","38.70","0.34","1793.34","15.59","28851.81","5.32","12285.67","2.26","6990.17","1.29","3304.06","0.61"
2022,2023,"SWKE0329","SWKB0605","1993.03","15.94","0.00","0.00","5584.54","44.68","557.18","4.46","0.00","0.00","2053.35","16.43","0.00","0.00","120.00","0.96","4480.32","35.84","425.10","3.40","4086.81","32.69","67056.41","7.86","57695.83","6.77","7120.45","0.84","2827.45","0.33"
2022,2023,"SWKE0087","SWKB0606","759.49","3.60","0.00","0.00","1515.21","7.18","307.46","1.46","0.00","0.00","0.00","0.00","0.00","0.00","70.00","0.33","2432.34","11.53","0.00","0.00","1796.50","8.51","9590.04","5.73","5415.19","3.23","1480.71","0.88","1213.61","0.72"
2022,2023,"SWKE0137","SWKB0607","0.00","0.00","0.00","0.00","528.69","5.23","2634.39","26.08","0.00","0.00","0.00","0.00","10603.47","104.98","90.00","0.89","3067.86","30.37","309.48","3.06","3399.21","33.66","0.00","0.00","276.84","2.74","211.41","2.09","0.00","0.00"
2022,2023,"SWKE0218","SWKB0608","369.38","2.62","0.00","0.00","1531.16","10.86","218.12","1.55","0.00","0.00","0.00","0.00","0.00","0.00","20.00","0.14","686.64","4.87","0.00","0.00","595.44","4.22","19320.99","8.29","3914.18","1.68","2309.77","0.99","420.49","0.18"
2022,2023,"SWKE0156","SWKB0609","3247.57","8.22","0.00","0.00","5521.75","13.98","2980.92","7.55","0.00","0.00","0.00","0.00","0.00","0.00","240.00","0.61","9662.34","24.46","0.00","0.00","6128.34","15.51","18101.96","8.44","6570.48","3.06","4272.51","1.99","2078.74","0.97"
2022,2023,"SWKE0138","SWKB0610","84.71","7.06","0.00","0.00","80.68","6.72","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","10.00","0.83","422.23","35.19","0.00","0.00","0.00","0.00","301.83","8.38","0.00","0.00","42.40","1.18","0.00","0.00"
2022,2023,"SWKE0115","SWKB0611","435.22","8.70","0.00","0.00","160.42","3.21","0.00","0.00","0.00","0.00","0.00","0.00","3104.76","62.10","20.00","0.40","689.28","13.79","0.00","0.00","43.96","0.88","414.48","0.51","342.60","0.42","127.50","0.16","0.00","0.00"
2022,2023,"SWKE0113","SWKB0612","1073.26","6.71","0.00","0.00","367.36","2.30","815.92","5.10","0.00","0.00","0.00","0.00","0.00","0.00","100.00","0.63","3839.77","24.00","320.48","2.00","3518.68","21.99","9091.91","4.49","5982.86","2.95","2399.88","1.18","1941.64","0.96"
2022,2023,"SWKE0198","SWKB0613","501.46","2.92","0.00","0.00","2043.51","11.88","174.60","1.02","0.00","0.00","0.00","0.00","0.00","0.00","40.00","0.23","1469.13","8.54","0.00","0.00","669.86","3.89","10806.74","4.00","4473.97","1.65","1968.42","0.73","1238.25","0.46"
2022,2023,"SWKE0218","SWKB0614","1508.54","6.92","0.00","0.00","3869.50","17.75","1404.92","6.44","0.00","0.00","2752.55","12.63","0.00","0.00","70.00","0.32","2966.45","13.61","0.00","0.00","2016.96","9.25","19320.99","8.29","3914.18","1.68","2309.77","0.99","420.49","0.18"
2022,2023,"SWKE0210","SWKB0615","6899.63","11.04","0.00","0.00","9939.60","15.90","3222.12","5.16","0.00","0.00","0.00","0.00","35232.87","56.37","250.00","0.40","9159.13","14.65","0.00","0.00","6248.06","10.00","18399.95","6.76","6510.11","2.39","3421.44","1.26","2839.76","1.04"
2022,2023,"SWKE0120","SWKB0616","3337.79","5.49","0.00","0.00","6679.47","10.99","4530.28","7.45","0.00","0.00","0.00","0.00","0.00","0.00","1580.00","2.60","9791.16","16.10","145.15","0.24","8708.34","14.32","14622.22","2.98","9062.23","1.85","5281.87","1.08","1329.84","0.27"
