ID,Block_Name,Block_RV,Estate_ID
"SWKB0701","Gordon Road 15, 15A & Sunwell Close 13-15(C)",30,"SWKE0092"
"SWKB0702","Gordon Road 17-19(O) & Sunwell Close17-19(C)",30,"SWKE0092"
"SWKB0703","Gordon Road 1A-5A(O), 1B-5B(O), 1C-5C(O)",50,"SWKE0092"
"SWKB0704","Gordon Road 7-9(O) & Sunwell Close 1-6(C)",59,"SWKE0092"
"SWKB0705","Gothic Court, Wyndham Road 1-30(C)",132,"SWKE0352"
"SWKB0706","Gould Court, Woodland Road 1-27(C)",156,"SWKE0351"
"SWKB0707","Gower House, Morecambe Street 11A & 1-24(C)",155,"SWKE0048"
"SWKB0708","Grainger Court, Redcar Street 1-20(C)",88,"SWKE0084"
"SWKB0709","Grange House, The Grange 1-16(C)",103,"SWKE0160"
"SWKB0710","Grange House, The Grange 17-32(C)",101,"SWKE0160"
"SWKB0711","Grantham House, Green Hundred Road 1-45(C)",265,"SWKE0145"
"SWKB0712","Grasmere Point 1-72(C)",439,"SWKE0340"
"SWKB0713","Gray House, King And Queen Street 19A, 8A & 1-28(C)",174,"SWKE0048"
"SWKB0714","Green Dale Close 1-9(C)",63,"SWKE0161"
"SWKB0715","Green Walk 6-26(C) ; Rephidim Street 50-75(C)",235,"SWKE0167"
"SWKB0716","Grenfell House, Comber Grove 1-35(C)",218,"SWKE0084"
"SWKB0717","Greystoke House, Peckham Park Road 1-35(C)",215,"SWKE0145"
"SWKB0718","Grimsel Path 2-19(C)",90,"SWKE0041"
"SWKB0719","Grimsel Path 30-45(C)",80,"SWKE0041"
"SWKB0720","Groombridge House 1-9(C)",45,"SWKE0198"
"SWKB0721","Grosvenor Park 4A-4H(C)",51,"SWKE0162"
"SWKB0722","Grosvenor Terrace 53A, 55A-55F(C)",40,"SWKE0163"
"SWKB0723","Grove Court, Camberwell Grove 1-14(C)",84,"SWKE0055"
"SWKB0724","Grove Lane 72 / Flats 1-8(C)",52,"SWKE0164"
"SWKB0725","Grove Lane 72 / Flats 9-24(C)",104,"SWKE0164"
"SWKB0726","Grove Lane 83A / Flats 1-8(C)",52,"SWKE0165"
"SWKB0727","Guildford House, Denmark Road 1-12(C)",84,"SWKE0100"
"SWKB0728","Guthrie Court, Morley Street 1-34(C)",200,"SWKE0114"
"SWKB0729","Gylcote Close 11-14(C)",24,"SWKE0109"
"SWKB0730","Gylcote Close 15-18(C)",24,"SWKE0109"
"SWKB0731","Hadlow House, Kinglake Street 1-20(C)",125,"SWKE0198"
"SWKB0732","Halling House, Long Lane 1-12(C)",75,"SWKE0329"
"SWKB0733","Halliwell Court, Barry Road 1-30(C)",179,"SWKE0168"
"SWKB0734","Hambledon, Villa Street 1-20(C)",130,"SWKE0021"
"SWKB0735","Hambley House, Camilla Road 1-18(C)",126,"SWKE0227"
"SWKB0736","Hannen House, Champion Park 1-24(C)",144,"SWKE0064"
"SWKB0737","Hanover Park 40A-40F(C)",30,"SWKE0169"
"SWKB0738","Hanworth House, John Ruskin Street 1-140(C)",958,"SWKE0041"
"SWKB0739","Harbledown House, Manciple Street 1-38(C)",228,"SWKE0329"
"SWKB0740","Harbord House, Cope Street 1-10(C)",70,"SWKE0170"
"SWKB0741","Hardcastle House, Marmont Road 1A & 1-24(C)",153,"SWKE0259"
"SWKB0742","Harden House, Mcneil Road 1-39(C)",195,"SWKE0210"
"SWKB0743","Harding Close 11-33(O)",114,"SWKE0269"
"SWKB0744","Haredale House, East Lane 1-14(C)",84,"SWKE0112"
"SWKB0745","Harfield Gardens, Grove Lane 12-17(C)",32,"SWKE0171"
"SWKB0746","Harfield Gardens, Grove Lane 1-5(C)",25,"SWKE0171"
"SWKB0747","Harfield Gardens, Grove Lane 18-23(C)",34,"SWKE0171"
"SWKB0748","Harfield Gardens, Grove Lane 24-29(C)",34,"SWKE0171"
"SWKB0749","Harfield Gardens, Grove Lane 30-35(C)",34,"SWKE0171"
"SWKB0750","Harfield Gardens, Grove Lane 36-41(C)",34,"SWKE0171"
"SWKB0751","Harfield Gardens, Grove Lane 42-47(C)",34,"SWKE0171"
"SWKB0752","Harfield Gardens, Grove Lane 48-53(C)",34,"SWKE0171"
"SWKB0753","Harfield Gardens, Grove Lane 6-11(C)",30,"SWKE0171"
"SWKB0754","Harford House, Bethwin Road 1-24(C)",144,"SWKE0159"
"SWKB0755","Harold Estate, Pages Walk 1-12(C)",76,"SWKE0172"
"SWKB0756","Harold Estate, Pages Walk 13-34(C)",132,"SWKE0172"
"SWKB0757","Harold Estate, Pages Walk 35-50(C)",100,"SWKE0172"
"SWKB0758","Harold Estate, Pages Walk 51-68(C)",112,"SWKE0172"
"SWKB0759","Harold Estate, Pages Walk 69-88(C)",116,"SWKE0172"
"SWKB0760","Harold Maddison House, Alberta Street 1-48(C)",241,"SWKE0008"
"SWKB0761","Harrison House, Brandon Street 1-25(C)",130,"SWKE0048"
"SWKB0762","Harry Hinkins House, Walworth Place 1-24(C)",143,"SWKE0248"
"SWKB0763","Hartland House, Tooley Street 1-5(C)",26,"SWKE0173"
"SWKB0764","Hartley House, Balaclava Road 1-35(C)",217,"SWKE0218"
"SWKB0765","Harvard House, Doddington Grove 219A & 202-219(C)",115,"SWKE0113"
"SWKB0766","Hastings Close 1-58(C)",324,"SWKE0030"
"SWKB0767","Havil Street 127 & 69-79(O)",43,"SWKE0174"
"SWKB0768","Havil Street 129-141(O)",47,"SWKE0174"
"SWKB0769","Havil Street 165 & 171 & 175",18,"SWKE0174"
"SWKB0770","Havil Street 167& 169 & 173 & 193-197(O)",42,"SWKE0174"
"SWKB0771","Havil Street 177 & 181 & 185-191 &199-203(O)",60,"SWKE0174"
"SWKB0772","Havil Street 179 & 183(O)",12,"SWKE0174"
"SWKB0773","Havil Street 21-67(O)",120,"SWKE0174"
"SWKB0774","Havil Street 81-125(O) & 143-157(O)",155,"SWKE0174"
"SWKB0775","Havisham House, Scott Lidgett Crescent 1-18(C) & 12A & Prince Of Wales Public House",126,"SWKE0112"
"SWKB0776","Hawkslade Road 19-29(O)",39,"SWKE0175"
"SWKB0777","Hawkslade Road 31-41(O)",39,"SWKE0176"
"SWKB0778","Hayles Buildings, Elliotts Row 1-20(C)",109,"SWKE0178"
"SWKB0779","Hayles Buildings, Elliotts Row 21-40(C)",109,"SWKE0178"
"SWKB0780","Hayles Buildings, Elliotts Row 41-60(C)",110,"SWKE0178"
"SWKB0781","Hayles Buildings, Elliotts Row 61-84(C)",132,"SWKE0178"
"SWKB0782","Haymerle House, Haymerle Road 1-25(C)",160,"SWKE0145"
"SWKB0783","Haymerle Road 65-83(O); Unwin Close 1-28(C)",265,"SWKE0343"
"SWKB0784","Hazel Close 6-12(C)",49,"SWKE0019"
"SWKB0785","Hazel Way 109-119(O)",28,"SWKE0299"
"SWKB0786","Hazel Way 1-15(O)",35,"SWKE0299"
"SWKB0787","Hazel Way 121-135(O)",43,"SWKE0299"
"SWKB0788","Hazel Way 17-31(O)",37,"SWKE0299"
"SWKB0789","Hazel Way 33-47(O)",37,"SWKE0299"
"SWKB0790","Hazel Way 49-63(O)",36,"SWKE0299"
"SWKB0791","Hazel Way 97-107(O)",29,"SWKE0299"
"SWKB0792","Headbourne House, Law St 15A & 1-29(C)",185,"SWKE0329"
"SWKB0793","Heaton House, Heaton Road 10-17(C)",56,"SWKE0179"
"SWKB0794","Heaton House, Heaton Road 18-33(C)",99,"SWKE0179"
"SWKB0795","Heaton House, Heaton Road 2-9(C)",55,"SWKE0179"
"SWKB0796","Helen Gladstone House, Nelson Square 222-269(C)",240,"SWKE0249"
"SWKB0797","Helen Taylor House, Linsey Street 1-8(C)",48,"SWKE0136"
"SWKB0798","Helen Taylor House,Linsey Street 9-16(C)",48,"SWKE0136"
"SWKB0799","Hemp Walk 9-16(C)",50,"SWKE0295"
"SWKB0800","Hendre House, Hendre Road 1-10(C)",70,"SWKE0180"
"SWKB0801","Henley Close, St Marychurch Street 1-14(C)",64,"SWKE0181"
"SWKB0802","Henslow House, Peckham Park Road 1-8(C)",52,"SWKE0217"
"SWKB0803","Henslow House, Peckham Park Road 9-16(C)",52,"SWKE0217"
"SWKB0804","Hereford House, Denmark Road 1-12(C)",84,"SWKE0100"
"SWKB0805","Herne Hill 1-7(O)",29,"SWKE0324"
"SWKB0806","Herne Hill 17-23(O)",27,"SWKE0324"
"SWKB0807","Herne Hill 25-27(O)",14,"SWKE0324"
"SWKB0808","Herne Hill 9-15(O)",28,"SWKE0324"
"SWKB0809","Heron House, Grummant Road 1-52(C)",307,"SWKE0268"
"SWKB0810","Herrick House, Elmington Road 1-18(C)",84,"SWKE0129"
"SWKB0811","Heversham House, Ilderton Road 1-98(C)",601,"SWKE0340"
"SWKB0812","Hickling House, Slippers Place 1-12(C)",84,"SWKE0303"
"SWKB0813","Hillcrest, Sunray Avenue 1-15(C)",75,"SWKE0184"
"SWKB0814","Hillcrest, Sunray Avenue 16-30(C)",75,"SWKE0184"
"SWKB0815","Hillcrest, Sunray Avenue 31-45(C)",75,"SWKE0184"
"SWKB0816","Hillery Close 13-18(C)",30,"SWKE0295"
"SWKB0817","Hillery Close 1-6(C)",36,"SWKE0295"
"SWKB0818","Hillery Close 19-24(C)",30,"SWKE0295"
"SWKB0819","Hillery Close 31-36(C)",30,"SWKE0295"
"SWKB0820","Hillery Close 7-12(C)",36,"SWKE0295"
"SWKB0821","Hillingdon Street 143-151(O); Andrews Walk 1-15(C)",129,"SWKE0041"
"SWKB0822","Hillingdon Street 154-170(E)",66,"SWKE0041"
"SWKB0823","Hillingdon Street 172-188(E)",66,"SWKE0041"
"SWKB0824","Hillingdon Street 19 - 79(O)",157,"SWKE0269"
"SWKB0825","Hillingdon Street 190-224(E)",132,"SWKE0041"
"SWKB0826","Hillingdon Street 70A-70F(C), 72A-72F(C)",72,"SWKE0041"
"SWKB0827","Hilversum Crescent 14-26(E)",37,"SWKE0122"
"SWKB0828","Hilversum Crescent 1-7(O)",24,"SWKE0122"
"SWKB0829","Hilversum Crescent 2-6(E)",19,"SWKE0122"
"SWKB0830","Hilversum Crescent 8-12(E)",15,"SWKE0122"
"SWKB0831","Hodister Close 2-13(C)",48,"SWKE0084"
"SWKB0832","Holberry House, Bowen Drive 1-28(C)",178,"SWKE0201"
"SWKB0833","Holderness House, Champion Hill 1-44(C)",270,"SWKE0063"
"SWKB0834","Holford House, Camilla Road 1-30(C)",210,"SWKE0227"
"SWKB0835","Holme House, Studholme Street 1-6(C)",36,"SWKE0185"
"SWKB0836","Holywell Close 1-17(C)",104,"SWKE0033"
"SWKB0837","Holywell Close 18-25(C)",56,"SWKE0033"
"SWKB0838","Honeywood House, Goldsmith Road 1-25(C)",155,"SWKE0259"
"SWKB0839","Honiton Gardens, Gibbon Road 24-26(C)",15,"SWKE0186"
"SWKB0840","Honiton House, Warner Road 1-18(C)",108,"SWKE0100"
"SWKB0841","Honor Oak Rise 25-79(O)",161,"SWKE0187"
"SWKB0842","Hood House, Brisbane Street 1-24(C)",152,"SWKE0129"
"SWKB0843","Hook Close 36-44(C)",51,"SWKE0092"
"SWKB0844","Hook Close 45-59(C)",88,"SWKE0092"
"SWKB0845","Hooks Close 14-19(C), 32-35(C)",59,"SWKE0092"
"SWKB0846","Hooks Close 1-9(C)",51,"SWKE0092"
"SWKB0847","Horsman House, Bethwin Road 25-68(C)",248,"SWKE0159"
"SWKB0848","Hovenden House, Bowen Drive 1-16(C)",104,"SWKE0201"
"SWKB0849","Howell Walk 2-28(E)",98,"SWKE0119"
"SWKB0850","Hoyland Close 8-23(C)",64,"SWKE0208"
"SWKB0851","Huberd House, Manciple Street 1-38(C)",219,"SWKE0329"
"SWKB0852","Huguenot Square 1-26(C)",120,"SWKE0088"
"SWKB0853","Hull Court, Grove Lane 1-16(C)",84,"SWKE0055"
"SWKB0854","Hunter Court, Woodfarrs 1-17(C)",102,"SWKE0109"
"SWKB0855","Hunter House, Borough Road 1-15(C)",80,"SWKE0035"
"SWKB0856","Hunter House, Borough Road 16-30(C)",79,"SWKE0035"
"SWKB0857","Huntley House, Seeley Drive 1-16(C)",104,"SWKE0201"
"SWKB0858","Hythe House, Swan Road 1-40(C)",225,"SWKE0327"
"SWKB0859","Ifield House, Madron Street 1-12(C)",86,"SWKE0198"
"SWKB0860","Ightham House, Beckway Street 1-30(C)",165,"SWKE0087"
"SWKB0861","Iliffe Street Gf/1A & 1F/1A, Lliffe Yard 1-12(C), 1A-12A(C) & 22B, Amelia Street 228-230(E); Iliffe Street 1-96(C); Pullens Buildings, Penton Place 25-56(C)",761,"SWKE0277"
"SWKB0862","Iliffe Yard 14-23(C), 14A-23A(C); Amelia Street 52-226(E) ; Crampton Street 186A",524,"SWKE0277"
"SWKB0863","Indus Court, Garnies Close 1-8(C)",56,"SWKE0254"
"SWKB0864","Innis House, East Street, 26A, 28A, 29A, 31A, 32A & 34A, 1-70(C)",449,"SWKE0011"
"SWKB0865","Inwood House, Pytchley Road 1-31(C)",208,"SWKE0120"
"SWKB0866","Irving House, Doddington Grove 264A & 272A, 220-276(C)",318,"SWKE0113"
"SWKB0867","Irwell Estate, Neptune Street 1-20(C)",112,"SWKE0190"
"SWKB0868","Irwell Estate, Neptune Street 21-44(C)",130,"SWKE0190"
"SWKB0869","Irwell Estate, Neptune Street 45-67(C); Neptune Street 82, 84",145,"SWKE0190"
"SWKB0870","Isel Way 2-6(E)",17,"SWKE0122"
"SWKB0871","Ivy Church Lane 1-17(C)",111,"SWKE0198"
"SWKB0872","Ivybridge House, Quorn Road 1-22(C)",147,"SWKE0120"
"SWKB0873","Jamaica Road 166-180(E), 166A-180A(E), 166B-180B(E), 180C & 180D",133,"SWKE0310"
"SWKB0874","James Stroud House, Walworth Place 1-24(C)",144,"SWKE0248"
"SWKB0875","Jarman House, Hawkstone Road 1-32(C)",227,"SWKE0177"
"SWKB0876","Jarvis House, Goldsmith Road 1-35(C)",232,"SWKE0259"
"SWKB0877","Jephson House, Doddington Grove 13-24(C)",78,"SWKE0113"
"SWKB0878","Jephson House, Doddington Grove 1A & 1-12(C)",84,"SWKE0113"
"SWKB0879","Jesson House, Orb Street 1-45(C)",274,"SWKE0290"
"SWKB0880","John Brent House, Bush Road 1-20(C)",120,"SWKE0166"
"SWKB0881","John Kennedy House, Rotherhithe Old Road 1-96(C)",546,"SWKE0177"
"SWKB0882","John Mckenna Walk 1-7(O); Tranton Road 14-20(E)",40,"SWKE0192"
"SWKB0883","John Ruskin Street 110-114(E); Andrews Walk 16-21(C)",57,"SWKE0041"
"SWKB0884","John Ruskin Street 116-124(E); Andrews Walk 22-31(C)",95,"SWKE0041"
"SWKB0885","Julian House, Lyall Avenue 1-40(C)",254,"SWKE0201"
"SWKB0886","Juniper House, Pomeroy Street 1-75(C)",468,"SWKE0191"
"SWKB0887","Jurston Court, Gerridge Street 1-35(C)",205,"SWKE0114"
"SWKB0888","Kean House, Doddington Grove 14-25(C)",78,"SWKE0113"
"SWKB0889","Kean House, Doddington Grove, 1-13(C)",85,"SWKE0113"
"SWKB0890","Keats House, Camberwell Road 1-32(C)",200,"SWKE0129"
"SWKB0891","Kellow House, Tennis Street 1-16(C)",80,"SWKE0193"
"SWKB0892","Kelly Avenue 13 / Flats 1-6(C)",31,"SWKE0347"
"SWKB0893","Kelly Avenue 15 / Flats 1-6(C)",31,"SWKE0347"
"SWKB0894","Kempis Way 1-11(O)",36,"SWKE0122"
"SWKB0895","Kempis Way 6-8(E)",10,"SWKE0122"
"SWKB0896","Kemsing House, Weston Street 1-15(C)",90,"SWKE0329"
"SWKB0897","Kennedy Walk 5-8(C)",20,"SWKE0194"
"SWKB0898","Kennington Park House, Kennington Park Place, 1-40(C); Clubroom",250,"SWKE0195"
"SWKB0899","Kennington Park Road 67A-67B(C), 69A-69D(C), 71, 73A-73D(C)",63,"SWKE0196"
"SWKB0900","Kennoldes, Croxted Road 12-13(C)",14,"SWKE0105"
"SWKB0901","Kennoldes, Croxted Road 1-3(C)",21,"SWKE0105"
"SWKB0902","Kennoldes, Croxted Road 14-16(C)",20,"SWKE0105"
"SWKB0903","Kennoldes, Croxted Road 17-19(C)",21,"SWKE0105"
"SWKB0904","Kennoldes, Croxted Road 20-23(C)",28,"SWKE0105"
"SWKB0905","Kennoldes, Croxted Road 28-32(C)",35,"SWKE0105"
"SWKB0906","Kennoldes, Croxted Road 33-35(C)",21,"SWKE0105"
"SWKB0907","Kennoldes, Croxted Road 36-38(C)",21,"SWKE0105"
"SWKB0908","Kennoldes, Croxted Road 39-41(C)",21,"SWKE0105"
"SWKB0909","Kennoldes, Croxted Road 42-44(C)",21,"SWKE0105"
"SWKB0910","Kennoldes, Croxted Road 4-6(C)",21,"SWKE0105"
"SWKB0911","Kennoldes, Croxted Road 46-48(C)",21,"SWKE0105"
"SWKB0912","Kennoldes, Croxted Road 49-53(C)",35,"SWKE0105"
"SWKB0913","Kennoldes, Croxted Road 54-55(C)",10,"SWKE0105"
"SWKB0914","Kennoldes, Croxted Road 7-11(C), 24-27(C)",45,"SWKE0105"
"SWKB0915","Kentmere House, Manor Grove 1-38(C)",178,"SWKE0340"
"SWKB0916","Kenyon House, New Church Road 1-12(C)",84,"SWKE0197"
"SWKB0917","Keston House, Kinglake Street 1-10(C)",62,"SWKE0198"
"SWKB0918","Keston House, Kinglake Street 11-20(C)",62,"SWKE0198"
"SWKB0919","Keston House, Kinglake Street 21-30(C)",62,"SWKE0198"
"SWKB0920","Keston House, Kinglake Street 31-40(C)",62,"SWKE0198"
"SWKB0921","Keston House, Kinglake Street 41-50(C)",61,"SWKE0198"
"SWKB0922","Keswick House, Crawford Road 1-36(C)",215,"SWKE0100"
"SWKB0923","Kevan House, Wyndham Road 1-82(C)",477,"SWKE0084"
"SWKB0924","Kimpton Court, Kimpton Road 1-6(C)",35,"SWKE0111"
"SWKB0925","Kimpton Road 1-35(O)",102,"SWKE0111"
"SWKB0926","King Arthur Close 12-17(C)",30,"SWKE0274"
"SWKB0927","King Arthur Close 18-23(C)",30,"SWKE0274"
"SWKB0928","King Arthur Close 24-29(C)",30,"SWKE0274"
"SWKB0929","King Arthur Close 30-35(C)",30,"SWKE0274"
"SWKB0930","King Arthur Close 36-41(C)",30,"SWKE0274"
"SWKB0931","King Arthur Close 6(C)",7,"SWKE0274"
"SWKB0932","Kingfisher House, Grummant Road 1-18(C)",108,"SWKE0268"
"SWKB0933","Kinglake Street 1-31(O)",80,"SWKE0198"
"SWKB0934","Kinglake Street 33-43(O)",42,"SWKE0198"
"SWKB0935","Kings Grove 56-60(E) & 60A",22,"SWKE0199"
"SWKB0936","Kingsdown Close 1-17(C)",97,"SWKE0033"
"SWKB0937","Kinsey House, Bowen Drive, 1-28(C) & Kingswood Sub Office",199,"SWKE0201"
"SWKB0938","Kipling House, Camberwell Road 1-21(C); Camberwell Road 201-227(O)",203,"SWKE0129"
"SWKB0939","Kirby Estate, Southwark Park Road 71-119(C)",288,"SWKE0202"
"SWKB0940","Kirby Estate,Southwark Park Road 1-70(C); Jamaica Road 212-224(E)",460,"SWKE0202"
"SWKB0941","Kirkwood Road 116A-116D(C)",21,"SWKE0203"
"SWKB0942","Kirwyn Way 9-38(C)",196,"SWKE0041"
"SWKB0943","Knight House, Huntsman Street 1-25(C)",159,"SWKE0011"
"SWKB0944","Laburnum Close 1-24(C)",120,"SWKE0045"
"SWKB0945","Laburnum Close 25-51(C)",149,"SWKE0045"
"SWKB0946","Lackland House, Rowcross Street 1-14(C)",84,"SWKE0017"
"SWKB0947","Lady Margaret House, Queens Row 1-9(C)",36,"SWKE0128"
"SWKB0948","Laing House, Comber Grove 1-35(C)",210,"SWKE0084"
"SWKB0949","Laird House, Redcar Street 1-82(C)",477,"SWKE0084"
"SWKB0950","Lake House, Scovell Road 1-20(C)",120,"SWKE0204"
"SWKB0951","Lamb House, Camberwell Road 1-40(C)",249,"SWKE0129"
"SWKB0952","Lambrook House, Consort Road 1-39(C); Peckham High Street 176-192(E)",277,"SWKE0082"
"SWKB0953","Lanark House, Old Kent Road 8A & 19A 1-28(C)",185,"SWKE0232"
"SWKB0954","Lancefield House, Nunhead Lane 1-25(C)",157,"SWKE0255"
"SWKB0955","Landmann House, Galleywall Road 1-52(C)",299,"SWKE0286"
"SWKB0956","Landor House, Camberwell Road, 1-43(C); Landor House Tra",276,"SWKE0129"
"SWKB0957","Langdale Close 20-28(C)",45,"SWKE0269"
"SWKB0958","Langdale Close 29-34(C)",36,"SWKE0269"
"SWKB0959","Langdale Close 47-70(C)",120,"SWKE0269"
"SWKB0960","Langland House, Edmund Street 1-14(C)",98,"SWKE0129"
"SWKB0961","Lansdown House, Denmark Road 1-32(C)",176,"SWKE0100"
"SWKB0962","Lant House, Lant Street 1-49(C) & 39A",318,"SWKE0206"
"SWKB0963","Larch House, Swan Road 1-45(C)",255,"SWKE0006"
"SWKB0964","Latimer, Beaconsfield Road 114-141(C)",240,"SWKE0021"
"SWKB0965","Latimer, Beaconsfield Road 62-85(C)",205,"SWKE0021"
"SWKB0966","Latimer, Beaconsfield Road 86-113(C)",196,"SWKE0021"
"SWKB0967","Latimer, Beaconsfield Road, 1-61(C) ; Tenants Hall",439,"SWKE0021"
"SWKB0968","Latona Road 18A & 2-18(E)",75,"SWKE0343"
"SWKB0969","Latona Road 22-92(E)",246,"SWKE0343"
"SWKB0970","Laurie House, Gaywood Street 1-17(C)",98,"SWKE0207"
"SWKB0971","Laxley Close 9-50(C)",269,"SWKE0041"
"SWKB0972","Laxley Close, 51-56(C) ;John Ruskin School Brandon Nursery",28,"SWKE0041"
"SWKB0973","Layard Square 1-156(C); Drummond Road 151(C)",944,"SWKE0252"
"SWKB0974","Leconfield House, Champion Hill 1-34(C)",235,"SWKE0063"
"SWKB0975","Ledbury House, Pytchley Road 1-55(C)",295,"SWKE0120"
"SWKB0976","Lefroy House, Collinson Street 1-11(C), 12, 13-20(C)",120,"SWKE0209"
"SWKB0977","Lenham House, Staple Street 1-20(C)",114,"SWKE0329"
"SWKB0978","Leontine Close 1-99(C)",610,"SWKE0030"
"SWKB0979","Lewes House, Druid Street 1-32(C)",200,"SWKE0211"
"SWKB0980","Lewes House, Green Hundred Road 1-40(C)",239,"SWKE0145"
"SWKB0981","Ley House, Scovell Road 1-10(C)",60,"SWKE0204"
"SWKB0982","Leysdown House, Madron Street 1-49(C)",329,"SWKE0198"
"SWKB0983","Lichfield House, Denmark Road 1-12(C)",78,"SWKE0100"
"SWKB0984","Lidgate Road 1/ Flats 1-8(C)",42,"SWKE0212"
"SWKB0985","Limes Walk 12-42(C)",198,"SWKE0213"
"SWKB0986","Linden Grove 40A-40F(C)",36,"SWKE0214"
"SWKB0987","Lindley House, Peckham Park Road 17-24(C)",51,"SWKE0217"
"SWKB0988","Lindley House, Peckham Park Road 1-8(C)",52,"SWKE0217"
"SWKB0989","Lindley House, Peckham Park Road 25-32(C)",49,"SWKE0217"
"SWKB0990","Lindley House, Peckham Park Road 9-16(C)",51,"SWKE0217"
"SWKB0991","Lingfield House, Lancaster Street 1-33(C)",213,"SWKE0205"
"SWKB0992","Littlebourne House, Upnor Way 1-9(C)",45,"SWKE0198"
"SWKB0993","Livingstone House, Wyndham Road 1-45(C); Wyndham Road 32-40(E)",261,"SWKE0084"
"SWKB0994","Lockwood Square 1-188(C)",1079,"SWKE0252"
"SWKB0995","Long Lane 100 / Flats 1-10(C)",60,"SWKE0329"
"SWKB0996","Long Lane 102 / Flats 1-10(C)",60,"SWKE0329"
"SWKB0997","Longleigh House, Peckham Road 1-55(C)",357,"SWKE0156"
"SWKB0998","Longridge House, Falmouth Road 1-35(C)",226,"SWKE0288"
"SWKB0999","Longridge House, Falmouth Road 36-86(C)",329,"SWKE0288"
"SWKB1000","Lordship Lane 524 / Flats 1-16(C)",78,"SWKE0219"
"SWKB1001","Lorrimore Road 123-181(O)",216,"SWKE0041"
"SWKB1002","Lorrimore Square 1-18(C), 3A-3D(C), 7A-7D(C), 9A-9B(C), 12A-12D(C), 16A-16D(C)",234,"SWKE0041"
"SWKB1003","Lorrimore Square 19-64(C)",330,"SWKE0041"
"SWKB1004","Lowell House, Bethwin Road 1-20(C)",140,"SWKE0352"
"SWKB1005","Lowth Road 2-24(E)",78,"SWKE0100"
"SWKB1006","Lowth Road 26-48(E)",84,"SWKE0100"
"SWKB1007","Lowth Road 50-72(E)",83,"SWKE0100"
"SWKB1008","Lowth Road 74-96(E)",77,"SWKE0100"
"SWKB1009","Lucey Way 101, 103, 117 & 119",24,"SWKE0291"
"SWKB1010","Lucey Way 113, 115, 125 & 127",24,"SWKE0291"
"SWKB1011","Lucey Way 133, 135, 147 & 149",24,"SWKE0291"
"SWKB1012","Lucey Way 1-35(O)",88,"SWKE0291"
"SWKB1013","Lucey Way 137, 139, 153 & 155",24,"SWKE0291"
"SWKB1014","Lucey Way 157, 159, 173 & 175",24,"SWKE0291"
"SWKB1015","Lucey Way 163, 165, 177 & 179",24,"SWKE0291"
"SWKB1016","Lucey Way 169, 171, 181 & 183",24,"SWKE0291"
"SWKB1017","Lucey Way 185-215(O)",96,"SWKE0291"
"SWKB1018","Lucey Way 2-252(E)",898,"SWKE0291"
"SWKB1019","Lucey Way 37-71(O)",85,"SWKE0291"
"SWKB1020","Lucey Way 73, 75, 85 & 87",24,"SWKE0291"
"SWKB1021","Lucey Way 77, 79, 91 & 93",24,"SWKE0291"
"SWKB1022","Lucey Way 81, 83, 97 & 99",24,"SWKE0291"
"SWKB1023","Lucy Ashe House, Winchester Close 1-20(C)",100,"SWKE0253"
"SWKB1024","Lugard Road 30-52(E)",76,"SWKE0221"
"SWKB1025","Lugard Road 45-55(O)",36,"SWKE0222"
"SWKB1026","Lulworth, Portland Street 1-54(C)",298,"SWKE0275"
"SWKB1027","Lupin Point, Abbey Street 1-83(C)",473,"SWKE0342"
"SWKB1028","Lyall Avenue 1-15(O)",40,"SWKE0201"
"SWKB1029","Lympstone Gardens 13-32(C)",123,"SWKE0217"
"SWKB1030","Lympstone Gardens 33-48(C)",115,"SWKE0217"
"SWKB1031","Lympstone Gardens 49-84(C)",260,"SWKE0217"
"SWKB1032","Lynn House, Green Hundred Road 1-30(C)",195,"SWKE0145"
"SWKB1033","Lynton Estate, Lynton Road 1-21(C)",126,"SWKE0223"
"SWKB1034","Lynton Estate, Lynton Road 30-37(C)",54,"SWKE0223"
"SWKB1035","Lytcott Grove 1-15(O)",52,"SWKE0224"
"SWKB1036","Lytcott Grove 14-24(E)",38,"SWKE0224"
"SWKB1037","Lytcott Grove 17-31(O)",52,"SWKE0224"
"SWKB1038","Lytcott Grove 2-12(E)",39,"SWKE0224"
"SWKB1039","Maddock Way 1-15(O)",40,"SWKE0041"
"SWKB1040","Maddock Way 2-34(E)",96,"SWKE0041"
"SWKB1041","Magdalene Close 1-12(C)",72,"SWKE0225"
"SWKB1042","Magdalene Close 13-30(C)",108,"SWKE0225"
"SWKB1043","Magdalene Close 31-36(C)",36,"SWKE0225"
"SWKB1044","Magdalene Close 37-48(C)",72,"SWKE0225"
"SWKB1045","Mahogany Close 7-16(C)",50,"SWKE0116"
"SWKB1046","Mallard House, Grummant Road 1-16(C)",112,"SWKE0268"
"SWKB1047","Manaton Close 17-51(O)",90,"SWKE0088"
"SWKB1048","Manaton Close 2-116(E)",311,"SWKE0088"
"SWKB1049","Manaton Close 67-89(O)",72,"SWKE0088"
"SWKB1050","Manchester House, East Street 1-25(C)",154,"SWKE0226"
"SWKB1051","Mandeville House, Rolls Road 1-40(C)",266,"SWKE0017"
"SWKB1052","Manitoba Court, Renforth Street 1-18(C)",129,"SWKE0056"
"SWKB1053","Manor Place 145-159(O)",47,"SWKE0263"
"SWKB1054","Marchwood Close 1-62(C)",374,"SWKE0307"
