ID,Block_Name,Block_RV,Estate_ID
"SWKB0344","Clandon Buildings, Boyfield St 1-12(C)",84,"SWKE0205"
"SWKB0345","Clare House, Coopers Road 1-12(C)",50,"SWKE0017"
"SWKB0346","Clifton Crescent 20-27(C)",48,"SWKE0080"
"SWKB0347","Clifton Crescent 28-34(C)",42,"SWKE0080"
"SWKB0348","Clifton Crescent 43-50(C)",46,"SWKE0081"
"SWKB0349","Clifton Way 113",7,"SWKE0274"
"SWKB0350","Clifton Way 115-125(O)",36,"SWKE0274"
"SWKB0351","Clifton Way 22-32(E)",36,"SWKE0045"
"SWKB0352","Clifton Way 34-44(E)",30,"SWKE0274"
"SWKB0353","Clifton Way 46-56(E)",30,"SWKE0274"
"SWKB0354","Clifton Way 58-74(E)",51,"SWKE0274"
"SWKB0355","Clifton Way 61-71(O)",30,"SWKE0274"
"SWKB0356","Clifton Way 73-83(O)",30,"SWKE0274"
"SWKB0357","Clifton Way 85-101(O)",51,"SWKE0274"
"SWKB0358","Colbert, Sceaux Gardens 1-30(C)",210,"SWKE0297"
"SWKB0359","Coleby Path 1-12(C), 17-28(C)",169,"SWKE0129"
"SWKB0360","Coleby Path 13-16(C), 29-32(C)",57,"SWKE0129"
"SWKB0361","Coleridge House,Browning Street 11A & 1-24(C)",144,"SWKE0048"
"SWKB0362","Colet House, Doddington Grove, 95A & 66-95(C)",186,"SWKE0113"
"SWKB0363","Collinson House, Peckham Park Road 10-27(C)",114,"SWKE0217"
"SWKB0364","Collinson House, Peckham Park Road 1-9(C)",57,"SWKE0217"
"SWKB0365","Collinson Walk 1-15(O) ; Scovell Crescent 27-31(O)",55,"SWKE0298"
"SWKB0366","Collinson Walk 14-28(E)",40,"SWKE0298"
"SWKB0367","Collinson Walk 30-40(E)",30,"SWKE0298"
"SWKB0368","Columbia Point, Moodkee Street 1-80(C)",470,"SWKE0056"
"SWKB0369","Comber House, Comber Grove 1-96(C)",578,"SWKE0084"
"SWKB0370","Commercial Way 256-276(E)",133,"SWKE0208"
"SWKB0371","Commercial Way 60A; Kelly Avenue 1 / Flats 1-9(C); Kelly Avenue 3",57,"SWKE0085"
"SWKB0372","Comus House, Congreve Street 1-32(C)",182,"SWKE0086"
"SWKB0373","Comus House, Congreve Street 33-50(C)",148,"SWKE0086"
"SWKB0374","Comus House, Congreve Street 51-70(C)",130,"SWKE0086"
"SWKB0375","Conant House, St Agnes Place 1-56(C)",358,"SWKE0041"
"SWKB0376","Conant House, St Agnes Place, 57-60(C), 63-66(C), 69-72(C), 75-78(C), 81-84(C), Tra Hall",128,"SWKE0041"
"SWKB0377","Coniston House, Wyndham Road 1-82(C)",477,"SWKE0352"
"SWKB0378","Consort Road 199-213(O)",40,"SWKE0239"
"SWKB0379","Consort Road 4-64(E)",142,"SWKE0082"
"SWKB0380","Consort Road 98-102(E), 98A-102A(E)",36,"SWKE0089"
"SWKB0381","Cooks Road 1-29(O)",105,"SWKE0041"
"SWKB0382","Cooks Road 141A-141F(C)",36,"SWKE0090"
"SWKB0383","Cooks Road 143A-143F(C)",36,"SWKE0090"
"SWKB0384","Cooks Road 2-32(E)",109,"SWKE0041"
"SWKB0385","Cooks Road 31-101(O)",258,"SWKE0041"
"SWKB0386","Cooks Road 34-50(E)",44,"SWKE0041"
"SWKB0387","Coppedhall, Croxted Road 10-12(C)",28,"SWKE0105"
"SWKB0388","Copperfield House, Wolseley St 1-35(C)",210,"SWKE0112"
"SWKB0389","Cornick House, Slippers Place 1-14(C)",98,"SWKE0303"
"SWKB0390","Cornish House, Otto Street 1-68(C)",400,"SWKE0041"
"SWKB0391","Cossall Walk 1-108(C); Flats 1-32(C), Cossall Walk 109; Queens Road 90 / Flats 1-24(C); Tra",825,"SWKE0092"
"SWKB0392","Cotham Street Flats A-C(C) / 3-5(O)",18,"SWKE0093"
"SWKB0393","Countisbury House, Crescent Wood Road, 1-42(C) & Countisbury House Tra Hall",256,"SWKE0094"
"SWKB0394","Courthope House, Lower Road 1-24(C)",144,"SWKE0095"
"SWKB0395","Cowdray House, Quorn Road 1-16(C)",96,"SWKE0120"
"SWKB0396","Cowper House, Browning Street 13A & 1-24(C)",144,"SWKE0048"
"SWKB0397","Coxson Way 1-23(C)",160,"SWKE0096"
"SWKB0398","Cragie House, Balaclava Road 1-24(C)",148,"SWKE0097"
"SWKB0399","Cranbourne House,Marigold Street 1-26(C)",137,"SWKE0098"
"SWKB0400","Crane House, Grummant Road 1-70(C)",420,"SWKE0268"
"SWKB0401","Crane Street 15 / Flats 1-8(C)",42,"SWKE0099"
"SWKB0402","Craston House, Lettsom Street 1-8(C)",40,"SWKE0210"
"SWKB0403","Crawford Road 25-55(O)",96,"SWKE0101"
"SWKB0404","Crawthew Grove 45-55(O)",35,"SWKE0102"
"SWKB0405","Crayford House, Staple Street 1-35(C)",206,"SWKE0329"
"SWKB0406","Creasy Estate, Aberdour Street 1-7(C)",41,"SWKE0103"
"SWKB0407","Creasy Estate, Aberdour Street 22-28(C)",41,"SWKE0103"
"SWKB0408","Creasy Estate, Aberdour Street 29-42(C)",79,"SWKE0103"
"SWKB0409","Creasy Estate, Aberdour Street 8-21(C)",79,"SWKE0103"
"SWKB0410","Credenhill House, Ledbury Street 1-20(C)",141,"SWKE0208"
"SWKB0411","Creed House, Nunhead Crescent 1-27(C)",171,"SWKE0255"
"SWKB0412","Crofton Road 59-75(O)",62,"SWKE0104"
"SWKB0413","Crompton House, County Street 1-21(C); Harper Road 100-102(E)",130,"SWKE0288"
"SWKB0414","Cronin Street 1-38(C)",226,"SWKE0254"
"SWKB0415","Cronin Street 39-62(C)",188,"SWKE0254"
"SWKB0416","Cronin Street 63-88(C)",208,"SWKE0254"
"SWKB0417","Cronin Street 89-126(C)",219,"SWKE0254"
"SWKB0418","Cross Court, Denmark Hill 1-12(C)",69,"SWKE0109"
"SWKB0419","Cross Court, Denmark Hill 13-24(C)",86,"SWKE0109"
"SWKB0420","Cross Court, Denmark Hill 25-36(C)",68,"SWKE0109"
"SWKB0421","Crossmount House, Bowyer Street 1-82(C)",477,"SWKE0352"
"SWKB0422","Crossthwaite Avenue 6-44(E)",100,"SWKE0109"
"SWKB0423","Cruden House, Hillingdon Street 1-68(C)",400,"SWKE0041"
"SWKB0424","Crystal Court, College Road 1-34(C)",206,"SWKE0083"
"SWKB0425","Crystal Palace Road 146-156(E), 146A-150A(E)",57,"SWKE0106"
"SWKB0426","Crystal Palace Road 158-172(E) & 158A",57,"SWKE0106"
"SWKB0427","Culand House, Congreve Street 1-12(C)",78,"SWKE0087"
"SWKB0428","Culmore Road 47A-47F(C)",32,"SWKE0045"
"SWKB0429","Cunningham House, Hopewell Street 1-20(C)",125,"SWKE0129"
"SWKB0430","Curlew House, Talfourd Road 1-16(C)",112,"SWKE0268"
"SWKB0431","Curtis House, Morecambe Street 1-26(C)",142,"SWKE0048"
"SWKB0432","Curtis Way 38 ;Setchell Way 45-57(O)",55,"SWKE0299"
"SWKB0433","Curtis Way 45-53(O)",34,"SWKE0299"
"SWKB0434","Cuxton House 1-10(C)",66,"SWKE0198"
"SWKB0435","Dalwood Street 9-19(O)",36,"SWKE0174"
"SWKB0436","Damory House, Abbeyfield Road 1-35(C)",180,"SWKE0001"
"SWKB0437","Danesfield, Albany Road 1-31(C)",208,"SWKE0021"
"SWKB0438","Daniels Road 114-120(E)",20,"SWKE0027"
"SWKB0439","Daniels Road 122-144(E)",60,"SWKE0027"
"SWKB0440","Daniels Road 74-80(E)",20,"SWKE0027"
"SWKB0441","Daniels Road 82-112(E) & Linden Grove 105-119(O)",151,"SWKE0027"
"SWKB0442","Danube Court, Daniel Gardens 1-18(C)",90,"SWKE0254"
"SWKB0443","Danube Court, Daniel Gardens 19-30(C)",102,"SWKE0254"
"SWKB0444","Dartford House, Fort Road 1-41(C)",235,"SWKE0218"
"SWKB0445","Dartford Street 32-108(E)",234,"SWKE0148"
"SWKB0446","Dartford Street 4-30(E), 2(E)",76,"SWKE0148"
"SWKB0447","Dartle Court 9-12(C)",20,"SWKE0112"
"SWKB0448","Darvell House, Inville Road 1-8(C)",52,"SWKE0189"
"SWKB0449","Darwin Street 11A; Mason Street 11B",11,"SWKE0107"
"SWKB0450","Darwin Street 13A; Mason Street 13B",11,"SWKE0107"
"SWKB0451","Darwin Street 17A; Mason Street 17B",11,"SWKE0107"
"SWKB0452","Darwin Street 19A; Mason Street 19B",11,"SWKE0107"
"SWKB0453","Darwin Street 23A; Mason Street 23B",11,"SWKE0107"
"SWKB0454","Darwin Street 25A; Mason Street 25B",11,"SWKE0107"
"SWKB0455","Darwin Street 29A; Mason Street 29B",11,"SWKE0107"
"SWKB0456","Darwin Street 31A; Mason Street 31B",11,"SWKE0107"
"SWKB0457","Darwin Street 33A; Mason Street 33B",11,"SWKE0107"
"SWKB0458","Darwin Street 35A; Mason Street 35B",11,"SWKE0107"
"SWKB0459","Darwin Street 37A; Mason Street 37B",11,"SWKE0107"
"SWKB0460","Darwin Street 3A; Mason Street 3B",11,"SWKE0107"
"SWKB0461","Darwin Street 41A; Mason Street 41B",11,"SWKE0107"
"SWKB0462","Darwin Street 45A; Mason Street 45B",11,"SWKE0107"
"SWKB0463","Darwin Street 51A; Mason Street 51B",11,"SWKE0107"
"SWKB0464","Darwin Street 57-69(O), 57A-69A(O)",98,"SWKE0228"
"SWKB0465","Darwin Street 5A; Mason Street 5B",11,"SWKE0107"
"SWKB0466","Darwin Street 7A; Mason Street 7B",11,"SWKE0107"
"SWKB0467","Darwin Street 9A; Mason Street 9B",11,"SWKE0107"
"SWKB0468","Dashwood House, Lyall Avenue 1-16(C)",112,"SWKE0201"
"SWKB0469","Dauncey House, Webber Row 1-10(C)",65,"SWKE0345"
"SWKB0470","Dauncey House, Webber Row 11-20(C)",75,"SWKE0345"
"SWKB0471","Davey Street 1-35(O)",108,"SWKE0010"
"SWKB0472","Dawes House, Orb Street 1-96(C)",633,"SWKE0290"
"SWKB0473","Dawes House, Orb Street 97-120(C)",157,"SWKE0290"
"SWKB0474","Dawson House, Peckham Road 1-12(C)",80,"SWKE0156"
"SWKB0475","Day House, Bethwin Road 85-108(C)",120,"SWKE0159"
"SWKB0476","Deal House, Mina Road 1-10(C)",65,"SWKE0198"
"SWKB0477","Deerhurst House, Haymerle Road 1-30(C)",209,"SWKE0145"
"SWKB0478","Dekker House, Hopewell Street 1-30(C)",210,"SWKE0129"
"SWKB0479","Delaford Road 21-43(O)",62,"SWKE0108"
"SWKB0480","Delarch House, Webber Row 1-10(C)",65,"SWKE0345"
"SWKB0481","Delarch House, Webber Row 11-20(C)",73,"SWKE0345"
"SWKB0482","Delft Way 1-9(O)",31,"SWKE0122"
"SWKB0483","Delverton House, Delverton Road 30-44(C)",90,"SWKE0008"
"SWKB0484","Delverton House, Delverton Road 45-59(C)",90,"SWKE0008"
"SWKB0485","Denesmead, Herne Hill 1-24(C)",152,"SWKE0182"
"SWKB0486","Denstone House, Haymerle Road 1-24(C)",135,"SWKE0145"
"SWKB0487","Dent House, Tatum Street 1-20(C)",120,"SWKE0011"
"SWKB0488","Detling House, Congreve Street 1-16(C)",104,"SWKE0087"
"SWKB0489","Deventer Crescent 10-12(E)",14,"SWKE0122"
"SWKB0490","Deventer Crescent 1-15(O)",49,"SWKE0122"
"SWKB0491","Deventer Crescent 14-18(E)",15,"SWKE0122"
"SWKB0492","Deventer Crescent 17-23(O)",20,"SWKE0122"
"SWKB0493","Deventer Crescent 20-40(E)",68,"SWKE0122"
"SWKB0494","Deventer Crescent 2-8(E)",26,"SWKE0122"
"SWKB0495","Devon Mansions, Jamaica Road 455-475(C)",112,"SWKE0110"
"SWKB0496","Devon Mansions, Jamaica Road 476-489(C)",74,"SWKE0110"
"SWKB0497","Devon Mansions, Tooley Street 109-120(C)",66,"SWKE0110"
"SWKB0498","Devon Mansions, Tooley Street 1-14(C)",73,"SWKE0110"
"SWKB0499","Devon Mansions, Tooley Street 121-132(C)",71,"SWKE0110"
"SWKB0500","Devon Mansions, Tooley Street 133-144(C)",70,"SWKE0110"
"SWKB0501","Devon Mansions, Tooley Street 145-156(C)",71,"SWKE0110"
"SWKB0502","Devon Mansions, Tooley Street 15-28(C)",73,"SWKE0110"
"SWKB0503","Devon Mansions, Tooley Street 157-168(C)",68,"SWKE0110"
"SWKB0504","Devon Mansions, Tooley Street 169-180(C)",70,"SWKE0110"
"SWKB0505","Devon Mansions, Tooley Street 29-42(C)",81,"SWKE0110"
"SWKB0506","Devon Mansions, Tooley Street 331-351(C)",119,"SWKE0110"
"SWKB0507","Devon Mansions, Tooley Street 352-372(C)",105,"SWKE0110"
"SWKB0508","Devon Mansions, Tooley Street 373-386(C)",81,"SWKE0110"
"SWKB0509","Devon Mansions, Tooley Street 387-405(C)",104,"SWKE0110"
"SWKB0510","Devon Mansions, Tooley Street 406-433(C)",150,"SWKE0110"
"SWKB0511","Devon Mansions, Tooley Street 434-454(C)",101,"SWKE0110"
"SWKB0512","Devon Mansions, Tooley Street 43-54(C)",72,"SWKE0110"
"SWKB0513","Devon Mansions, Tooley Street 55-75(C)",104,"SWKE0110"
"SWKB0514","Devon Mansions, Tooley Street 76-96(C)",104,"SWKE0110"
"SWKB0515","Devon Mansions, Tooley Street 97-108(C)",72,"SWKE0110"
"SWKB0516","Dhonau House, Setchell Road 1-28(C)",164,"SWKE0218"
"SWKB0517","Dhonau House, Setchell Road 29-56(C)",164,"SWKE0218"
"SWKB0518","Dibden, Southampton Way 1-15(C)",108,"SWKE0307"
"SWKB0519","Dickens House, Doddington Grove 117A & 96-127(C); Edmund House, Doddington Grove 131A & 128-158(C)",395,"SWKE0113"
"SWKB0520","Dighton Court, John Ruskin Street 1-16(C)",96,"SWKE0041"
"SWKB0521","Dighton Court, John Ruskin Street 17-38(C)",154,"SWKE0041"
"SWKB0522","Dighton Court, John Ruskin Street 39-54(C)",96,"SWKE0041"
"SWKB0523","Dodd House, Galleywall Road 1-32(C)",192,"SWKE0286"
"SWKB0524","Dodson Street 1-48(C)",300,"SWKE0114"
"SWKB0525","Dodson Street 49-56(C)",32,"SWKE0114"
"SWKB0526","Dombey House 1-31(C)",169,"SWKE0112"
"SWKB0527","Domett Close 1-12(C)",72,"SWKE0079"
"SWKB0528","Domett Close 13-24(C)",72,"SWKE0079"
"SWKB0529","Domett Close 25-28(C)",18,"SWKE0079"
"SWKB0530","Domett Close 29-32(C)",18,"SWKE0079"
"SWKB0531","Don Phelan Close 1-25(C)",144,"SWKE0111"
"SWKB0532","Don Phelan Close 128-164(C)",222,"SWKE0111"
"SWKB0533","Don Phelan Close 26-49(C)",164,"SWKE0111"
"SWKB0534","Don Phelan Close 50-127(C)",387,"SWKE0111"
"SWKB0535","Donkin House, Galleywall Road 1-33(C)",192,"SWKE0286"
"SWKB0536","Dorking House, Pardoner Street 1-22(C)",134,"SWKE0329"
"SWKB0537","Dormstone House, Congreve Street 1-16(C)",104,"SWKE0087"
"SWKB0538","Dowell House, Lyall Avenue 1-20(C)",131,"SWKE0201"
"SWKB0539","Downend Court 1-18(C)",128,"SWKE0157"
"SWKB0540","Dowson Close 1-12(C)",72,"SWKE0079"
"SWKB0541","Dowson Close 13-24(C)",72,"SWKE0079"
"SWKB0542","Dowson Close 25-28(C)",19,"SWKE0079"
"SWKB0543","Dragon Road 14-16(E); St Georges Way 86; St Georges Way 88 / Flats 1-12(C) ;St Georges Way 90",84,"SWKE0117"
"SWKB0544","Dragon Road 18-20(E); St Georges Way 92; St Georges Way 94 / Flats 1-12(C) ; St Georges Way 96",84,"SWKE0117"
"SWKB0545","Dragon Road 2-4(E); St Georges Way 68; St Georges Way 70 / Flats 1-12(C); St Georges Way 72",84,"SWKE0118"
"SWKB0546","Dragon Road 6-8(E); St Georges Way 74; St Georges Way 76 / Flats 1-12(C) ;St Georges Way 78",84,"SWKE0118"
"SWKB0547","Draper House, Elephant & Castle 1-141(C); Elephant & Castle 16-19(C)",811,"SWKE0119"
"SWKB0548","Drappers Way 1-35(C)",200,"SWKE0291"
"SWKB0549","Drayton House, Elmington Road 1-24(C)",172,"SWKE0129"
"SWKB0550","Drinkwater House, Picton Street 1-26(C)",182,"SWKE0129"
"SWKB0551","Dryden House, Peckham Road 1-13(C)",80,"SWKE0156"
"SWKB0552","Dunkirk House, Long Lane 1-15(C)",93,"SWKE0329"
"SWKB0553","Dunlin House, Tawny Way 1-17(C)",115,"SWKE0261"
"SWKB0554","Dunnico House, East Street 1-24(C)",132,"SWKE0011"
"SWKB0555","Dunstall House, Peckham High Street 1-24(C) ; Peckham High Street 127-149(O)",210,"SWKE0259"
"SWKB0556","Dunton Court, Sydenham Hill 1-20(C)",150,"SWKE0328"
"SWKB0557","Dunton Road 2-12(E), 2A-12A(E)",65,"SWKE0299"
"SWKB0558","Dylways 117-127(O)",30,"SWKE0109"
"SWKB0559","Dylways 18-24(E)",24,"SWKE0109"
"SWKB0560","Dylways 26-32(E)",24,"SWKE0109"
"SWKB0561","Dylways 41-47(O)",24,"SWKE0109"
"SWKB0562","Dylways 49-55(O)",24,"SWKE0109"
"SWKB0563","Dylways 57-63(O)",24,"SWKE0109"
"SWKB0564","Dylways 65-71(O)",24,"SWKE0109"
"SWKB0565","Dylways 81-87(O)",24,"SWKE0109"
"SWKB0566","East Dulwich Grove 47-57(O), 47A-57A(O)",76,"SWKE0121"
"SWKB0567","East Dulwich Road 5A, 9A-9F(C)",40,"SWKE0124"
"SWKB0568","East Street 218A-218F(C)",36,"SWKE0125"
"SWKB0569","East Surrey Grove 18-38(C)",174,"SWKE0254"
"SWKB0570","East Surrey Grove 39-68(C)",165,"SWKE0254"
"SWKB0571","Eastwell House, Weston Street 1-73(C),42A & 56A",471,"SWKE0329"
"SWKB0572","Edenbridge Close 1-17(C)",97,"SWKE0033"
"SWKB0573","Edgecombe House, Lettsom Street 1-28(C)",210,"SWKE0210"
"SWKB0574","Edison House, New Kent Road 1-20(C)",140,"SWKE0126"
"SWKB0575","Edmonton Court, Renforth Street 1-21(C)",96,"SWKE0056"
"SWKB0576","Ednam House, Latona Road 1-72(C)",421,"SWKE0145"
"SWKB0577","Edwin House, Wentworth Crescent 1-66(C)",400,"SWKE0259"
"SWKB0578","Eglington Court, East Dulwich Road 1-6(C)",42,"SWKE0123"
"SWKB0579","Eglington Court, Lorrimore Road 1-3(C)",12,"SWKE0041"
"SWKB0580","Eglington Court, Lorrimore Road 27-44(C)",108,"SWKE0041"
"SWKB0581","Eglington Court, Lorrimore Road 4-23(C)",115,"SWKE0041"
"SWKB0582","Egret House, Tawny Way 1-18(C)",111,"SWKE0261"
"SWKB0583","Eldridge Court, Rouel Road 1-16(C)",118,"SWKE0127"
"SWKB0584","Eldridge Court, Rouel Road 17-32(C)",105,"SWKE0127"
"SWKB0585","Eldridge Court, Rouel Road 33-38(C)",42,"SWKE0127"
"SWKB0586","Ellery House, Beckway Street 1-24(C)",119,"SWKE0026"
"SWKB0587","Ellington House, Harper Road 1-37(C); Harper Road 18-40(E)",294,"SWKE0288"
"SWKB0588","Ellis House, Brandon Street 1-26(C)",141,"SWKE0048"
"SWKB0589","Elmington Road 110A-110C(C), 112A-112E(C), 114A-114C(C), 116A-116E(C)",96,"SWKE0130"
"SWKB0590","Elmington Road 86-108(E)",60,"SWKE0111"
"SWKB0591","Elmwood Road 76-108(E)",102,"SWKE0131"
"SWKB0592","Elsted Street 30-32(E)",10,"SWKE0132"
"SWKB0593","Elsted Street 49-55(O)",20,"SWKE0133"
"SWKB0594","Ely House, Friary Road 1-25(C)",160,"SWKE0145"
"SWKB0595","Emba Stree 2-44(E)",126,"SWKE0112"
"SWKB0596","Emberton, Albany Road 1-35(C)",236,"SWKE0021"
"SWKB0597","Empress Street 1-77(O)",234,"SWKE0148"
"SWKB0598","Eridge House, Quorn Road 1-16(C)",96,"SWKE0120"
"SWKB0599","Ethnard Road 29-75(O)",169,"SWKE0208"
"SWKB0600","Eugene Cotter House, Beckway Street 1-63(C)",371,"SWKE0026"
"SWKB0601","Evelina Road 111, 111A-111C(C), 112, 113-121(O)",45,"SWKE0135"
"SWKB0602","Evelina Road 58A & 58-72(E)",54,"SWKE0134"
"SWKB0603","Everett House, East Street 1-30(C)",175,"SWKE0200"
"SWKB0604","Exeter House, Friary Road 9A & 1-19(C)",115,"SWKE0145"
"SWKB0605","Eynsford House, Crosby Row 1-25(C)",125,"SWKE0329"
"SWKB0606","Eynsford House, East Street 1-29(C)",211,"SWKE0087"
"SWKB0607","Fair Street 2, Fair Street Hall & Flats 1-18(C)",101,"SWKE0137"
"SWKB0608","Fairby House, Setchell Road 1-20(C)",141,"SWKE0218"
"SWKB0609","Fairwall House, Peckham Road 1-59(C)",395,"SWKE0156"
"SWKB0610","Farncombe Street 56-58(E)",12,"SWKE0138"
"SWKB0611","Farrins Rents 9-18(C)",50,"SWKE0115"
"SWKB0612","Faunce House, Doddington Grove 181A, 181B & 183A, 159-183(C)",160,"SWKE0113"
"SWKB0613","Faversham House, Kinglake Street 11A & 22A, 1-28(C)",172,"SWKE0198"
"SWKB0614","Fawkham House, Dunton Road 1-35(C)",218,"SWKE0218"
"SWKB0615","Fearnley House, Vestry Road 1-132(C)",625,"SWKE0210"
"SWKB0616","Felbridge House, Quorn Road 1-86(C) ; East Dulwich Estate Shops, Dog Kennel Hill 1-3(C)",608,"SWKE0120"
"SWKB0617","Fenner Close 10-27(C)",90,"SWKE0139"
"SWKB0618","Fenner Close 1-9(C)",57,"SWKE0139"
"SWKB0619","Fenwick Road 55-77(O)",82,"SWKE0140"
"SWKB0620","Fernie House, Quorn Road 1-16(C)",100,"SWKE0120"
"SWKB0621","Fielding Street 41A-41F(C), 43A-43F(C)",72,"SWKE0269"
"SWKB0622","Fielding Street 45-77(O)",85,"SWKE0269"
"SWKB0623","Finley Court, Redcar Street 1-10(C)",44,"SWKE0084"
"SWKB0624","Fir Trees Close 13-22(C)",50,"SWKE0116"
"SWKB0625","Fitzmaurice House, Galleywall Rd 1-32(C)",192,"SWKE0286"
"SWKB0626","Fitzroy House, Coopers Road 1-14(C)",98,"SWKE0017"
"SWKB0627","Flamborough House, Clayton Road 1-30(C)",205,"SWKE0259"
"SWKB0628","Flaxman House, London Road 1-10(C); London Road 17-21(C)",90,"SWKE0152"
"SWKB0629","Fleming House, George Row 1-25(C)",149,"SWKE0112"
"SWKB0630","Fleming Road 25-27(C)",12,"SWKE0041"
"SWKB0631","Folkestone House 1-8(C)",52,"SWKE0198"
"SWKB0632","Fontenelle, Sceaux Gardens 1-42(C)",294,"SWKE0297"
"SWKB0633","Forbes Court, Woodland Road 1-28(C)",161,"SWKE0351"
"SWKB0634","Forsyth Gardens 1-65(C)",452,"SWKE0041"
"SWKB0635","Fountain Green Square 12-14(C)",15,"SWKE0142"
"SWKB0636","Fountain Green Square 1-3(C)",15,"SWKE0142"
"SWKB0637","Fountain House, Bermondsey Wall East 1-10(C)",56,"SWKE0143"
"SWKB0638","Fowler House, Mcneil Road 1-14(C)",105,"SWKE0210"
"SWKB0639","Frankland Close 19-30(C)",60,"SWKE0144"
"SWKB0640","Friary Road 69-73(O), 69A-73A(O)",36,"SWKE0146"
"SWKB0641","Friern Road 247-293(O)",138,"SWKE0147"
"SWKB0642","Friern Road 295-341(O)",137,"SWKE0147"
"SWKB0643","Friern Road 343-389(O)",138,"SWKE0147"
"SWKB0644","Friern Road 391-437(O)",137,"SWKE0147"
"SWKB0645","Frome House, Peckham Rye 51A & 1-64(C)",399,"SWKE0294"
"SWKB0646","Fulmar House, Tawny Way 1-18(C)",114,"SWKE0261"
"SWKB0647","Furley House, Haymerle Road 1-20(C)",128,"SWKE0145"
"SWKB0648","Gaitskell House, Villa Street 1-66(C)",420,"SWKE0021"
"SWKB0649","Galatea Square 1-10(C)",60,"SWKE0088"
"SWKB0650","Galatea Square 11-25(C)",75,"SWKE0088"
"SWKB0651","Galatea Square 30-68(C)",195,"SWKE0088"
"SWKB0652","Galway Close 1-19(C)",109,"SWKE0033"
"SWKB0653","Gannet House, Talfourd Road 1-18(C)",110,"SWKE0268"
"SWKB0654","Garbett House, Doddington Grove 198A & 184-201(C)",112,"SWKE0113"
"SWKB0655","Gardiner House, Borough Road 1-4(C)",24,"SWKE0035"
"SWKB0656","Garnies Close 1-12(C)",74,"SWKE0254"
"SWKB0657","Garnies Close 13-24(C)",74,"SWKE0254"
"SWKB0658","Garnies Close 25-36(C)",71,"SWKE0254"
"SWKB0659","Garnies Close 37-42(C)",38,"SWKE0254"
"SWKB0660","Garnies Close 43-54(C)",74,"SWKE0254"
"SWKB0661","Garnies Close 55-60(C)",37,"SWKE0254"
"SWKB0662","Garraway House, Lyall Avenue 1-16(C)",104,"SWKE0201"
"SWKB0663","Gataker House, Slippers Place 1-14(C)",80,"SWKE0303"
"SWKB0664","Gatcombe House, Pytchley Road 1-43(C)",295,"SWKE0120"
"SWKB0665","Gatefield Court, Kinsale Road 1-12(C)",72,"SWKE0123"
"SWKB0666","Gateway 1-4(C); Walworth Road 362-368(E)",43,"SWKE0148"
"SWKB0667","Gatonby Street 1-3(O); Kelly Avenue 39; Kelly Avenue 41 / Flats 1-9(C)",68,"SWKE0149"
"SWKB0668","Gautrey Road 2 / Flats 1-8(C), 25-28(C)",60,"SWKE0150"
"SWKB0669","Gautrey Road 2 / Flats 9-24(C), 29-36(C)",125,"SWKE0150"
"SWKB0670","Gautrey Road 44-54(E)",30,"SWKE0151"
"SWKB0671","Gayhurst, Hopwood Road 1-61(C)",440,"SWKE0021"
"SWKB0672","Gayhurst, Hopwood Road 80-144(C)",418,"SWKE0021"
"SWKB0673","Gedling House, Quorn Road 1-39(C)",254,"SWKE0120"
"SWKB0674","Geoffrey House, Pardoner Street 1-54(C)",312,"SWKE0329"
"SWKB0675","George Walter Court, Millender Walk 1-49(C)",259,"SWKE0301"
"SWKB0676","Gibbings House,King James Street 1-15(C)",75,"SWKE0153"
"SWKB0677","Gibbon Road 107-117(O) ; Linden Grove 157-173(O)",75,"SWKE0027"
"SWKB0678","Gibbon Road 119-141(O); Linden Grove 121-155(O)",150,"SWKE0027"
"SWKB0679","Gibbon Road 68; Kimberley Avenue 144-146(E)",16,"SWKE0027"
"SWKB0680","Gilesmead, Camberwell Church St 1-40(C)",234,"SWKE0154"
"SWKB0681","Gillies Court, Stafford Road 1-24(C)",132,"SWKE0155"
"SWKB0682","Gisburn House, Green Hundred Road 1-25(C)",160,"SWKE0145"
"SWKB0683","Glazebrook Close 1-24(C)",168,"SWKE0105"
"SWKB0684","Glazebrook Close 25-48(C)",136,"SWKE0105"
"SWKB0685","Glazebrook Close 58-89(C)",200,"SWKE0105"
"SWKB0686","Glebe House, Slippers Place 1-20(C)",140,"SWKE0303"
"SWKB0687","Gleneagles Close 1-17(C)",103,"SWKE0033"
"SWKB0688","Glenfinlas Way 1-41(C)",269,"SWKE0041"
"SWKB0689","Glengall Road 119-177(O)",144,"SWKE0343"
"SWKB0690","Glengall Road 59-117(O)",183,"SWKE0343"
"SWKB0691","Glennie Court, Lordship Lane 1-24(C)",156,"SWKE0220"
"SWKB0692","Glover House, Nunhead Lane 1-41(C)",260,"SWKE0255"
"SWKB0693","Godstone House, Pardoner Street 1-22(C)",133,"SWKE0329"
"SWKB0694","Goldwell House, Quorn Road 1-28(C)",166,"SWKE0120"
"SWKB0695","Gomm Road 21-25(O)",15,"SWKE0158"
"SWKB0696","Gomm Road 51-55(O)",15,"SWKE0158"
"SWKB0697","Gomm Road 57-61(O)",15,"SWKE0158"
"SWKB0698","Gomm Road 71-75(O)",15,"SWKE0158"
"SWKB0699","Gomm Road 91-95(O)",15,"SWKE0158"
"SWKB0700","Goodwin House, Nunhead Crescent 1-12(C)",72,"SWKE0255"
