BD CODE,BD NAME,BD RATEABLE VALUE
BD002622,DALBURY HOUSE 1-27 INCL 2A,7230
BD002623,CHALBURY HOUSE 1-20,4214
BD002624,FOSBURY HOUSE 1-22,5723
BD002625,GLASBURY HOUSE 1-23,5953
BD002626,EXBURY HOUSE 1-37,9083
BD002627,STRATHLEVEN ROAD 45 FLATS A&B,279
BD002628,SANDMERE ROAD 53 FLATS 1&2,338
BD002629,SHANDON ROAD 29 GRD AND 1ST FLOOR,473
BD002708,VAUGHAN HOUSE 1-34 37-65,13842
BD002709,BRONTE HOUSE 66-108,10113
BD002710,KEATS HOUSE 109-128 CONS,4643
BD002711,SERTIMA HOUSE 129-159 CONS,7059
BD002712,PENNELL HOUSE 160-190 CONS,7044
BD002713,NASH HOUSE 191-210,4643
BD002714,LEAR HOUSE 211-234 CONS,6166
BD002715,HARDY HOUSE 235-281 CONS,10631
BD002716,BLACKWELL HOUSE 1-23,6176
BD002717,COUCHMAN HOUSE 1-31,7931
BD002718,GORHAM HOUSE 1-16,4148
BD002719,HAWKESWORTH HOUSE 1-38,9197
BD002720,NORMANTON HOUSE 1-16 CONS,4148
BD002721,PARRINGTON HOUSE 1-18,4641
BD002722,SAVILL HOUSE 1-18,4641
BD002723,SELBY HOUSE 1-16,4320
BD002724,VALENTINE HOUSE 1-31,7436
BD002725,INGLE HOUSE 1-25,6756
BD002726,MACGREGOR HOUSE 1-25,6756
BD002727,SINCLAIR HOUSE 1-20,5516
BD002728,CUBITT HOUSE 1-113,27130
BD002729,EASTMAN HOUSE 1-54,12489
BD002730,DAN BRYANT HOUSE 1-30,7880
BD002731,GLANVILLE HOUSE 1-10,3300
BD002732,JEWELL HOUSE 1-10 CONS,3300
BD002733,OLDING HOUSE 1-20 CONS,6040
BD002734,QUENNEL HOUSE 1-20 CONS,6040
BD002735,HYDETHORPE ROAD 200-262,8509
BD002736,THORNTON GARDENS 1-47 ODD,6936
BD002737,THORNTON GARDENS 49-83,4422
BD002738,THORNTON ROAD 26-56 EVEN,4842
BD002739,BYRNE HOUSE 1-28,7959
BD002740,CAMSEY HOUSE 1-28,7871
BD002741,CROWNSTONE ROAD 2-32 EVENS,4918
BD002742,CROWNSTONE ROAD 109-141,3233
BD002743,DRAY GARDENS 1-18,3042
BD002744,FARNFIELD HOUSE 1-28,7651
BD002745,KETT GARDENS,245
BD002746,MANNERING HOUSE 1-16,4632
BD002747,RAINSFORD HOUSE 1-28,7651
BD002749,ST MATTHEWS ROAD 7-97 ODDS,12656
BD002750,SPRINGETT HOUSE 1-48 CONS,13193
BD002751,WALDRON HOUSE 1-16,4632
BD002752,RENTON CLOSE 1-33,7089
BD002753,RENTON CLOSE 34-43,2343
BD002754,RENTON CLOSE 44-53,2174
BD002755,RENTON CLOSE 54-63,2343
BD002756,BRANKSOME ROAD 7A-C,374
BD002757,BONHAM ROAD 56 A & B,423
BD002758,BONHAM ROAD 64 64A & 64B,537
BD002759,HAYTER ROAD ,434
BD002760,HAYCROFT ROAD ,561
BD002761,HAYCROFT ROAD ,540
BD002762,HAYCROFT ROAD ,455
BD002763,LAMBERT ROAD 81-83,317
BD002764,LAMBERT ROAD 14 14A & 14B,612
BD002765,LAMBERT ROAD 39 FLATS A-C,152
BD002766,LAMBERT ROAD 41 A-E,778
BD002767,BALCOMBE HOUSE 1-30,8292
BD002768,TRENT ROAD ,415
BD002769,TRENT ROAD 39 FLATS A & B,422
BD002770,BONHAM ROAD 74 A & B,621
BD002771,STRATHLEVEN ROAD 73 & 73A,238
BD002772,BONHAM ROAD 12 & 12A,363
BD002773,HAYTER ROAD 84-86,702
BD002774,LAMBERT ROAD 36 FLATS A-C,607
BD002776,HAYTER ROAD ,596
BD002777,CHARLWOOD HOUSE 1 - 16,4776
BD002778,CHIPSTEAD HOUSE 1-14,4232
BD002779,COULSDON HOUSE 1-9,2007
BD002780,EARLSWOOD HSE (1-18),4704
BD002781,HARTSWOOD HOUSE 1-16,4384
BD002782,STAPLEFIELD CLOSE 1-22 CONS,5129
BD002783,STAPLEFIELD CLOSE 23-52 CONS,9260
BD002784,STAPLEFIELD CLOSE 53-73 incl 53A,5975
BD002785,TIERNEY TERRACE,223
BD002786,TIERNEY TERRACE,286
BD002787,WRAY HOUSE 1-21 CONS,5451
BD002789,WEIR HOUSE 1-12,2934
BD002790,WEST HOUSE 1-23 CONS,5644
BD002791,ANFIELD CLOSE 1-39,10894
BD002792,WINSLADE ROAD 17,450
BD002793,WINSLADE ROAD 26,359
BD002794,TREMADOC ROAD 69,388
BD002797,TENHAM AVENUE 14!16,494
BD002798,HAYCROFT ROAD,557
BD002799,KILDORAN ROAD 14 FLATS A&B,359
BD002800,SUDBOURNE ROAD 47-47A,316
BD002801,WINSLADE ROAD ,618
BD002802,COLWYN HOUSE 1-70,15792
BD002803,SIDFORD HOUSE 1-38,8427
BD002804,DERBY HOUSE 1-18,4931
BD002805,MINTON HOUSE 1-17,4085
BD002806,WEDGWOOD HOUSE 1-181,45253
BD002807,WORCESTER HOUSE 1-16 CONS,4337
BD002808,FONTENOY HOUSE 1-24 CONS INC 11A,5166
BD002809,CALSTOCK HOUSE 1-24,5037
BD002810,LANDULPH HOUSE 1-18,4920
BD002811,LISKEARD HOUSE 1-18,4940
BD002812,PENMAYNE HOUSE 1-18,4932
BD002813,TREMATON HOUSE 1-18,4960
BD002814,ARNE HOUSE 1-87,20906
BD002815,ARROWSMITH HOUSE 1-80,20086
BD002816,BADDELEY HOUSE 1-37,9486
BD002817,DUNMOW HOUSE 1-15,3815
BD002818,JAMESON HOUSE 1-25,6709
BD002819,KENNEDY HOUSE 1-25,6785
BD002820,MALMSEY HOUSE 1-84,20815
BD002821,MOUNTAIN HOUSE 1-66,18067
BD002822,NEWBURN HOUSE 1-20,4507
BD002823,PELLA HOUSE 1-46,11414
BD002824,SANCROFT HOUSE 1-25,6080
BD002825,EUSTACE HOUSE 1-24 & 13A,5823
BD002826,WHITGIFT HOUSE 1-24 & 11A,5790
BD002827,DAVENPORT HOUSE 1-17,4112
BD002828,COALPORT HOUSE 1 - 21,5032
BD002829,SULLIVAN HOUSE 1-26 & 4A,7431
BD002830,DEACON HOUSE 1-26,7142
BD002831,EDWARD HOUSE 1-20,5910
BD002832,ISABELLA HOUSE 1-15,4003
BD002833,BRIANT HOUSE 1-24,6476
BD002834,ASTBURY HOUSE 1-24,5854
BD002835,BRISTOL HOUSE 1-20,4820
BD002836,CAUGHLEY HOUSE 1-20,4820
BD002837,COPELAND HOUSE 1-29,7506
BD002838,DOULTON HOUSE 1-20,5880
BD002839,DRESDEN HOUSE 1 3-12 CONS,3234
BD002840,FERRYBRIDGE HOUSE 1-30,7550
BD002841,LONGTON HOUSE 1-16,3856
BD002842,POOLE HOUSE 1-32,8348
BD002843,SPODE HOUSE 1-15,3700
BD002844,AVELINE STREET 1-23 ODD,3524
BD002845,AVELINE STREET 4-50 EVEN,5448
BD002846,AVELINE STREET ,250
BD002847,BRAHAM HOUSE 1-40,10160
BD002848,BRANGTON ROAD 2-24,3524
BD002849,COVERLEY POINT 1-72,18740
BD002850,DARLEY HOUSE 1-36,7969
BD002851,DOLLAND HOUSE 1-60,16916
BD002852,DUFFELL HOUSE 1-43,11590
BD002853,GROVER HOUSE 1-40,10160
BD002854,HAYMANS POINT 1-72,18783
BD002855,LEARY HOUSE 1-40,9500
BD002856,SEDLEY HOUSE 1-26,5316
BD002857,SIMPSON HOUSE 1-40,10160
BD002858,VERNON HOUSE 1-20,6160
BD002859,WAYLETT HOUSE 1-43,11590
BD002860,GABRIEL HOUSE 1-30,7915
BD002861,ADAM COURT 1-12,3237
BD002862,ARIEL COURT 1-45,11826
BD002863,BRUTUS COURT 1-8,2361
BD002864,DUMAIN COURT 1-45,11826
BD002865,FALSTAFF COURT 1-30,7440
BD002866,HAMLET COURT 1-45,11826
BD002867,HARFLEUR COURT 1-12,3150
BD002868,PORTIA COURT 1-10 CONS,2973
BD002869,BROADGATES COURT 1-15,4235
BD002870,FITZALAN STREET 79-88A,3528
BD002871,CULPEPPER COURT 1-30,6400
BD002872,CREWDSON ROAD 33-47 33A-47A,3972
BD002873,RITA ROAD 8-12 EVEN 10A 1,1135
BD002874,RITA ROAD 23-33,2270
BD002875,SOUTH ISLAND PLACE 32-54,4384
BD002876,APOLLO COURT 1-12,3288
BD002877,ARGOS COURT 1-18,5316
BD002878,CADMUS COURT 1-12,2958
BD002879,CREON COURT 1-10,3060
BD002880,HECTOR COURT 1-10,3060
BD002881,HERMES COURT 1-15,3189
BD002882,JASON COURT 1-12,2958
BD002883,JUNO COURT 1-15,3402
BD002884,JUPITER COURT 1-18,4932
BD002885,LATONA COURT 1-6,1479
BD002886,LEDA COURT 1-19,5041
BD002887,MERCURY COURT 1-11,2770
BD002888,ADRIAN HOUSE 1-16,4392
BD002889,BASIL HOUSE 1-16,4392
BD002890,CONRAD HOUSE 1-16,4392
BD002891,DAVID HOUSE 1-16,4392
BD002892,EDGAR HOUSE 1-16,4392
BD002893,FRANK HOUSE 1-16,4392
BD002894,GILBERT HOUSE 1-16,4392
BD002895,HENRY HOUSE 1-18,2979
BD002896,JAMES HOUSE 1-8,1688
BD002897,MARTIN HOUSE 1-24,6864
BD002898,NORMAN HOUSE 1-24,6864
BD002899,OLIVER HOUSE 1-24,6864
BD002900,PETER HOUSE 1-24,6864
BD002901,QUINTON HOUSE 1-16,4606
BD002912,REEDWORTH STREET ,430
BD002913,RENFREW ROAD ,384
BD002914,RENFREW ROAD ,384
BD002915,RENFREW ROAD ,384
BD002916,FAIRFORD HOUSE 1 - 80,24688
BD002917,EBENEZER HOUSE 1-80,23992
BD002918,HURLEY HOUSE 1-80,24053
BD002919,KNIGHTS WALK ,367
BD002920,KEMPSFORD ROAD,367
BD002921,LAMBETH TOWERS 1-35,8492
BD002922,FALMOUTH HOUSE 1-68,16329
BD002924,PENRYN HOUSE 1-66,15771
BD002925,TAVY STREET 2 & WHITE HART STREET 10,690
BD002926,WHITE HART STREET ,342
BD002927,JESSIE WOOD COURT 1-8,1184
BD002928,HOLLAND RISE HOUSE 1-80,24053
BD002929,WHITEBEAM CLOSE 10-27 CON,4263
BD002930,BROUGH CLOSE 2&3,332
BD002931,BROUGH CLOSE ,330
BD002933,BROUGH CLOSE 10 & 11,322
BD002934,BROUGH CLOSE ,330
BD002935,BISHOPS HOUSE 1-26,6497
BD002936,KENCHESTER CLOSE ,330
BD002937,KENCHESTER CLOSE ,330
BD002938,KENCHESTER CLOSE ,330
BD002939,KENCHESTER CLOSE ,330
BD002940,KENCHESTER CLOSE ,322
BD002941,KENCHESTER CLOSE ,330
BD002942,KENCHESTER CLOSE ,376
BD002943,KINGS HOUSE 1-42,10136
BD002944,KINGSWOOD CLOSE ,330
BD002945,KINGSWOOD CLOSE ,322
BD002946,KINGSWOOD CLOSE ,376
BD002947,KNIGHTS HOUSE 1-6,1448
BD002948,KNIGHTS HOUSE 9-14,1448
BD002949,KNIGHTS HOUSE ,380
BD002950,KNIGHTS HOUSE 17-22,1448
BD002951,MAWBEY STREET 14-28,1784
BD002952,MAWBEY STREET 36-52,2007
BD002953,MAWBEY STREET ,330
BD002954,MAWBEY STREET 78-88,1338
BD002955,MAWBEY STREET 90-106,2007
BD002956, MAWBEY STREET ,322
BD002957,MAWBEY STREET 114-128,1784
BD002958,PICKWORTH CLOSE 1-9,2007
BD002959,PICKWORTH CLOSE ,322
BD002960,PICKWORTH CLOSE ,322
BD002961,QUEENS HOUSE ,380
BD002962,QUEENS HOUSE ,380
BD002963,QUEENS HOUSE 3-14,2896
BD002964,WALTON CLOSE ,330
BD002965,WALTON CLOSE ,330
BD002966,WALTON CLOSE ,376
BD002967,WALTON CLOSE,330
BD002968,WALTON CLOSE ,376
BD002969,WALTON CLOSE ,330
BD002970,WALTON CLOSE ,330
BD002971,WALTON CLOSE ,330
BD002972,WILCOX CLOSE 31-38,1784
BD002973,WILCOX CLOSE 1-9,2007
BD002974,WILCOX CLOSE ,347
BD002975,WILCOX CLOSE ,347
BD002976,WILCOX CLOSE ,347
BD002977,GREENHAM CLOSE ,351
BD002978,GREENHAM CLOSE ,286
BD002979,GREENHAM CLOSE ,286
BD002980,GREENHAM CLOSE ,286
BD002981,GREENHAM CLOSE ,286
BD002982,GREENHAM CLOSE ,286
BD002983,HARLEYFORD COURT 1-30,6465
BD002984,HARLEYFORD ROAD 48 FLATS 1&2,347
BD002985,VAUXHALL GROVE ,428
BD002988,KENNINGTON ROAD,438
BD002989,LAMBETH ROAD 148 FLATS 1-4,1058
BD002990,LAMBETH ROAD 152 FLATS 1-3,754
BD002991,MONKTON STREET 69/71 FLAT 1 2 3 4,877
BD002992,MONKTON STREET 73/77,1133
BD002994,OAKDEN STREET 6 FLAT 1&2,389
BD002995,OAKDEN STREET 12 FLATS 1&2,397
BD002996,OAKDEN STREET 14 FLAT 1&2,384
BD002997,OAKDEN STREET 31 FLAT 1&2,421
BD002998," BROOK DRIVE, GF 114 & 114A",481
BD003000,FENTIMAN ROAD 7 FLATS 1 2&3,495
BD003001,FENTIMAN ROAD 47 FLATS 1 2 3&4,543
BD003002,FENTIMAN ROAD ,487
BD003003,CREWDSON ROAD 48 FLATS 1-3,498
BD003004,CREWDSON ROAD 55-57 FLATS 1-6,1064
BD003005,RITA ROAD 4-6,830
BD003006,RITA ROAD 35-37,830
BD003007,RITA ROAD 45 FLATS 1-6,1257
BD003008,KENNINGTON LANE 107-111A,954
BD003009,CLAPHAM ROAD 15 FLATS 1&2,494
BD003010,CLAPHAM ROAD 23 FLATS 1 2&3,582
BD003011,CLAPHAM ROAD 25 FLATS 1 2 & 3,604
BD003012,CLAPHAM ROAD ,642
BD003013,CLAPHAM ROAD 17 FLATS A 2&3,578
BD003014,CLAPHAM ROAD 56 FLATS 1 2&3,570
BD003015,CLAPHAM ROAD 58 FLATS 1 2&3,582
BD003016,CLAPHAM ROAD 104 FLATS 1&2,527
BD003017,KENNINGTON LANE 127 A-C,565
BD003018,BROOK DRIVE 102 FLATS 1 4 5&8,982
BD003019,HARLEYFORD ROAD 45 FLATS 1&2,426
BD003020,HARLEYFORD ROAD 47 FLATS 1&2,459
BD003021,HARLEYFORD ROAD 51 FLATS 1&2,451
BD003022,HARLEYFORD ROAD 55 FLATS 1&2,426
BD003023,BROOK DRIVE 76-82 FLATS 1-9,2302
BD003024,KENNINGTON LANE 115 FLATS A&B,417
BD003025,KENNINGTON LANE 117 A & B,367
BD003026,KENNINGTON LANE 119 A & B,367
BD003028,BROOK DRIVE 44-50 FLATS 1-9,2291
BD003029,BROOK DRIVE 88 FLAT 1 & 2,516
BD003030,BROOK DRIVE 60-66 FLATS 1-9,2307
BD003031," BROOK DRIVE 62, FLATS 6,7 & 9",759
BD003032,BROOK DRIVE 18 FLAT A & B,464
BD003033,BROOK DRIVE 90 BROOK DRIVE FLATS 1-3,587
BD003034,BROOK DRIVE 52-58 FLATS 1-9,2307
BD003035,BRIXTON ROAD 98-106,2508
BD003037,BROUGH CLOSE 20 & SOUTH LAMBETH ROAD 208,401
BD003038,KINGSWOOD CL13-14 STH LAMBETH RD 216-218,752
BD003039,BROUGH CLOSE 17 & SOUTH LAMBETH ROAD 214,401
BD003040,BROOK DRIVE 16 FLAT A & B,464
BD003041,BROOK DRIVE 20 FLAT 1 & 2,306
BD003042,BROOK DRIVE 22 G/F & FIRST/SECOND FLOOR,501
BD003043,BROOK DRIVE 120 GRD FLOOR FLAT 2&3,595
BD003044,ARDEN HOUSE 1-35,7457
BD003045,BROOK DRIVE 36 A-C,609
BD003058,MATHESON LANG HOUSE 1-37,9899
BD003059," GREET HOUSE 1-55 & 28A, 37A",13085
BD003060,SANTLEY HOUSE 1-115,24985
BD003061,REEVES HOUSE 1-16,3094
BD003062,MUNRO HOUSE 1-4 6-80CONS,20619
BD003063,COLE HOUSE 1-15,3099
BD003064,DAVIDGE HOUSE 1-28,6033
BD003065,FRAZIER STREET 4-38 EVEN,3798
BD003070,VERWOOD HOUSE 1-12,1776
BD003078,STURMINSTER HOUSE 1-14,3940
BD003087,BROADSTONE HOUSE 1-21,5910
BD003088,WIMBORNE HOUSE 1-100,26292
BD003089,OSMINGTON HOUSE 1-26,7320
BD003090,SWANAGE HOUSE 1-28,7880
BD003126,WINDMILL HOUSE 1-34,9316
BD003127,FITZALAN STREET 73 FLAT 1-3,627
BD003128,FITZALAN STREET 76 FLAT 1-3,627
BD003129,FITZALAN STREET 77 FLAT 1-3,627
BD003130,FITZALAN STREET 74 FLAT 1-3,627
BD003132,BRITTANY POINT 1-113,29046
BD003134,ELKINGTON POINT 1-88,22546
BD003139,WARD POINT 1-98,24994
BD003143,AQUINAS ST 22 A-C,453
BD003144,AQUINAS ST 24 A-C,453
BD003145,AQUINAS ST 27 A-C,525
BD003146,AQUINAS ST 29 A-C,436
BD003147,AQUINAS ST 30 A-C,524
BD003148,AQUINAS ST 31 A-C,541
BD003150,AQUINAS ST 33 A-C,420
BD003153,AQUINAS ST 36 A-C,436
BD003154,AQUINAS ST 37 A-C,437
BD003155,AQUINAS ST 38 A-C,507
BD003156,STAMFORD STREET 65 A-E,898
BD003157,STAMFORD STREET 69 A-E,939
BD003158,STAMFORD STREET 77 A-E,1180
BD003159,STAMFORD STREET 81 A-E,896
BD003160,STAMFORD STREET 85 A-E,923
BD003161,STAMFORD STREET 89 A-D,674
BD003162,STAMFORD STREET 105 A-E,968
BD003163,STAMFORD STREET 109 A-E,980
BD003164,STAMFORD STREET 113 A B C D & E,513
BD003165,STAMFORD STREET 115 A-E,953
BD003166,STAMFORD STREET 121 A-E,609
BD003167,COIN STREET ,236
BD003168,AQUINAS ST 23 A-C,541
BD003176,AQUINAS ST 26 A-C,541
BD003177,VICTORIA HOUSE 1-52,7822
BD003178,VICTORIA MANSIONS 53-105,8055
BD003199,CLIMSLAND HOUSE 1-20,4616
BD003201,FRAZIER STREET 23-33,1427
BD003202,GREENHAM CLOSE ,351
BD003203,CHAPLIN CLOSE,295
BD003206,LAMBERT ROAD 77&79,355
BD003207,SALTOUN ROAD,3746
BD003209,FOXLEY ROAD ,332
BD003211,CRANMER ROAD 34-38 EVEN,840
BD003212,MINERVA CLOSE ,367
BD003215,MINERVA CLOSE ,310
BD003216,FRAZIER STREET 9-19,1433
BD003217,MOUNT VILLAS 14A-14B,483
BD003218,MOUNT VILLAS 18A-18C,700
BD003219,GREENHAM CLOSE,388
BD003220,GREENHAM CLOSE ,286
BD003221,HORNBEAM CLOSE ,347
BD003222,HORNBEAM CLOSE,342
BD003223,HORNBEAM CLOSE,342
BD003224,HORNBEAM CLOSE,342
BD003225,POYNDERS ROAD 15 & 15A,448
BD003226,PATIO CLOSE 11-12,536
BD003227,PATIO CLOSE 15-16,545
BD003228,PATIO CLOSE 19-20,549
BD003229,PATIO CLOSE 21-22,549
BD003230,PATIO CLOSE 25-26,558
BD003231,PINFOLD ROAD 16!28,1084
BD003232,OAKEY LANE 21-71 ODD,7228
BD003233,NORTHANGER ROAD 21A&B,443
BD003234,OAKDEN STREET 7 FLAT 1&2,405
BD003235,OAKEY LANE 2-48 EVEN,7392
BD003236,MEAD ROW 17-40 CONS,6016
BD003241,LOUGHBOROUGH PARK 45,318
BD003243,MAYTREE WALK 9-10,588
BD003244,MEAD ROW 1-16 CONS,4173
BD003245,LOUGHBOROUGH ROAD FLATS 1-7 23-25,1716
BD003246,LEANDER ROAD ,405
BD003247,LEWIN ROAD ,507
BD003248,BARCOMBE AVENUE 161-163,477
BD003249,BARCOMBE AVENUE 164-166,363
BD003250,BARCOMBE AVENUE 198  A & B,388
BD003251,BARCOMBE AVENUE 200-202,512
BD003252,BARCOMBE AVENUE 204-206,628
BD003253,BARCOMBE AVENUE 224-226,443
BD003254,BARCOMBE AVENUE 247-249,434
BD003255,BABINGTON ROAD 43 45 47,846
BD003256,BARCOMBE AVENUE 13 FLATS 1-2,392
BD003257,BARCOMBE AVENUE 34 FLATS 1-2,355
BD003258,AMESBURY AVENUE 82-84,388
BD003259,AMESBURY AVENUE 110-112,409
BD003260,AMESBURY AVENUE 146-148,417
BD003261,AKERMAN ROAD 6 A&B,384
BD003262,AKERMAN ROAD 16 1&2,355
BD003265,CARSON ROAD ,596
BD003266,BONHAM ROAD 32A & 32 FLAT 2,389
BD003267,BRIXTON ROAD 101 A-D,706
BD003268,BRIXTON ROAD ,1208
BD003269,BARROW ROAD ,461
BD003270,BLACK TREE MEWS,236
BD003271,HAILSHAM AVENUE 2&4,417
BD003272,HAILSHAM AVENUE 42-44,413
BD003273,HAILSHAM AVENUE 53-55,400
BD003274,HAILSHAM AVENUE 57-59,400
BD003275,HAILSHAM AVENUE 58-60,443
BD003276,HAILSHAM AVENUE 73-75,392
BD003277,HAILSHAM AVENUE 130-132,396
BD003278,HELIX GARDENS ,405
BD003279,HELSTON HOUSE 1-18,4960
BD003280,HEYBRIDGE AVENUE ,504
BD003281,HILLSIDE ROAD 14-16,457
BD003283,COBURG CRESCENT ,351
BD003284,COBURG CRESCENT ,351
BD003285,COBURG CRESCENT ,351
BD003286,COBURG CRESCENT ,351
BD003287,COBURG CRESCENT ,100
BD003288,COBURG CRESCENT ,100
BD003289,COBURG CRESCENT ,330
BD003290,CHATSWORTH WAY,538
BD003291,CLAPHAM MANOR STREET 11 FLATS 1&2,421
BD003292,CLAPHAM MANOR STREET 15 A & B,422
BD003293,CLAPHAM MANOR STREET 35 A&B,438
BD003294,KNATCHBULL ROAD ,592
BD003295,CEDARS ROAD 218-228,1632
BD003296,CASEWICK ROAD 156!158,463
BD003298,DEERBROOK ROAD 21-22,920
BD003299,HALSMERE ROAD 38-41,998
BD003300,COBURG CRESCENT ,351
BD003301,COBURG CRESCENT ,282
BD003305,COBURG CRESCENT ,330
BD003306,COBURG CRESCENT ,282
BD003307,COBURG CRESCENT ,282
BD003308,COBURG CRESCENT ,351
BD003309,COBURG CRESCENT ,351
BD003310,COBURG CRESCENT ,330
BD003311,COBURG CRESCENT ,351
BD003312,COBURG CRESCENT ,351
BD003313,COBURG CRESCENT ,351
BD003314,COBURG CRESCENT ,351
BD003315,COBURG CRESCENT ,351
BD003316,COBURG CRESCENT ,351
BD003317,COBURG CRESCENT ,351
BD003318,COBURG CRESCENT ,351
BD003319,ESTREHAM ROAD 44 45,492
BD003320,ESTREHAM ROAD 58!59,490
BD003321,FERNDALE ROAD ,350
BD003322,FOUNTAIN PLACE ,330
BD003323,FURNEAUX AVENUE 61&63,346
BD003324,GLENEAGLE ROAD ,480
BD003325,GLENEAGLE ROAD 123 FLAT 1&2,434
BD003326,GLENELDON ROAD ,713
BD003327,GUBYON AVENUE ,347
BD003328,RECTORY GROVE 25-27,623
BD003329,ROSENDALE ROAD 132 FLAT 1&2,507
BD003330,SOUTH LAMBETH ROAD 197 A&B,552
BD003331,HOLST COURT 11-32 CONS,6556
BD003332,STRATHBROOK ROAD ,426
BD003333,STREATHAM COMMON NORTH,560
BD003334,VIRGINIA WALK 5&8,525
BD003335,VIRGINIA WALK 1 3 6 7 9 11 13 15 17,2461
BD003336,TEMPLAR STREET 7 FLATS GRD FL &B,509
BD003337,VALLEY ROAD - GROUND RENT ONLY,100
BD003338,VALLEY ROAD 158-160,490
BD003339,WINSLADE ROAD 21-31,764
BD003340,AMESBURY AVENUE 158-160,427
BD003341,AMESBURY AVENUE 175-177,580
BD003342,AMESBURY AVENUE 183-185,669
BD003343,CHARLES BARRY CLOSE 54-59,1212
BD003344,CHARLES BARRY CLOSE 1-3,606
BD003345,CHARLES BARRY CLOSE,278
BD003346,STERNHOLD AVENUE 195-197,540
BD003347,CHARLES BARRY HOUSE ,278
BD003348,CHARLES BARRY CLOSE 19-21,606
BD003349,CHARLES BARRY CLOSE ,278
BD003350,CHARLES BARRY CLOSE ,298
BD003351,CHARLES BARRY CLOSE ,298
BD003352,ELDER ROAD ,232
BD003353,WYNYARD HOUSE 1-45,12140
BD003354,ALBERTINA HOUSE 1-6,1533
BD003355,WALTER HOUSE 1-3,786
BD003357,ST JOHNS CRESCENT 6 A B & C,827
BD003358,ST JOHNS CRESCENT 8 FLATS A-C,888
BD003359,ST JOHNS CRESCENT FLATS 10 A-C,909
BD003360,ST JOHNS CRESCENT 12 FLATS A-C,827
BD003361," ST JOHNS CRESCENT 16, FLATS 1-3",971
BD003362,ST JOHNS CRESCENT 18 FLATS 1-3,971
BD003363,WILTSHIRE ROAD 74 A-D,1064
BD003364,WILTSHIRE ROAD 76 A-D,1064
BD003365,KENDAL CLOSE ,306
BD003366,KENDAL CLOSE ,318
BD003367,KENDAL CLOSE ,318
BD003368,KENDAL CLOSE ,318
BD003369,KENDAL CLOSE ,318
BD003370,KENDAL CLOSE ,306
BD003372,KENDAL CLOSE ,318
BD003373,KENDAL CLOSE ,306
BD003374,KENDAL CLOSE ,318
BD003375,KENDAL CLOSE ,306
BD003376,KENDAL CLOSE ,318
BD003377,KENDAL CLOSE ,306
BD003378,KENDAL CLOSE ,306
BD003379,VASSALL ROAD ,388
BD003381,VASSALL ROAD ,388
BD003382,ACRE LANE 67 FLAT 1-3,772
BD003386, LISTOWELL CLOSE ,310
BD003387,PLOVER HOUSE 1-28,6469
BD003388,SWIFT HOUSE 1-38,9674
BD003389,MANDELA STREET ,409
BD003390,KEITH CONNOR CLOSE 1-5,1436
BD003392,IRETON HOUSE,409
BD003393,IRETON HOUSE 4 - 96,4574
BD003395,HOLST COURT 1-10 CONS,2230
BD003396,MACAULAY ROAD 1 FLATS 1-5,1000
BD003397,ALBERT SQUARE 7 FLATS 1-4,769
BD003398,PECKFORD PLACE ,388
BD003399,PECKFORD PLACE 76-80 EVEN,681
BD003400,OAKEY LANE 50-60 EVEN,1338
BD003401,ARLINGFORD ROAD ,772
BD003402,BROOK DRIVE 28 & G/F 1ST FL & 1ST/2ND FL,609
BD003403,CONCANON STREET ,457
BD003405,LEANDER ROAD ,380
BD003406,NORTHSTEAD ROAD ,610
BD003407,RITA ROAD ,672
BD003408,DANBROOK ROAD 37-39,653
BD003409,BROMELLS ROAD ,595
BD003410,KELLETT ROAD ,470
BD003412,CHAUCER ROAD ,540
BD003413,CLAPHAM ROAD 54 FLATS 1 2&3,569
BD003414,COLDHARBOUR LANE ,393
BD003415,CRASTER ROAD ,393
BD003416,DULWICH ROAD ,493
BD003417,FERNDALE ROAD 7 FLATS A B &C&D,530
BD003418,GLENELG ROAD 37 A & B,309
BD003419,HELIX ROAD ,409
BD003420,KELLETT ROAD 77 FLATS 1-3,453
BD003421,KINGSCOURT ROAD ,376
BD003423,KNOLLY S HILL 68 70,513
BD003424,LOUGHBOROUGH ROAD 57 A+B,414
BD003425,OAKDEN STREET 21 FLAT 1&2,1032
BD003426,OAKDEN STREET 16 FLAT 1&2,384
BD003427,STRATHLEVEN ROAD 54 A+B,204
BD003428,VAUXHALL GROVE ,490
BD003429,VICTORIA CRESCENT ,488
BD003430,WINCOTT STREET ,456
BD003431,WINTERWELL ROAD ,392
BD003432,LITTLEBURY ROAD 6-8,346
BD003433,EASTLAKE ROAD 35 FLAT 1 & 2,392
BD003434,BEDFORD ROAD 105 FLATS 1&2,454
BD003435,BRANKSOME ROAD 74 1-2,338
BD003436,RALEIGH GARDENS ,505
BD003437,WESTWELL ROAD ,374
BD003438,GLENELG ROAD 39 A & B,309
BD003439,LEANDER ROAD ,414
BD003440,BROMFELDE ROAD ,472
BD003441,GOLDSBROUGH ROAD 15 FLATS A&B,315
BD003442,GREYHOUND LANE 75 FLATS 1&2,413
BD003443,LANDOR ROAD ,240
BD003444,SHAKESPEARE ROAD ,276
BD003445,JASPER ROAD ,439
BD003446,JASPER ROAD ,447
BD003447,KELLETT ROAD 53 FLATS 1-3,444
BD003448,HANNEN ROAD 6 1&2,347
