Block,RV,Boiler Repairsand Maintenance,CCTV,Cleaning,Communal Electricity,Communal Electrical Maintenance,TV Aerial,Communal Water Quality,Communal Window Cleaning,Communal Ventilation Maintenance,Concierge,Disinfestation,Dry Riser,Door Entry System,Cleaning External,Grounds Maintenance External,External Tree Maintenance,Repairsand Maintenance External,Fire Ventilation Maintenance,Repairsand Maintenance,Lift Services & Repairs,Lightning Protection,,Only blocks containing homeowners
Broxholm Road 78 Flats 1 2 3,582,0,0,0,138.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655.26,0,0,,
Clytha Court 1-12,2670,0,0,2029.81,631.39,0,0,0,0,0,0,0,0,221.57,0,0,0,0,0,951.36,0,0,,
Lanercost Road 1-3 Flats 1-8,1794,0,0,1476.4,236.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.47,0,0,,
Maranda Court 86-92,1016,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,1267.83,0,0,,
Alexandra Drive 3 Flats 1-3,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Buckleigh Road 46,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Gleneldon Road 44 Flats 1&2,425,0,0,0,142.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.81,0,0,,
Lewin Road 81,709,0,0,0,164.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Westwell Road 16,570,0,0,0,-235.49,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,498.22,0,0,,
Garrads Road 1 Flats 1-4,1083,0,0,0,165.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3513.74,0,0,,
Harborough Road 98-100,459,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Mount Ephraim Road Flats 1-8,1615,0,0,0,538.13,0,96.99,0,0,0,0,105.74,0,288.8,571.73,0,0,0,0,1337.76,0,0,,
Christchurch Road 74,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486.71,0,0,,
Babington Road 7 9 11,846,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Babington Road 19 21 23,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Babington Road 25 27 29,846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Ellison Road 137 139,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Jasper Road 34 Flats A&B,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.13,0,0,,
Jasper Road 36 Flats 1 & 2,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Jasper Road 52-54,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032.64,0,0,,
Martell Road 24,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Ashurst Gardens 2-3,689,0,0,0,140.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Romola Road 56-58,936,0,0,0,290.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912.84,0,0,,
"Rosendale Road 256 Flat 1, 2 & 3",412,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,924.33,0,0,,
Thurlow Park Road 77,461,0,0,0,-893.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Trinity Rise  42 1&2,672,0,0,0,138.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.3,0,0,,
Wavertree Road 35,493,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Oakdale Road 16 Flats A&B,628,0,0,0,0,0,0,0,0,0,0,0,0,0,352.56,105.36,0,0,0,0,0,0,,
Norfolk House Road 6 Flats 1&2,422,0,0,0,863.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.34,0,0,,
Brancaster Road 11,409,0,0,0,138.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482.11,0,0,,
Angles Road 38,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.74,0,0,,
Baldry Gardens 16 Flats 1&2,577,0,0,0,157.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458.99,0,0,,
Broxholm Road 87 Flat 1-3,515,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Northstead Road 7,610,0,0,0,128.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Lunham Road 4 Flat 1-4,855,0,0,0,1215.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2283.83,0,0,,
Lewin Road 75,493,0,0,0,137.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.57,0,0,,
Kempshott Road 49,434,0,0,0,139.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.53,0,0,,
Wavertree Road 43,447,0,0,0,147.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Conyers Road 15,477,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Conyers Road 18,569,0,0,0,-2307.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Fairmount Road 15,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Barrow Road 26 - Flat 1&2,392,0,0,0,155.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Greyhound Lane 30 Flats 1 2 & 3,540,0,0,0,138.59,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Greyhound Lane 40,426,0,0,0,127.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.41,0,0,,
Greyhound Lane 43,608,0,0,0,278.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.83,0,0,,
Greyhound Lane 44 Flats 1&2,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Greyhound Lane 49 Flats 1&2,464,0,0,0,129.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1095.74,0,0,,
Arragon Gardens 1 2&3 12,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1364.95,0,0,,
" Riggindale Road 8, Flats 1-5",753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647.58,0,0,,
Riggindale Road 98 Flats 1 & 2,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Gleneagle Road 5!7,1168,0,0,0,155.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746.03,0,0,,
Gleneagle Road 170,359,0,0,0,-396.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Gleneldon Road 167,456,0,0,0,153.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.87,0,0,,
Kingscourt Road 63,376,0,0,0,154.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763.29,0,0,,
Kingscourt Road 101 Flats 1 & 2,413,0,0,0,158.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Copley Park 16 Flats 1 & 2,409,0,0,0,142.75,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,468.2,0,0,,
Lewin Road 27,507,0,0,0,152.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.99,0,0,,
Oakdale Road 33 Flat 1 2&3,621,0,0,0,145.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Madeira Road 58,493,0,0,0,139.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.1,0,0,,
"Madeira Road 5, Flats 1-3",726,0,0,0,126.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576.35,0,0,,
Hoadley Road 20,544,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,531.15,0,0,,
Wyatt Park Road 40 Flats 1&2,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Moorcroft Road 9,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317.38,0,0,,
Pathfield Road 41 Flat 1&2,351,0,0,0,215.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659.63,0,0,,
Abbotswood Road 38,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734.51,0,0,,
Prentis Road 25,811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.52,0,0,,
Norfolk House Road 50,468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.38,0,0,,
Wavertree Road 39,532,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Riggindale Road 72 Flats 1 2&3,673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.51,0,0,,
Northanger Road 25 A&B,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Westwell Road 34 F1&2,514,0,0,0,127.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.23,0,0,,
Wavertree Road 29,533,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040.21,0,0,,
"Gleneagle Road 21 Flats 1, 2, 3 & 21a",717,0,0,0,293.12,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,0,0,0,,
Alexandra Drive 66 1 & 2,572,0,0,0,140.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
" Tankerville 31, Flat 1 & 2",519,0,0,0,194.06,0,0,0,0,0,0,528.7,0,0,0,0,0,0,0,705.23,0,0,,
Alexandra Drive 46 1 & 2,560,0,0,0,137.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.89,0,0,,
Pinfold Road 16!28,1084,0,0,0,293.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223.93,0,0,,
Pathfield Road 5,653,0,0,0,205.23,0,0,0,0,0,0,422.96,0,0,0,0,0,0,0,571,0,0,,
Kempshott Road 72,515,0,0,0,137.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147.33,0,0,,
Probyn Road 2a-2b,501,0,0,0,139.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596.76,0,0,,
Alexandra Drive 52 1 & 2,560,0,0,0,137.67,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Leigham Court Road 286,1081,0,0,0,192.72,0,0,0,0,0,0,211.48,0,0,143.45,663.38,0,0,0,1986.98,0,0,,
Leigham Court Road 288,1173,0,0,0,225.64,0,0,0,0,0,0,0,0,0,155.66,719.84,0,0,0,2338.1,0,0,,
Maley Avenue 17,413,0,0,0,168.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691.34,0,0,,
Madeira Road 34,540,0,0,0,142.49,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,1002.12,0,0,,
Hopton Road 52,645,0,0,595.64,163.84,0,0,0,0,0,0,0,0,0,503.62,0,0,0,0,1034.79,0,0,,
"Kingscourt Road, 110 Flats 1&2",396,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Gipsy Hill 68,630,0,0,0,203.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Riggindale Road 38 Flats 1-3,738,0,0,0,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,0,0,0,,
Alexandra Drive 49,596,0,0,0,137.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Northanger Road 7 7a 7b & 7c,717,0,0,0,140.32,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Gipsy Hill 87,1108,0,0,0,172.93,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,725.23,0,0,,
Barrow Road 12,443,0,0,0,150.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Thurlow Park Road 106 A & B,612,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807.28,0,0,,
Tankerville Road 4,440,0,0,0,-1866.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.32,0,0,,
Riggindale Road 68,734,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,516.32,0,0,,
Sunnyhill Road 144,423,0,0,0,140.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Sunnyhill Road 154,423,0,0,0,165.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Wolfington Road 62,697,0,0,0,-510.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Alexandra Drive 54,644,0,0,0,135.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Alexandra Drive 50 1 & 2,644,0,0,0,127.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.29,0,0,,
Auckland Hill 22,678,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Camden Hill Road 26a&B,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492.89,0,0,,
Alexandra Drive 5 Flats 1 2 & 3,706,0,0,0,93.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.21,0,0,,
Knights Hill 135-137,800,0,0,0,-344.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3432.59,0,0,,
Knights Hill 139 Flats A & B,392,0,0,0,118.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380.74,0,0,,
Knights Hill 141 Flats A & B,400,0,0,0,138.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Knights Hill 145 Flat A & B,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Gipsy Road 211,672,0,0,0,229.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Gipsy Road 217 Flat 1&2,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1250.81,0,0,,
Gipsy Road 11,702,0,0,0,148.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Gipsy Road 13 Flats 1-3,702,0,0,0,148.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
St Gothard Road 47 1-3,445,0,0,0,203.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
St Gothard Road 49 Flats 1 2&3,445,0,0,0,537.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686.95,0,0,,
Knights Hill 151 Flat A & B,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.68,0,0,,
Gipsy Road 215 Flat 1&2,422,0,0,0,137.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,557.23,0,0,,
Ellison Road 50,791,0,0,0,138.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,,
Streatham Hill 73-87,5104,0,0,4713.42,1872.55,0,0,0,0,0,0,0,0,1573.98,0,0,0,0,0,8338.19,0,0,,
Kempshott Road 86,0,0,0,0,137.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764.68,0,0,,
Deerbrook Road 21-22,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1607.96,0,0,,
Deronda Road 9,503,0,0,0,153.92,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,678.57,0,0,,
Deronda Road 29,447,0,0,0,138.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Holmewood Gardens 49,497,0,0,0,128.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437.55,0,0,,
Norwood Road 94-96,1057,0,0,0,352.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Norwood Road 100,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678.57,0,0,,
Norwood Road 122,1157,0,0,0,437.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663.87,0,0,,
Norwood Road 237,474,0,0,0,140.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Tulse Hill 178 Flats 1&2,419,0,0,0,117.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575.3,0,0,,
Hope Park 77-117,4122,0,0,3133.66,1252.46,0,254.59,0,0,0,0,211.48,0,0,0,0,0,0,375.87,5996.06,0,0,,
Howard Road 51-85 Odd,4420,0,0,3170.15,909.26,0,206.11,0,0,0,0,0,0,0,0,0,0,0,408.5,2206.52,0,0,,
Hope Park 74-108 [Even],4404,0,0,3348.05,908.53,0,206.11,0,0,0,0,0,0,0,0,0,0,0,375.87,7729.33,0,0,,
Amesbury Avenue 15 Flat 1&2,368,0,0,0,122.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 41 Flat 1&2,405,0,0,0,45.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 45 Flat 1&2,405,0,0,0,110.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 51 Flats 1 & 2,355,0,0,0,110.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 71 Flat 1&2,372,0,0,0,86.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 79 Flat 1&2,355,0,0,0,91.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 85 Flat 1&2,397,0,0,0,86.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 86-88,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.07,0,0,,
Amesbury Avenue 103 A&B,359,0,0,0,140.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 117 Flat 1&2,346,0,0,0,110.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 137 Flats 1& 2,359,0,0,0,99.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 138-140,388,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 158-160,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,
Amesbury Avenue 166 Flat 1&2,400,0,0,0,110.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 197 A&B,384,0,0,0,111.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 205a-217a Odd,1656,0,0,1529.28,324.46,869.2,0,0,0,0,0,0,0,221.57,0,0,0,0,0,818.26,0,0,,
Amesbury Avenue 256a-260a,739,0,0,682.45,0,0,0,0,0,0,0,0,0,356.04,0,0,0,0,0,80.03,0,0,,
Barcombe Avenue 7 Flats 1 & 2,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.37,0,0,,
Barcombe Avenue 13 Flats 1-2,392,0,0,0,110.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640.81,0,0,,
Barcombe Avenue 57 Flats 1-2,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487.75,0,0,,
Barcombe Avenue 61 Flats 1-2,354,0,0,0,110.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539.29,0,0,,
Barcombe Avenue 69 Flats 1-2,405,0,0,0,110.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,773.29,0,0,,
Barcombe Avenue 72 1 & 2,392,0,0,0,110.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1704.36,0,0,,
Barcombe Avenue 92 Flats 1-2,376,0,0,0,202.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.99,0,0,,
Barcombe Avenue 102  1-2,409,0,0,0,103.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.42,0,0,,
Barcombe Avenue 109 1-2,400,0,0,0,123.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490.54,0,0,,
Barcombe Avenue 132-134,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.45,0,0,,
Barcombe Avenue 133-135,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.49,0,0,,
Barcombe Avenue 144-146,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.77,0,0,,
Barcombe Avenue 145-147,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.71,0,0,,
Barcombe Avenue 149-151,443,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Barcombe Avenue 156-158,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491.45,0,0,,
Barcombe Avenue 160-162,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.19,0,0,,
Barcombe Avenue 168-170,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Barcombe Avenue 172  1 & 2,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7936.82,0,0,,
Barcombe Avenue 191-193,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.62,0,0,,
Barcombe Avenue 227-229,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.61,0,0,,
Barcombe Avenue 232-234,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,578.65,0,0,,
Barcombe Avenue 231-233,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.08,0,0,,
Barcombe Avenue 90 Flats 1-2,380,0,0,0,102.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Cricklade Avenue 35 A & B,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Cricklade Avenue 104 A-D,868,0,0,801.58,153.26,0,0,0,0,0,0,0,0,154.33,0,0,0,0,0,391.57,0,0,,
Cricklade Avenue 106 A-D,889,0,0,820.97,-961.38,705.24,0,0,0,0,0,0,0,0,0,0,0,0,0,798.97,0,0,,
Cricklade Avenue 108 A-D,868,0,0,801.58,154.14,0,0,763.36,0,0,0,0,0,154.33,0,0,0,0,0,459.45,0,0,,
Cricklade Avenue 112 A-D,868,0,0,801.58,166.15,746.23,0,0,0,0,0,0,0,154.33,0,0,0,0,0,3447.19,0,0,,
Cricklade Avenue 114 A-D,868,0,0,801.58,162.43,746.23,0,0,0,0,0,0,0,154.33,0,0,0,0,0,344.58,0,0,,
Cricklade Avenue 116 A-D,868,0,0,801.58,173.96,746.23,0,0,0,0,0,0,0,154.33,0,0,0,0,0,246.13,0,0,,
Cricklade Avenue 118 A-D,868,0,0,801.58,176.62,746.23,0,0,0,0,0,0,0,154.33,0,0,0,0,0,1414.2,0,0,,
Downton Avenue 104 1-3,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.13,0,0,,
Hailsham Avenue 9 And 11,413,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,76.57,0,0,,
Hailsham Avenue 14-16,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345.09,0,0,,
Hailsham Avenue 38-40,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.87,0,0,,
Hailsham Avenue 118-120,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.94,0,0,,
Hailsham Avenue 134-136,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.37,0,0,,
Hailsham Avenue 174 & 176,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.04,0,0,,
Hillside Road 44-46,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342.62,0,0,,
Hillside Road 52-54,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.91,0,0,,
Hillside Road 88-90,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.28,0,0,,
Hillside Road 96-98,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.61,0,0,,
Keymer Road 6 & 8,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1039.75,0,0,,
Keymer Road 14 & 16,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.98,0,0,,
Keymer Road 46-48,384,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Lydhurst Avenue 1 & 3,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582.93,0,0,,
Lydhurst Avenue 2-8,904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009.07,0,0,,
Lydhurst Avenue 14-16,388,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,493.52,0,0,,
Lydhurst Avenue 30&32,400,0,0,0,0,0,0,0,0,0,0,211.48,0,0,0,0,0,0,0,0,0,0,,
Lydhurst Avenue 49 & 51,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,474.76,0,0,,
Lydhurst Avenue 89-91,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.9,0,0,,
Lydhurst Avenue 121-123,465,0,0,0,0,0,0,0,0,0,0,105.74,0,0,0,0,0,0,0,0,0,0,,
Mount Nod Road 41-52,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193.54,0,0,,
Streatham Hill 53 Flats 1-6,1692,0,0,1562.52,0,828.21,0,0,0,0,0,0,0,154.33,0,0,0,0,0,1334,0,0,,
Streatham Hill 57-71 Odd,4043,0,0,3733.62,1115.36,1861.39,0,0,0,0,0,0,0,308.65,0,0,0,0,0,3137.51,0,0,,
Streatham Hill 89-101 Odd,4105,0,0,3790.87,1884.42,0,0,0,0,0,0,211.48,0,1265.9,0,0,0,0,0,11025.91,0,0,,
Streatham Hill 105-109,1593,0,0,1471.1,0,0,0,0,0,0,0,0,0,491.25,0,0,0,0,0,1930.55,0,0,,
Barcombe Avenue 791&2,392,0,0,0,110.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544.19,0,0,,
Barcombe Avenue 19-29,1644,0,0,1518.2,0,0,0,763.36,0,0,0,0,0,356.04,0,0,0,0,0,2324.54,0,0,,
Barcombe Avenue 20-30,1644,0,0,1518.2,1929.66,0,0,763.36,0,0,0,105.74,0,154.33,0,0,0,0,0,246.13,0,0,,
Barcombe Avenue 44 Flats 1-2,507,0,0,0,110.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516.32,0,0,,
Amesbury Avenue 25 Flats 1 & 2,417,0,0,0,121.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Amesbury Avenue 19 Flats 1 & 2,396,0,0,0,78.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Barcombe Avenue 110  A & B,409,0,0,0,280.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388.32,0,0,,
