Property Ref,Bed Size,Block Reference,Estate Reference,Block Definition Code (Used for Service Charges)
602517,2,STR006438,EB113,BD000030
602518,2,STR006438,EB113,BD000030
602519,2,STR006438,EB113,BD000030
602520,2,STR006439,EB113,
604731,2,STR006435,ENCS2,
604740,2,STR006515,ENCS2,
652760,2,STR000681,EA062,
652761,2,STR000681,EA062,
652762,2,STR000681,EA062,
652763,2,STR000681,EA062,
652764,2,STR000681,EA062,
652765,2,STR000681,EA062,
652766,2,STR000681,EA062,
652767,2,STR000681,EA062,
652768,2,STR000681,EA062,
652769,2,STR000681,EA062,
652770,2,STR000681,EA062,
652771,2,STR000681,EA062,
652772,2,STR000681,EA062,
652773,2,STR000681,EA062,
652774,2,STR000681,EA062,
652776,2,STR000681,EA062,
619748,2,STR004462,ENNL7,BD001010
615748,2,STR012435,EA081,
615749,2,STR012435,EA081,BD000583
615752,2,STR012435,EA081,BD000583
615753,2,STR012435,EA081,
615754,2,STR012435,EA081,
615757,2,STR012435,EA081,
615809,2,STR013259,EA081,
615810,2,STR013260,EA081,
615811,2,STR013261,EA081,
615812,2,STR013262,EA081,
615813,2,STR012183,EA081,
615814,2,STR013263,EA081,
615815,2,STR013264,EA081,BD000583
615816,2,STR012184,EA081,
615817,2,STR013265,EA081,BD000583
615818,2,STR013266,EA081,BD000583
615819,2,STR013267,EA081,BD000583
615820,2,STR012185,EA081,BD000583
615821,2,STR013268,EA081,BD000583
615822,2,STR013269,EA081,
615823,2,STR013270,EA081,
615824,2,STR013271,EA081,BD000583
618980,2,STR004568,ENNL6,BD000910
618983,2,STR004568,ENNL6,
618984,2,STR004855,ENNL6,
618988,2,STR017109,ENNL6,
618991,2,STR017109,ENNL6,
618992,2,STR017110,ENNL6,
618996,2,STR004857,ENNL6,
618998,2,STR004857,ENNL6,
619385,2,STR007541,ENNL6,
620284,2,STR013063,ENNL6,BD001041
620285,2,STR013064,ENNL6,BD001041
620345,2,STR004322,ENNL6,BD001051
620346,2,STR004322,ENNL6,
620366,2,STR017062,ENNL6,
621624,2,STR017068,ENNL6,
656921,2,STR005083,ENNL4,
670186,2,STR005083,ENNL4,
670187,2,STR005083,ENNL4,BD003466
670200,2,STR005085,ENNL4,
661068,2,STR000438,EA118,
661069,2,STR000438,EA118,
661072,2,STR000438,EA118,BD003177
661073,2,STR000438,EA118,
661076,2,STR000438,EA118,
661077,2,STR000438,EA118,BD003177
661081,2,STR000438,EA118,BD003177
661084,2,STR000438,EA118,
661085,2,STR000438,EA118,BD003177
661116,2,STR000128,EA118,BD003178
661134,2,STR000128,EA118,
661137,2,STR000128,EA118,BD003178
661140,2,STR000128,EA118,BD003178
661146,2,STR000128,EA118,
661149,2,STR000128,EA118,
661151,2,STR000128,EA118,BD003178
661152,2,STR000128,EA118,BD003178
661154,2,STR000128,EA118,BD003178
661155,2,STR000128,EA118,BD003178
661156,2,STR000128,EA118,BD003178
661157,2,STR000128,EA118,BD003178
661159,2,STR000128,EA118,BD003178
661160,2,STR000128,EA118,
661161,2,STR000128,EA118,
602522,2,STR006445,ENCS2,
602524,2,STR006445,ENCS2,BD000031
605184,2,STR014662,ENCS2,
606055,2,STR014663,ENCS2,
660638,2,STR000245,EA043,
660643,2,STR000245,EA043,
660648,2,STR000245,EA043,
660653,2,STR000245,EA043,
660658,2,STR000245,EA043,
660659,2,STR000245,EA043,BD003139
660663,2,STR000245,EA043,
660668,2,STR000245,EA043,BD003139
660673,2,STR000245,EA043,
660678,2,STR000245,EA043,
660683,2,STR000245,EA043,BD003139
660688,2,STR000245,EA043,
660693,2,STR000245,EA043,
660698,2,STR000245,EA043,
660703,2,STR000245,EA043,
660707,2,STR000245,EA043,BD003139
660712,2,STR000245,EA043,
660717,2,STR000245,EA043,
660722,2,STR000245,EA043,BD003139
654416,2,STR000475,EA117,
654417,2,STR000475,EA117,
654418,2,STR000475,EA117,
654419,2,STR000475,EA117,BD002859
654420,2,STR000475,EA117,
654421,2,STR000475,EA117,
654422,2,STR000475,EA117,
654423,2,STR000475,EA117,BD002859
654425,2,STR000475,EA117,
654426,2,STR000475,EA117,
654427,2,STR000475,EA117,BD002859
654428,2,STR000475,EA117,
654429,2,STR000475,EA117,
654430,2,STR000475,EA117,
654431,2,STR000475,EA117,
654433,2,STR000475,EA117,BD002859
654434,2,STR000475,EA117,
654435,2,STR000475,EA117,
654436,2,STR000475,EA117,
654437,2,STR000475,EA117,BD002859
654438,2,STR000475,EA117,
654439,2,STR000475,EA117,BD002859
654441,2,STR000475,EA117,
654442,2,STR000475,EA117,
654443,2,STR000475,EA117,
654444,2,STR000475,EA117,
654445,2,STR000475,EA117,BD002859
654446,2,STR000475,EA117,BD002859
654447,2,STR000475,EA117,BD002859
654449,2,STR000475,EA117,
654450,2,STR000475,EA117,
654451,2,STR000475,EA117,
654452,2,STR000475,EA117,
654453,2,STR000475,EA117,
654454,2,STR000475,EA117,
654455,2,STR000475,EA117,
654456,2,STR000475,EA117,
654457,2,STR000475,EA117,
654458,2,STR000475,EA117,
601775,2,STR000284,EA052,
601776,2,STR000284,EA052,
601777,2,STR000284,EA052,
601778,2,STR000284,EA052,
601779,2,STR000284,EA052,BD000028
601780,2,STR000284,EA052,
601781,2,STR000284,EA052,
601782,2,STR000284,EA052,
601783,2,STR000284,EA052,
601784,2,STR000284,EA052,
601785,2,STR000284,EA052,BD000028
601786,2,STR000284,EA052,
601787,2,STR000284,EA052,BD000028
601788,2,STR000284,EA052,
601789,2,STR000284,EA052,BD000028
601790,2,STR000284,EA052,
601791,2,STR000284,EA052,
601792,2,STR000284,EA052,
601793,2,STR000284,EA052,
601794,2,STR000284,EA052,
601795,2,STR000284,EA052,
601796,2,STR000284,EA052,BD000028
601797,2,STR000284,EA052,
601798,2,STR000284,EA052,BD000028
601799,2,STR000284,EA052,
601800,2,STR000284,EA052,
601801,2,STR000284,EA052,
601802,2,STR000284,EA052,
601803,2,STR000284,EA052,BD000028
601804,2,STR000284,EA052,BD000028
601805,2,STR000284,EA052,
601806,2,STR000284,EA052,
601807,2,STR000284,EA052,
601808,2,STR000284,EA052,
601809,2,STR000284,EA052,
601810,2,STR000284,EA052,
601811,2,STR000284,EA052,
601812,2,STR000284,EA052,
601813,2,STR000284,EA052,
601814,2,STR000284,EA052,BD000028
652443,2,STR000715,EA026,BD002806
652448,2,STR000715,EA026,
652455,2,STR000715,EA026,
652457,2,STR000715,EA026,
652460,2,STR000715,EA026,
652467,2,STR000715,EA026,
652469,2,STR000715,EA026,
652472,2,STR000715,EA026,
652481,2,STR000715,EA026,
652485,2,STR000715,EA026,
652486,2,STR000715,EA026,
652489,2,STR000715,EA026,
652490,2,STR000715,EA026,
652493,2,STR000715,EA026,
652495,2,STR000715,EA026,
652496,2,STR000715,EA026,
652498,2,STR000715,EA026,
652500,2,STR000715,EA026,
652502,2,STR000715,EA026,
652503,2,STR000715,EA026,
652504,2,STR000715,EA026,
652505,2,STR000715,EA026,
652506,2,STR000715,EA026,
652512,2,STR000715,EA026,
652513,2,STR000715,EA026,
652520,2,STR000715,EA026,BD002806
652521,2,STR000715,EA026,BD002806
652528,2,STR000715,EA026,
652529,2,STR000715,EA026,
652533,2,STR000715,EA026,
652534,2,STR000715,EA026,BD002806
652541,2,STR000715,EA026,
652542,2,STR000715,EA026,
652549,2,STR000715,EA026,BD002806
652550,2,STR000715,EA026,BD002806
652555,2,STR000715,EA026,
652556,2,STR000715,EA026,BD002806
652557,2,STR000715,EA026,
652558,2,STR000715,EA026,BD002806
652559,2,STR000715,EA026,
652560,2,STR000715,EA026,
652562,2,STR000715,EA026,
652564,2,STR000715,EA026,
652566,2,STR000715,EA026,
652567,2,STR000715,EA026,BD002806
652569,2,STR000715,EA026,
652572,2,STR000715,EA026,BD002806
652573,2,STR000715,EA026,
652576,2,STR000715,EA026,BD002806
652577,2,STR000715,EA026,BD002806
652590,2,STR000715,EA026,
652593,2,STR000715,EA026,
652595,2,STR000715,EA026,BD002806
652602,2,STR000715,EA026,
652605,2,STR000715,EA026,
652607,2,STR000715,EA026,
652614,2,STR000715,EA026,BD002806
652619,2,STR000715,EA026,BD002806
652621,2,STR000715,EA026,BD002806
619389,2,STR017644,ENNL7,BD000962
619642,2,STR004464,ENNL7,
619693,2,STR004465,ENNL7,
619697,2,STR017112,ENNL7,
656343,2,STR003901,EA087,BD002926
653429,2,STR000281,EA124,
653434,2,STR000281,EA124,BD002826
653437,2,STR000281,EA124,BD002826
653438,2,STR000281,EA124,BD002826
653439,2,STR000281,EA124,BD002826
653441,2,STR000281,EA124,
653442,2,STR000281,EA124,BD002826
653444,2,STR000281,EA124,BD002826
653446,2,STR000281,EA124,
653447,2,STR000281,EA124,
653449,2,STR000281,EA124,
653451,2,STR000281,EA124,BD002826
664277,2,STR011636,ENCS4,
664278,2,STR011637,ENCS4,
664279,2,STR011638,ENCS4,
664280,2,STR011639,ENCS4,
664323,2,STR011645,ENCS4,
664324,2,STR011646,ENCS4,
664325,2,STR011647,ENCS4,
664326,2,STR007562,ENCS4,
664328,2,STR011668,ENCS4,
664351,2,STR011674,ENCS4,
664352,2,STR006097,ENCS4,
664353,2,STR011675,ENCS4,
664354,2,STR011676,ENCS4,
664355,2,STR011677,ENCS4,
664357,2,STR011702,ENCS4,
607745,2,STR000353,EA068,BD000309
607746,2,STR000353,EA068,BD000309
607747,2,STR000353,EA068,
607749,2,STR000353,EA068,
607750,2,STR000353,EA068,BD000309
607753,2,STR000353,EA068,
607754,2,STR000353,EA068,
607755,2,STR000353,EA068,BD000309
607757,2,STR000353,EA068,
607758,2,STR000353,EA068,BD000309
607759,2,STR000353,EA068,BD000309
607760,2,STR000353,EA068,BD000309
607761,2,STR000353,EA068,BD000309
607764,2,STR000353,EA068,BD000309
607765,2,STR000353,EA068,
607766,2,STR000353,EA068,BD000309
659291,2,STR000769,EA102,
659292,2,STR000769,EA102,
659293,2,STR000769,EA102,
659294,2,STR000769,EA102,
659295,2,STR000769,EA102,
659296,2,STR000769,EA102,
659297,2,STR000769,EA102,
659298,2,STR000769,EA102,
659309,2,STR000769,EA102,
659310,2,STR000769,EA102,
659311,2,STR000769,EA102,
659312,2,STR000769,EA102,
659313,2,STR000769,EA102,BD003088
659314,2,STR000769,EA102,
659315,2,STR000769,EA102,
659316,2,STR000769,EA102,
659317,2,STR000769,EA102,
659318,2,STR000769,EA102,
659319,2,STR000769,EA102,
659320,2,STR000769,EA102,BD003088
659321,2,STR000769,EA102,
659322,2,STR000769,EA102,BD003088
659323,2,STR000769,EA102,BD003088
659324,2,STR000769,EA102,
659325,2,STR000769,EA102,
659326,2,STR000769,EA102,
659327,2,STR000769,EA102,BD003088
659328,2,STR000769,EA102,
659329,2,STR000769,EA102,
659330,2,STR000769,EA102,
659331,2,STR000769,EA102,
659332,2,STR000769,EA102,BD003088
659333,2,STR000769,EA102,BD003088
659334,2,STR000769,EA102,
659335,2,STR000769,EA102,
659336,2,STR000769,EA102,
659337,2,STR000769,EA102,BD003088
659339,2,STR000769,EA102,
659340,2,STR000769,EA102,
659341,2,STR000769,EA102,
659342,2,STR000769,EA102,BD003088
659343,2,STR000769,EA102,
659344,2,STR000769,EA102,
659345,2,STR000769,EA102,
659346,2,STR000769,EA102,
659347,2,STR000769,EA102,
659348,2,STR000769,EA102,
659349,2,STR000769,EA102,
659350,2,STR000769,EA102,BD003088
659351,2,STR000769,EA102,
659352,2,STR000769,EA102,
659353,2,STR000769,EA102,BD003088
659354,2,STR000769,EA102,
659355,2,STR000769,EA102,
659356,2,STR000769,EA102,
659357,2,STR000769,EA102,
659358,2,STR000769,EA102,BD003088
659359,2,STR000769,EA102,
659360,2,STR000769,EA102,
659361,2,STR000769,EA102,
659362,2,STR000769,EA102,BD003088
659363,2,STR000769,EA102,
659364,2,STR000769,EA102,
659365,2,STR000769,EA102,BD003088
659366,2,STR000769,EA102,
659367,2,STR000769,EA102,BD003088
659368,2,STR000769,EA102,BD003088
659369,2,STR000769,EA102,BD003088
659370,2,STR000769,EA102,
659371,2,STR000769,EA102,
659372,2,STR000769,EA102,BD003088
659372,2,STR000769,EA102,BD003088
659373,2,STR000769,EA102,
659374,2,STR000769,EA102,
659375,2,STR000769,EA102,BD003088
659376,2,STR000769,EA102,
659377,2,STR000769,EA102,BD003088
659378,2,STR000769,EA102,
659379,2,STR000769,EA102,
659380,2,STR000769,EA102,
659381,2,STR000769,EA102,
659382,2,STR000769,EA102,
659383,2,STR000769,EA102,
659384,2,STR000769,EA102,
659385,2,STR000769,EA102,
659386,2,STR000769,EA102,
659387,2,STR000769,EA102,
659388,2,STR000769,EA102,
659389,2,STR000769,EA102,BD003088
659390,2,STR000769,EA102,
677599,2,STR000769,EA102,
660090,2,STR000832,EA128,BD003126
660093,2,STR000832,EA128,BD003126
660094,2,STR000832,EA128,BD003126
660098,2,STR000832,EA128,BD003126
660101,2,STR000832,EA128,
660102,2,STR000832,EA128,
660106,2,STR000832,EA128,BD003126
660113,2,STR000832,EA128,BD003126
660117,2,STR000832,EA128,
660118,2,STR000832,EA128,
660121,2,STR000832,EA128,
600164,2,STR000274,EA047,
600166,2,STR000274,EA047,BD000004
600168,2,STR000274,EA047,BD000004
600170,2,STR000274,EA047,
600171,2,STR017274,EA047,
600173,2,STR017274,EA047,BD000004
600175,2,STR017274,EA047,BD000004
600177,2,STR017274,EA047,BD000004
652623,2,STR000138,EA026,
652624,2,STR000138,EA026,
652625,2,STR000138,EA026,
652626,2,STR000138,EA026,
652627,2,STR000138,EA026,
652628,2,STR000138,EA026,
652629,2,STR000138,EA026,BD002807
652630,2,STR000138,EA026,
652632,2,STR000138,EA026,
652633,2,STR000138,EA026,
652634,2,STR000138,EA026,BD002807
652635,2,STR000138,EA026,
667905,2,STR000375,EA117,
667906,2,STR000375,EA117,
667907,2,STR000375,EA117,BD003353
667908,2,STR000375,EA117,BD003353
667909,2,STR000375,EA117,BD003353
667914,2,STR000375,EA117,
667915,2,STR000375,EA117,
667916,2,STR000375,EA117,
667917,2,STR000375,EA117,
667918,2,STR000375,EA117,BD003353
667923,2,STR000375,EA117,
667928,2,STR000375,EA117,
667929,2,STR000375,EA117,BD003353
667930,2,STR000375,EA117,
667931,2,STR000375,EA117,
667936,2,STR000375,EA117,
667937,2,STR000375,EA117,
667938,2,STR000375,EA117,
667939,2,STR000375,EA117,
667940,2,STR000375,EA117,
667945,2,STR000375,EA117,
667946,2,STR000375,EA117,
667947,2,STR000375,EA117,BD003353
667948,2,STR000375,EA117,
667949,2,STR000375,EA117,BD003353
76216,2,STR003685,EA117,
76218,2,STR003685,EA117,
78148,2,STR000837,EA104,
78308,2,STR0200282,ENNL7,
78311,2,STR0200283,ENNL7,
640629,2,STR002391,ENCS7,
640630,2,STR011375,ENCS7,
640631,2,STR011376,ENCS7,
644372,2,STR006279,ENBR1,BD002463
644828,2,STR001162,ENBR1,
670741,2,STR001101,ENBR4,BD003382
686280,2,STR001162,ENBR1,BD002518
667957,2,STR000812,EA127,
667958,2,STR000812,EA127,BD003354
667959,2,STR000812,EA127,
667960,2,STR000812,EA127,BD003354
667961,2,STR000812,EA127,BD003354
608076,2,STR000604,EA123,
608077,2,STR000604,EA123,
608078,2,STR000604,EA123,
608079,2,STR000604,EA123,
608080,2,STR000604,EA123,
608081,2,STR000604,EA123,
608082,2,STR000604,EA123,
608083,2,STR000604,EA123,
608084,2,STR000604,EA123,
608085,2,STR000604,EA123,BD000323
608086,2,STR000604,EA123,
608087,2,STR000604,EA123,
608088,2,STR000604,EA123,
608089,2,STR000604,EA123,BD000323
608090,2,STR000604,EA123,BD000323
608095,2,STR000604,EA123,
608096,2,STR000604,EA123,BD000323
608097,2,STR000604,EA123,
608098,2,STR000604,EA123,
608099,2,STR000604,EA123,
608100,2,STR000604,EA123,BD000323
608101,2,STR000604,EA123,
608102,2,STR000604,EA123,
608103,2,STR000604,EA123,
608104,2,STR000604,EA123,BD000323
608105,2,STR000604,EA123,
608106,2,STR000604,EA123,
608111,2,STR000604,EA123,
608112,2,STR000604,EA123,
608113,2,STR000604,EA123,
608114,2,STR000604,EA123,
608115,2,STR000604,EA123,
608116,2,STR000604,EA123,
608117,2,STR000604,EA123,
608118,2,STR000604,EA123,
608119,2,STR000604,EA123,
608120,2,STR000604,EA123,
608121,2,STR000604,EA123,BD000323
608122,2,STR000604,EA123,BD000323
608127,2,STR000604,EA123,
608128,2,STR000604,EA123,
608129,2,STR000604,EA123,
608130,2,STR000604,EA123,
608131,2,STR000604,EA123,
608132,2,STR000604,EA123,
608133,2,STR000604,EA123,
608134,2,STR000604,EA123,
608135,2,STR000604,EA123,
608136,2,STR000604,EA123,
608137,2,STR000604,EA123,
608138,2,STR000604,EA123,BD000323
608143,2,STR000604,EA123,
608144,2,STR000604,EA123,
608145,2,STR000604,EA123,
608146,2,STR000604,EA123,BD000323
608147,2,STR000604,EA123,
608148,2,STR000604,EA123,
608149,2,STR000604,EA123,
608150,2,STR000604,EA123,
608151,2,STR000604,EA123,
608152,2,STR000604,EA123,
608153,2,STR000604,EA123,
608154,2,STR000604,EA123,
609386,2,STR000604,EA123,
649411,2,STR003135,EA121,
649412,2,STR003135,EA121,
649415,2,STR003135,EA121,
649417,2,STR003135,EA121,
649430,2,STR003136,EA121,
649431,2,STR003136,EA121,
649433,2,STR003136,EA121,
649434,2,STR003136,EA121,
649435,2,STR003136,EA121,
617940,2,STR004295,ENBR7,
640649,2,STR000318,EB003,BD002243
640650,2,STR000318,EB003,
640651,2,STR000318,EB003,BD002243
640652,2,STR000318,EB003,BD002243
640653,2,STR000318,EB003,
640654,2,STR000318,EB003,
640655,2,STR000318,EB003,
640656,2,STR000318,EB003,BD002243
640658,2,STR000318,EB003,
640659,2,STR000318,EB003,
640660,2,STR000318,EB003,
640662,2,STR000318,EB003,
640663,2,STR000318,EB003,
640664,2,STR000318,EB003,
640665,2,STR000318,EB003,
640666,2,STR000318,EB003,
619003,2,STR004297,ENBR7,BD000912
619034,2,STR004302,ENBR7,
619039,2,STR017130,ENBR7,
619040,2,STR017130,ENBR7,
619041,2,STR017131,ENBR7,BD000916
619042,2,STR017131,ENBR7,BD000916
619046,2,STR017132,ENBR7,BD000918
619052,2,STR017133,ENBR7,
620028,2,STR011389,ENBR7,
679565,2,STR017869,ENBR7,
679611,2,STR004133,ENBR7,
693632,2,STR004133,ENBR7,
645415,2,STR000563,EA004,BD002619
645416,2,STR000563,EA004,
645418,2,STR000563,EA004,BD002619
645421,2,STR000563,EA004,
645422,2,STR000563,EA004,
645424,2,STR000563,EA004,
645425,2,STR000563,EA004,
645427,2,STR000563,EA004,
645428,2,STR000563,EA004,
645429,2,STR000563,EA004,
645430,2,STR000563,EA004,
645433,2,STR000563,EA004,BD002619
645434,2,STR000563,EA004,
645435,2,STR000563,EA004,
645436,2,STR000563,EA004,
645437,2,STR000563,EA004,BD002619
645439,2,STR000563,EA004,
645440,2,STR000563,EA004,
645441,2,STR000563,EA004,BD002619
645442,2,STR000563,EA004,
645445,2,STR000563,EA004,
645446,2,STR000563,EA004,
645448,2,STR000563,EA004,
645449,2,STR000563,EA004,
645451,2,STR000563,EA004,
645452,2,STR000563,EA004,BD002619
645453,2,STR000563,EA004,BD002619
645454,2,STR000563,EA004,
645456,2,STR000563,EA004,BD002619
645457,2,STR000563,EA004,
645458,2,STR000563,EA004,
645459,2,STR000563,EA004,
645462,2,STR000563,EA004,
645463,2,STR000563,EA004,BD002619
645464,2,STR000563,EA004,
645465,2,STR000563,EA004,
645466,2,STR000563,EA004,BD002619
645467,2,STR000563,EA004,BD002619
645468,2,STR000563,EA004,
645469,2,STR000563,EA004,
645470,2,STR000563,EA004,
645471,2,STR000563,EA004,
645472,2,STR000563,EA004,
645473,2,STR000563,EA004,BD002619
645474,2,STR000563,EA004,
645475,2,STR000563,EA004,BD002619
645476,2,STR000563,EA004,BD002619
645478,2,STR000563,EA004,BD002619
645479,2,STR000563,EA004,BD002619
645480,2,STR000563,EA004,BD002619
645483,2,STR000563,EA004,
645484,2,STR000563,EA004,BD002619
645486,2,STR000563,EA004,BD002619
645487,2,STR000563,EA004,
645488,2,STR000563,EA004,
645490,2,STR000563,EA004,BD002619
645491,2,STR000563,EA004,
645492,2,STR000563,EA004,
645494,2,STR000563,EA004,BD002619
645496,2,STR000563,EA004,
645497,2,STR000563,EA004,
645498,2,STR000563,EA004,
645499,2,STR000563,EA004,BD002619
645502,2,STR000563,EA004,BD002619
645503,2,STR000563,EA004,
645504,2,STR000563,EA004,
645505,2,STR000563,EA004,BD002619
645506,2,STR000563,EA004,BD002619
645507,2,STR000563,EA004,
645508,2,STR000563,EA004,
645510,2,STR000563,EA004,
645511,2,STR000563,EA004,BD002619
645512,2,STR000563,EA004,BD002619
645513,2,STR000563,EA004,
645514,2,STR000563,EA004,
645515,2,STR000563,EA004,
645516,2,STR000563,EA004,
645517,2,STR000563,EA004,BD002619
645518,2,STR000563,EA004,
645519,2,STR000563,EA004,BD002619
645520,2,STR000563,EA004,
645521,2,STR000563,EA004,BD002619
645522,2,STR000563,EA004,
645523,2,STR000563,EA004,
645525,2,STR000563,EA004,
645526,2,STR000563,EA004,BD002619
645527,2,STR000563,EA004,BD002619
645528,2,STR000563,EA004,BD002619
645529,2,STR000563,EA004,
645531,2,STR000563,EA004,BD002619
645532,2,STR000563,EA004,
645533,2,STR000563,EA004,
645534,2,STR000563,EA004,
645535,2,STR000563,EA004,
643911,2,STR000228,EB004,
643914,2,STR000228,EB004,BD002439
643915,2,STR000228,EB004,BD002439
643917,2,STR000228,EB004,BD002439
643919,2,STR000228,EB004,
643921,2,STR000228,EB004,
643925,2,STR000228,EB004,
643927,2,STR000228,EB004,
643928,2,STR000228,EB004,
643929,2,STR000228,EB004,
643933,2,STR000228,EB004,BD002439
643935,2,STR000228,EB004,
643937,2,STR000228,EB004,
644383,2,STR005528,ENBR1,BD002466
619058,2,STR001845,ENBR5,BD000920
641458,2,STR000221,EA032,
641466,2,STR000221,EA032,
641470,2,STR000221,EA032,BD002284
641474,2,STR000221,EA032,
641478,2,STR000221,EA032,
641482,2,STR000221,EA032,
641486,2,STR000221,EA032,
641490,2,STR000221,EA032,BD002284
641494,2,STR000221,EA032,
641498,2,STR000221,EA032,
641502,2,STR000221,EA032,BD002284
619066,2,STR017586,ENBR5,
640594,2,STR000139,EB007,BD002235
640595,2,STR000139,EB007,BD002235
640596,2,STR000139,EB007,BD002235
640597,2,STR000139,EB007,
640598,2,STR000139,EB007,
640600,2,STR011579,EB007,
620797,2,STR000445,EA115,
620800,2,STR000445,EA115,
620801,2,STR000445,EA115,
620804,2,STR000445,EA115,
620807,2,STR000445,EA115,BD001079
620808,2,STR000445,EA115,BD001079
620811,2,STR000445,EA115,
620814,2,STR000445,EA115,
620815,2,STR000445,EA115,BD001079
620816,2,STR000445,EA115,
620818,2,STR000445,EA115,
620821,2,STR000445,EA115,
620822,2,STR000445,EA115,BD001079
640173,2,STR000802,EA083,
640174,2,STR000802,EA083,
640175,2,STR000802,EA083,
640176,2,STR000802,EA083,
640177,2,STR000802,EA083,
640178,2,STR000802,EA083,
640179,2,STR000802,EA083,
640180,2,STR000802,EA083,
640181,2,STR000802,EA083,
640182,2,STR000802,EA083,BD002203
640183,2,STR000802,EA083,
640184,2,STR000802,EA083,
640185,2,STR000802,EA083,
640186,2,STR000802,EA083,
640187,2,STR000802,EA083,BD002203
640188,2,STR000802,EA083,
640189,2,STR000802,EA083,
640190,2,STR000802,EA083,
640191,2,STR000802,EA083,
640192,2,STR000802,EA083,
640193,2,STR000802,EA083,
640194,2,STR000802,EA083,BD002203
640195,2,STR000802,EA083,BD002203
640196,2,STR000802,EA083,BD002203
640197,2,STR000802,EA083,BD002203
640198,2,STR000802,EA083,
640199,2,STR000802,EA083,
640200,2,STR000802,EA083,BD002203
640201,2,STR000802,EA083,BD002203
640202,2,STR000802,EA083,BD002203
640203,2,STR000802,EA083,
640204,2,STR000802,EA083,
640205,2,STR000802,EA083,
640206,2,STR000802,EA083,BD002203
640207,2,STR000802,EA083,
640208,2,STR000802,EA083,
640209,2,STR000802,EA083,BD002203
640210,2,STR000802,EA083,
640211,2,STR000802,EA083,
640212,2,STR000802,EA083,BD002203
640675,2,STR000508,EA012,BD002245
640677,2,STR000508,EA012,BD002245
640679,2,STR000508,EA012,
640681,2,STR000508,EA012,BD002245
640683,2,STR000508,EA012,
640685,2,STR000508,EA012,BD002245
640687,2,STR000508,EA012,
640689,2,STR000508,EA012,
640691,2,STR000508,EA012,
640693,2,STR000508,EA012,
640695,2,STR000508,EA012,
640697,2,STR000508,EA012,
641662,2,STR000465,EA101,
641663,2,STR000465,EA101,
641666,2,STR000465,EA101,
641670,2,STR000465,EA101,
641674,2,STR000465,EA101,
641678,2,STR000465,EA101,
641682,2,STR000465,EA101,BD002287
641686,2,STR000465,EA101,
641690,2,STR000465,EA101,
641694,2,STR000465,EA101,
641698,2,STR000465,EA101,
641702,2,STR000465,EA101,
641706,2,STR000465,EA101,
641710,2,STR000465,EA101,
641714,2,STR000465,EA101,
644889,2,STR011768,ENBR1,
644890,2,STR011768,ENBR1,
644891,2,STR011768,ENBR1,BD002531
644893,2,STR011769,ENBR1,
644894,2,STR011769,ENBR1,BD002532
644895,2,STR011769,ENBR1,
644896,2,STR011770,ENBR1,BD002533
644897,2,STR011770,ENBR1,
644898,2,STR011770,ENBR1,
644922,2,STR005534,ENBR1,
644923,2,STR005534,ENBR1,
644924,2,STR005534,ENBR1,
644925,2,STR011760,ENBR1,
644926,2,STR011760,ENBR1,
644927,2,STR011760,ENBR1,
644942,2,STR011761,ENBR1,
644943,2,STR011761,ENBR1,
644944,2,STR011761,ENBR1,BD002542
644962,2,STR011762,ENBR1,
644963,2,STR011762,ENBR1,BD002545
644964,2,STR011762,ENBR1,BD002545
644981,2,STR006281,ENBR1,BD002549
644982,2,STR006281,ENBR1,
645020,2,STR011763,ENBR1,
645021,2,STR011763,ENBR1,BD002553
645022,2,STR011763,ENBR1,BD002553
645027,2,STR011764,ENBR1,
645028,2,STR011764,ENBR1,
645029,2,STR011764,ENBR1,
645030,2,STR011765,ENBR1,
645031,2,STR011765,ENBR1,
645032,2,STR011765,ENBR1,
645033,2,STR011766,ENBR1,BD002554
645034,2,STR011766,ENBR1,BD002554
645035,2,STR011766,ENBR1,
645036,2,STR011767,ENBR1,
645037,2,STR011767,ENBR1,BD003674
645038,2,STR011767,ENBR1,
645063,2,STR006272,ENBR1,
645064,2,STR006272,ENBR1,
641510,2,STR000544,EA032,
641514,2,STR000544,EA032,
641518,2,STR000544,EA032,
641522,2,STR000544,EA032,
641526,2,STR000544,EA032,
641530,2,STR000544,EA032,
641533,2,STR000544,EA032,
641537,2,STR000544,EA032,
641541,2,STR000544,EA032,
641545,2,STR000544,EA032,BD002285
641549,2,STR000544,EA032,
641553,2,STR000544,EA032,
641557,2,STR000544,EA032,
641561,2,STR000544,EA032,BD002285
602864,2,STR000848,EB009,
602865,2,STR000848,EB009,BD000054
604507,2,STR004639,EA051,
604508,2,STR004640,EA051,
604509,2,STR004641,EA051,
649082,2,STR000926,ENBR4,
620475,2,STR000689,EA115,
620476,2,STR000689,EA115,
620479,2,STR000689,EA115,BD001068
620480,2,STR000689,EA115,
620486,2,STR000689,EA115,
620487,2,STR000689,EA115,
620490,2,STR000689,EA115,
620491,2,STR000689,EA115,
620497,2,STR000689,EA115,BD001068
620498,2,STR000689,EA115,BD001068
620501,2,STR000689,EA115,
620502,2,STR000689,EA115,
620506,2,STR000689,EA115,
620507,2,STR000689,EA115,
620509,2,STR000689,EA115,BD001068
620512,2,STR000689,EA115,BD001068
620513,2,STR000689,EA115,
620515,2,STR000689,EA115,
620518,2,STR000689,EA115,BD001068
