Property Ref,Bed Size,Block Reference,Estate Reference,Block Definition Code (Used for Service Charges)
657170,1,STR015014,ENNL4,BD003011
657183,1,STR005046,ENNL4,BD003014
657186,1,STR017143,ENNL4,
657189,1,STR017144,ENNL4,
657191,1,STR005033,ENNL4,
686833,1,STR006287,ENCS4,BD000207
653471,1,STR000435,EA026,
606940,1,STR000020,EA104,
606945,1,STR000020,EA104,
606950,1,STR000020,EA104,
619834,1,STR000333,EA078,
619835,1,STR000333,EA078,
653689,1,STR000071,EA026,
653694,1,STR000071,EA026,
653700,1,STR000071,EA026,
653706,1,STR000071,EA026,
653712,1,STR000071,EA026,
619361,1,STR004453,ENNL7,
619362,1,STR004453,ENNL7,
619363,1,STR004453,ENNL7,BD000956
688123,1,STR018020,EA087,
688124,1,STR018020,EA087,
688125,1,STR018020,EA087,
688126,1,STR018020,EA087,
688127,1,STR018020,EA087,BD003450
688130,1,STR018020,EA087,
688131,1,STR018021,EA087,
688134,1,STR018021,EA087,
688135,1,STR018021,EA087,
688136,1,STR018021,EA087,
688137,1,STR018021,EA087,
688138,1,STR018021,EA087,
688139,1,STR018022,EA087,
688143,1,STR018022,EA087,
688144,1,STR018022,EA087,BD003450
688145,1,STR018022,EA087,
688146,1,STR018022,EA087,BD003450
688147,1,STR018022,EA087,BD003450
688157,1,STR018023,EA087,
688158,1,STR018023,EA087,
688159,1,STR018023,EA087,
688160,1,STR018023,EA087,
688164,1,STR018023,EA087,
688165,1,STR018024,EA087,
688166,1,STR018024,EA087,BD003451
688167,1,STR018024,EA087,
688168,1,STR018024,EA087,
688169,1,STR018024,EA087,
688172,1,STR018024,EA087,BD003451
608818,1,STR005678,EA044,BD000368
608819,1,STR005678,EA044,
608820,1,STR005678,EA044,BD000368
608821,1,STR005678,EA044,
608822,1,STR005678,EA044,
608823,1,STR005678,EA044,
608824,1,STR005678,EA044,BD000368
608825,1,STR005678,EA044,
608826,1,STR005678,EA044,BD000368
608827,1,STR005678,EA044,
608828,1,STR005678,EA044,
608829,1,STR005678,EA044,
608840,1,STR005676,EA044,BD000370
608841,1,STR005676,EA044,
608842,1,STR005676,EA044,BD000370
608843,1,STR005676,EA044,
608844,1,STR005676,EA044,BD000370
608845,1,STR005676,EA044,
608894,1,STR005688,EA044,
608903,1,STR005688,EA044,
653954,1,STR000437,EA117,
653965,1,STR000437,EA117,
653966,1,STR000437,EA117,
653977,1,STR000437,EA117,
653978,1,STR000437,EA117,BD002849
653989,1,STR000437,EA117,
653990,1,STR000437,EA117,
654001,1,STR000437,EA117,BD002849
654002,1,STR000437,EA117,
654013,1,STR000437,EA117,BD002849
654014,1,STR000437,EA117,
654025,1,STR000437,EA117,
618901,1,STR004436,ENNL6,
664169,1,STR006582,EA056,
664174,1,STR006582,EA056,
657116,1,STR005029,ENNL4,BD003003
657117,1,STR005029,ENNL4,
657120,1,STR015010,ENNL4,
657122,1,STR005030,ENNL4,BD003004
605075,1,STR003133,ENCS2,
605076,1,STR003133,ENCS2,BD000199
605185,1,STR006335,ENCS2,
607276,1,STR000343,EA104,
607281,1,STR000343,EA104,
607287,1,STR000343,EA104,
607293,1,STR000343,EA104,
607299,1,STR000343,EA104,
607565,1,STR000356,EA104,
601609,1,STR000555,EA052,BD000022
601622,1,STR000555,EA052,
601623,1,STR000555,EA052,
601636,1,STR000555,EA052,BD000022
601637,1,STR000555,EA052,
607644,1,STR017276,EA104,
607648,1,STR017276,EA104,
607652,1,STR017276,EA104,BD000305
607656,1,STR017276,EA104,BD000305
607660,1,STR017276,EA104,
653453,1,STR000707,EA026,BD002827
653454,1,STR000707,EA026,
653455,1,STR000707,EA026,BD002827
653456,1,STR000707,EA026,
653458,1,STR000707,EA026,BD002827
653459,1,STR000707,EA026,
653460,1,STR000707,EA026,
653462,1,STR000707,EA026,BD002827
653463,1,STR000707,EA026,BD002827
653464,1,STR000707,EA026,BD002827
653466,1,STR000707,EA026,
658477,1,STR000598,EA111,
658478,1,STR000598,EA111,
658483,1,STR000598,EA111,
658484,1,STR000598,EA111,
658489,1,STR000598,EA111,
658490,1,STR000598,EA111,
658495,1,STR000598,EA111,
658496,1,STR000598,EA111,
658501,1,STR000598,EA111,
658502,1,STR000598,EA111,
653520,1,STR000627,EA009,
653521,1,STR000627,EA009,
653523,1,STR000627,EA009,
653526,1,STR000627,EA009,
653527,1,STR000627,EA009,
653529,1,STR000627,EA009,BD002830
653532,1,STR000627,EA009,
653533,1,STR000627,EA009,
653534,1,STR000627,EA009,
653535,1,STR000627,EA009,
653536,1,STR000627,EA009,BD002830
656346,1,STR000574,EB071,
656347,1,STR000574,EB071,
656348,1,STR000574,EB071,
656349,1,STR000574,EB071,
656350,1,STR000574,EB071,
656351,1,STR000574,EB071,
656352,1,STR000574,EB071,
656353,1,STR000574,EB071,
656354,1,STR000574,EB071,
656355,1,STR000574,EB071,
656356,1,STR000574,EB071,
656357,1,STR000574,EB071,
656358,1,STR000574,EB071,
656359,1,STR000574,EB071,
656360,1,STR000574,EB071,
656361,1,STR000574,EB071,
656362,1,STR000574,EB071,
656363,1,STR000574,EB071,
656364,1,STR000574,EB071,
656365,1,STR000574,EB071,
656366,1,STR000574,EB071,
656367,1,STR000574,EB071,
656368,1,STR000574,EB071,
656369,1,STR000574,EB071,
656370,1,STR000574,EB071,
656371,1,STR000574,EB071,
656372,1,STR000574,EB071,
656373,1,STR000574,EB071,
656374,1,STR000574,EB071,
656375,1,STR000574,EB071,
656376,1,STR000574,EB071,
656377,1,STR000574,EB071,
656378,1,STR000574,EB071,
656379,1,STR000574,EB071,
656380,1,STR000574,EB071,
656381,1,STR000574,EB071,
656382,1,STR000574,EB071,
656383,1,STR000574,EB071,
656384,1,STR000574,EB071,
656385,1,STR000574,EB071,
608690,1,STR005741,EA048,BD003650
608691,1,STR005741,EA048,
608692,1,STR005741,EA048,
608693,1,STR005741,EA048,
608694,1,STR005741,EA048,
608695,1,STR005741,EA048,
608696,1,STR005741,EA048,
608697,1,STR005741,EA048,
652408,1,STR000482,EA026,
654084,1,STR000104,EA117,BD002851
654088,1,STR000104,EA117,BD002851
654092,1,STR000104,EA117,BD002851
654096,1,STR000104,EA117,
654100,1,STR000104,EA117,BD002851
664331,1,STR000104,EA117,
664335,1,STR000104,EA117,BD002851
664339,1,STR000104,EA117,
664343,1,STR000104,EA117,
664347,1,STR000104,EA117,BD002851
606327,1,STR000366,EA079,
606328,1,STR000366,EA079,BD000264
606329,1,STR000366,EA079,
606330,1,STR000366,EA079,
606331,1,STR000366,EA079,
606332,1,STR000366,EA079,
606333,1,STR000366,EA079,BD000264
653027,1,STR000634,EA117,
653030,1,STR000634,EA117,
653033,1,STR000634,EA117,BD002817
653036,1,STR000634,EA117,
653039,1,STR000634,EA117,BD002817
655780,1,STR000250,EA035,
655781,1,STR000250,EA035,BD002917
655782,1,STR000250,EA035,BD002917
655783,1,STR000250,EA035,
655784,1,STR000250,EA035,
655785,1,STR000250,EA035,
655786,1,STR000250,EA035,
655787,1,STR000250,EA035,
653548,1,STR000446,EA117,
653553,1,STR000446,EA117,
653556,1,STR000446,EA117,
653558,1,STR000446,EA117,
653563,1,STR000446,EA117,
660324,1,STR000702,EA043,
660325,1,STR000702,EA043,
660328,1,STR000702,EA043,
660329,1,STR000702,EA043,
660333,1,STR000702,EA043,BD003134
660334,1,STR000702,EA043,
660338,1,STR000702,EA043,
660339,1,STR000702,EA043,
660343,1,STR000702,EA043,
660344,1,STR000702,EA043,
660348,1,STR000702,EA043,
660349,1,STR000702,EA043,
660353,1,STR000702,EA043,BD003134
660354,1,STR000702,EA043,
660358,1,STR000702,EA043,BD003134
660359,1,STR000702,EA043,
660363,1,STR000702,EA043,
660364,1,STR000702,EA043,
660368,1,STR000702,EA043,
660369,1,STR000702,EA043,
660373,1,STR000702,EA043,BD003134
660374,1,STR000702,EA043,BD003134
660378,1,STR000702,EA043,
660379,1,STR000702,EA043,
660383,1,STR000702,EA043,
660384,1,STR000702,EA043,
660388,1,STR000702,EA043,
660389,1,STR000702,EA043,
660393,1,STR000702,EA043,
660394,1,STR000702,EA043,
660398,1,STR000702,EA043,
660399,1,STR000702,EA043,
660403,1,STR000702,EA043,
660404,1,STR000702,EA043,
660408,1,STR000702,EA043,
660409,1,STR000702,EA043,BD003134
605135,1,STR000738,EB044,
605137,1,STR000738,EB044,
605139,1,STR000738,EB044,
605144,1,STR000738,EB044,
607583,1,STR000668,EA104,
607587,1,STR000668,EA104,
607591,1,STR000668,EA104,
653405,1,STR000796,EA124,
653410,1,STR000796,EA124,
653415,1,STR000796,EA124,BD002825
653420,1,STR000796,EA124,BD002825
653425,1,STR000796,EA124,BD002825
653426,1,STR000796,EA124,
615664,1,STR012436,EA081,
615686,1,STR012436,EA081,BD000582
615687,1,STR012436,EA081,
615688,1,STR012436,EA081,
615689,1,STR012436,EA081,
615690,1,STR012436,EA081,
615691,1,STR012436,EA081,
615692,1,STR012436,EA081,
615693,1,STR012436,EA081,BD000582
615694,1,STR012436,EA081,BD000582
615695,1,STR012436,EA081,
615696,1,STR012436,EA081,
615697,1,STR012436,EA081,
615698,1,STR012436,EA081,BD000582
615699,1,STR012436,EA081,BD000582
615700,1,STR012436,EA081,
615701,1,STR012436,EA081,BD000582
615702,1,STR012436,EA081,BD000582
615703,1,STR012436,EA081,
615704,1,STR012436,EA081,BD000582
615705,1,STR012436,EA081,
615706,1,STR012436,EA081,
615707,1,STR012436,EA081,
615708,1,STR012436,EA081,
615709,1,STR012436,EA081,BD000582
615710,1,STR012436,EA081,
615711,1,STR012436,EA081,BD000582
615712,1,STR012436,EA081,
615713,1,STR012436,EA081,
615714,1,STR012436,EA081,
615715,1,STR012436,EA081,
615716,1,STR012436,EA081,BD000582
615717,1,STR012436,EA081,BD000582
615718,1,STR012436,EA081,
615719,1,STR012436,EA081,
615720,1,STR012436,EA081,
615721,1,STR012436,EA081,
615722,1,STR012436,EA081,
615723,1,STR012436,EA081,BD000582
615724,1,STR012436,EA081,BD000582
615725,1,STR012436,EA081,
615726,1,STR012436,EA081,BD000582
615727,1,STR012436,EA081,BD000582
615728,1,STR012436,EA081,
615729,1,STR012436,EA081,
615730,1,STR012436,EA081,
615731,1,STR012436,EA081,
615732,1,STR012436,EA081,BD000582
615733,1,STR012436,EA081,
615734,1,STR012436,EA081,
615735,1,STR012436,EA081,
615736,1,STR012436,EA081,BD000582
615737,1,STR012436,EA081,
615738,1,STR012436,EA081,BD000582
615739,1,STR012436,EA081,
615740,1,STR012436,EA081,
615741,1,STR012436,EA081,
615742,1,STR012436,EA081,
615743,1,STR012436,EA081,
615744,1,STR012436,EA081,
615745,1,STR012436,EA081,
615746,1,STR012436,EA081,
615747,1,STR012436,EA081,
655700,1,STR000307,EA035,
655701,1,STR000307,EA035,
655702,1,STR000307,EA035,
655703,1,STR000307,EA035,
655704,1,STR000307,EA035,
655705,1,STR000307,EA035,BD002916
655706,1,STR000307,EA035,
655707,1,STR000307,EA035,
607610,1,STR017278,EA104,BD000304
607612,1,STR017278,EA104,BD000304
607614,1,STR017278,EA104,
607616,1,STR017278,EA104,
655934,1,STR000487,EA087,
655935,1,STR000487,EA087,
655936,1,STR000487,EA087,BD002922
655937,1,STR000487,EA087,BD002922
655939,1,STR000487,EA087,
655940,1,STR000487,EA087,
655941,1,STR000487,EA087,
655942,1,STR000487,EA087,
655943,1,STR000487,EA087,
655944,1,STR000487,EA087,
655945,1,STR000487,EA087,
655947,1,STR000487,EA087,
655948,1,STR000487,EA087,
655950,1,STR000487,EA087,
655951,1,STR000487,EA087,
655953,1,STR000487,EA087,
655954,1,STR000487,EA087,
655955,1,STR000487,EA087,
655956,1,STR000487,EA087,
655958,1,STR000487,EA087,
655959,1,STR000487,EA087,BD002922
655960,1,STR000487,EA087,BD002922
655961,1,STR000487,EA087,
655963,1,STR000487,EA087,
655966,1,STR000487,EA087,
655967,1,STR000487,EA087,BD002922
655968,1,STR000487,EA087,
655969,1,STR000487,EA087,BD002922
655972,1,STR000487,EA087,BD002922
655994,1,STR000487,EA087,
656001,1,STR000487,EA087,
656002,1,STR000487,EA087,
656009,1,STR000487,EA087,
657110,1,STR006567,ENCS1,
657111,1,STR006567,ENCS1,BD003002
657112,1,STR006567,ENCS1,
608725,1,STR005872,EA044,
608784,1,STR005884,EA044,BD000366
608786,1,STR005884,EA044,BD000366
608787,1,STR005884,EA044,BD000366
608791,1,STR005884,EA044,
660179,1,STR003563,ENNL1,BD003127
660181,1,STR017139,ENNL1,
660184,1,STR017140,ENNL1,
660185,1,STR017140,ENNL1,BD003129
660187,1,STR017141,ENNL1,BD003130
660188,1,STR017141,ENNL1,BD003130
660189,1,STR017141,ENNL1,BD003130
660190,1,STR017142,ENNL1,
618393,1,STR004509,ENNL6,
618644,1,STR004514,ENNL6,
618645,1,STR004514,ENNL6,BD000872
618648,1,STR017096,ENNL6,
653839,1,STR000249,EA062,
653840,1,STR000249,EA062,
653841,1,STR000249,EA062,
653842,1,STR000249,EA062,
653843,1,STR000249,EA062,
653844,1,STR000249,EA062,
653845,1,STR000249,EA062,
653846,1,STR000249,EA062,
653847,1,STR000249,EA062,
653848,1,STR000249,EA062,
653849,1,STR000249,EA062,
653850,1,STR000249,EA062,
653851,1,STR000249,EA062,
653852,1,STR000249,EA062,
653853,1,STR000249,EA062,
653854,1,STR000249,EA062,
653855,1,STR000249,EA062,
653856,1,STR000249,EA062,
653857,1,STR000249,EA062,
653858,1,STR000249,EA062,
653859,1,STR000249,EA062,
653860,1,STR000249,EA062,
653861,1,STR000249,EA062,
653862,1,STR000249,EA062,
620220,1,STR004249,ENNL6,
620221,1,STR004249,ENNL6,BD001029
620222,1,STR004249,ENNL6,
620223,1,STR004249,ENNL6,BD001029
620224,1,STR004249,ENNL6,BD001029
620227,1,STR017025,ENNL6,
620231,1,STR017026,ENNL6,
620234,1,STR017027,ENNL6,
620235,1,STR017027,ENNL6,
620238,1,STR017028,ENNL6,
620239,1,STR017028,ENNL6,BD001032
620240,1,STR017028,ENNL6,
620243,1,STR017029,ENNL6,
620244,1,STR017029,ENNL6,BD001033
620247,1,STR017030,ENNL6,
620248,1,STR017030,ENNL6,BD001034
620251,1,STR017031,ENNL6,
620252,1,STR017031,ENNL6,BD001035
620254,1,STR017032,ENNL6,
620307,1,STR004263,ENNL6,
620311,1,STR017034,ENNL6,
620312,1,STR017034,ENNL6,BD001044
620323,1,STR004272,ENNL6,BD001046
620327,1,STR017035,ENNL6,
620328,1,STR017035,ENNL6,
620332,1,STR017036,ENNL6,
620336,1,STR004273,ENNL6,BD001049
620337,1,STR004273,ENNL6,
620340,1,STR004274,ENNL6,BD001050
620341,1,STR004274,ENNL6,BD001050
621484,1,STR017026,ENNL6,BD001031
621635,1,STR004577,ENNL6,
621637,1,STR004577,ENNL6,BD001122
658584,1,STR003794,EB049,
658585,1,STR003794,EB049,BD003065
658586,1,STR003794,EB049,
658587,1,STR003794,EB049,
658588,1,STR003794,EB049,
658589,1,STR003794,EB049,
658591,1,STR003794,EB049,BD003065
658592,1,STR003794,EB049,
658593,1,STR003794,EB049,
658594,1,STR003794,EB049,BD003065
658595,1,STR003794,EB049,
658596,1,STR003794,EB049,
658597,1,STR003794,EB049,
658598,1,STR003794,EB049,
658599,1,STR003794,EB049,BD003065
658600,1,STR003794,EB049,
660123,1,STR003794,EB049,
663949,1,STR003799,EB049,
664268,1,STR003795,EB049,
616755,1,STR004610,ENPA1,
616756,1,STR004610,ENPA1,
616757,1,STR004610,ENPA1,
616758,1,STR004610,ENPA1,
654460,1,STR000649,EA124,BD002860
654465,1,STR000649,EA124,
654470,1,STR000649,EA124,BD002860
654475,1,STR000649,EA124,
654480,1,STR000649,EA124,BD002860
654485,1,STR000649,EA124,
603871,1,STR004669,EA047,
604167,1,STR004660,EA047,
604169,1,STR004660,EA047,
604171,1,STR004663,EA047,BD000108
604173,1,STR004663,EA047,BD000108
604175,1,STR004664,EA047,BD000109
604177,1,STR004664,EA047,
604276,1,STR004683,EA047,
604277,1,STR004683,EA047,
604278,1,STR004681,EA047,
604279,1,STR004681,EA047,
604280,1,STR004685,EA047,
604281,1,STR004685,EA047,
604283,1,STR017317,EA047,
604284,1,STR017315,EA047,
604285,1,STR017315,EA047,
604286,1,STR017316,EA047,
604287,1,STR017316,EA047,
604309,1,STR004692,EA047,BD000122
604311,1,STR004694,EA047,
604312,1,STR004694,EA047,
604313,1,STR004697,EA047,
604314,1,STR004697,EA047,
604315,1,STR017320,EA047,
604316,1,STR017320,EA047,BD000123
604317,1,STR017319,EA047,
604318,1,STR017319,EA047,
604319,1,STR017318,EA047,
604320,1,STR017318,EA047,
605328,1,STR006163,ENCS4,BD000222
605331,1,STR011611,ENCS4,
605347,1,STR006268,ENCS4,
605348,1,STR006268,ENCS4,BD000226
605358,1,STR011610,ENCS4,
607665,1,STR000630,EA104,
607671,1,STR000630,EA104,BD000306
607677,1,STR000630,EA104,
609424,1,STR017921,ENCS2,BD003441
609431,1,STR011276,ENCS2,
666376,1,STR013678,ENCS2,
607822,1,STR000290,EA068,
658297,1,STR000029,EA111,BD003059
658307,1,STR000029,EA111,
654180,1,STR000217,EA117,
654184,1,STR000217,EA117,
654188,1,STR000217,EA117,
654192,1,STR000217,EA117,BD002853
654196,1,STR000217,EA117,
654201,1,STR000217,EA117,
654205,1,STR000217,EA117,
654209,1,STR000217,EA117,
654217,1,STR000217,EA117,BD002853
602423,1,STR000529,EA105,BD000029
602426,1,STR000529,EA105,BD000029
602429,1,STR000529,EA105,
605664,1,STR006474,ENCS2,
605665,1,STR006474,ENCS2,
605671,1,STR011304,ENCS2,
605673,1,STR011307,ENCS2,
605674,1,STR011307,ENCS2,BD000253
615158,1,STR004614,ENPA1,
615159,1,STR004614,ENPA1,
615167,1,STR004616,ENPA1,
615168,1,STR004616,ENPA1,
615170,1,STR004617,ENPA1,
615171,1,STR004617,ENPA1,
615172,1,STR004617,ENPA1,
615173,1,STR004618,ENPA1,BD000539
615174,1,STR004618,ENPA1,
615175,1,STR004618,ENPA1,BD000539
615176,1,STR004618,ENPA1,BD000539
606082,1,STR006352,EA079,
606083,1,STR006352,EA079,
606084,1,STR006352,EA079,
606085,1,STR006352,EA079,
606086,1,STR006352,EA079,BD000262
606087,1,STR006352,EA079,BD000262
606088,1,STR006352,EA079,BD000262
606089,1,STR006352,EA079,
606090,1,STR006352,EA079,
606091,1,STR006352,EA079,
606092,1,STR006352,EA079,
606093,1,STR006352,EA079,BD000262
606094,1,STR006354,EA079,
606121,1,STR006354,EA079,BD000262
606122,1,STR006354,EA079,
606148,1,STR006354,EA079,BD000262
606149,1,STR006354,EA079,
606176,1,STR006354,EA079,
606178,1,STR006354,EA079,
606179,1,STR006354,EA079,
606180,1,STR006354,EA079,BD000262
606181,1,STR006354,EA079,
606182,1,STR006354,EA079,BD000262
606183,1,STR006354,EA079,
606184,1,STR006354,EA079,
606185,1,STR006354,EA079,
606186,1,STR006354,EA079,
606187,1,STR006354,EA079,
606188,1,STR006354,EA079,
606209,1,STR006355,EA079,
606210,1,STR006355,EA079,
606211,1,STR006355,EA079,BD000262
606212,1,STR006355,EA079,
608413,1,STR000275,EA068,BD000347
608417,1,STR000275,EA068,BD000347
607021,1,STR000162,EA104,
656879,1,STR000004,EB059,
656884,1,STR000004,EB059,
656885,1,STR000004,EB059,
656891,1,STR000004,EB059,BD002983
656893,1,STR000004,EB059,BD002983
656899,1,STR000004,EB059,BD002983
656901,1,STR000004,EB059,
656907,1,STR000004,EB059,
654219,1,STR000493,EA117,
654230,1,STR000493,EA117,
654231,1,STR000493,EA117,BD002854
654242,1,STR000493,EA117,
654243,1,STR000493,EA117,
654254,1,STR000493,EA117,
654255,1,STR000493,EA117,
654266,1,STR000493,EA117,
654267,1,STR000493,EA117,
654278,1,STR000493,EA117,
654279,1,STR000493,EA117,
654290,1,STR000493,EA117,
604766,1,STR005912,ENCS4,BD000188
605439,1,STR006269,ENCS4,
655082,1,STR000158,EA130,BD002895
655083,1,STR000158,EA130,
655084,1,STR000158,EA130,BD002895
655085,1,STR000158,EA130,
655086,1,STR000158,EA130,BD002895
654864,1,STR000394,EA019,
654869,1,STR000394,EA019,
654874,1,STR000394,EA019,
607691,1,STR000755,EA104,
607696,1,STR000755,EA104,BD000307
607701,1,STR000755,EA104,
607710,1,STR000755,EA104,
607715,1,STR000755,EA104,
607720,1,STR000755,EA104,BD000307
609016,1,STR000432,EA044,
609017,1,STR000432,EA044,BD000375
609018,1,STR000432,EA044,BD000375
609019,1,STR000432,EA044,
609020,1,STR000432,EA044,BD000375
609021,1,STR000432,EA044,
609022,1,STR000432,EA044,
609023,1,STR000432,EA044,
664129,1,STR004627,EB063,
664130,1,STR004627,EB063,
664131,1,STR004627,EB063,
664132,1,STR004627,EB063,
664133,1,STR004627,EB063,
664134,1,STR007446,EB063,
664135,1,STR004628,EB063,
664136,1,STR004628,EB063,
664137,1,STR004628,EB063,
664138,1,STR004628,EB063,
664139,1,STR004628,EB063,
664140,1,STR004628,EB063,
664141,1,STR004628,EB063,
664142,1,STR004628,EB063,
664143,1,STR004628,EB063,
664144,1,STR004628,EB063,
664145,1,STR004629,EB063,
664146,1,STR004629,EB063,
664147,1,STR004629,EB063,
664148,1,STR004629,EB063,
664149,1,STR004630,EB063,
664150,1,STR004630,EB063,
664151,1,STR004630,EB063,
664152,1,STR004630,EB063,
664153,1,STR004630,EB063,
664154,1,STR004630,EB063,
664155,1,STR004630,EB063,
664156,1,STR004630,EB063,
605066,1,STR003130,ENCS4,
605164,1,STR006228,ENCS4,
605170,1,STR006225,ENCS4,
601650,1,STR000706,EA052,BD000023
601651,1,STR000706,EA052,
601664,1,STR000706,EA052,
601665,1,STR000706,EA052,
601678,1,STR000706,EA052,BD000023
655860,1,STR000348,EA035,
655861,1,STR000348,EA035,
655862,1,STR000348,EA035,
655863,1,STR000348,EA035,
655864,1,STR000348,EA035,
655865,1,STR000348,EA035,
655866,1,STR000348,EA035,
655867,1,STR000348,EA035,
655087,1,STR000452,EA130,
655088,1,STR000452,EA130,
655089,1,STR000452,EA130,
655090,1,STR000452,EA130,
655091,1,STR000452,EA130,
655092,1,STR000452,EA130,
655093,1,STR000452,EA130,BD002896
655094,1,STR000452,EA130,
653042,1,STR000322,EA117,
653044,1,STR000322,EA117,
653047,1,STR000322,EA117,
653049,1,STR000322,EA117,BD002818
653052,1,STR000322,EA117,
653054,1,STR000322,EA117,
653057,1,STR000322,EA117,
653059,1,STR000322,EA117,
653062,1,STR000322,EA117,
653064,1,STR000322,EA117,
654878,1,STR000441,EA019,
654879,1,STR000441,EA019,
654882,1,STR000441,EA019,BD002882
654883,1,STR000441,EA019,
654886,1,STR000441,EA019,
654887,1,STR000441,EA019,
604356,1,STR005015,EA047,BD000128
604357,1,STR005015,EA047,
604358,1,STR005015,EA047,
604359,1,STR005015,EA047,BD000128
604360,1,STR005015,EA047,BD000128
604361,1,STR005015,EA047,
604362,1,STR005018,EA047,
604363,1,STR005018,EA047,
604364,1,STR005018,EA047,
604365,1,STR005018,EA047,BD000128
605629,1,STR005005,ENCS4,
654890,1,STR000292,EA019,
654891,1,STR000292,EA019,BD002883
654895,1,STR000292,EA019,
654896,1,STR000292,EA019,
654900,1,STR000292,EA019,
654901,1,STR000292,EA019,BD002883
655095,1,STR000365,EA130,
655096,1,STR000365,EA130,
655097,1,STR000365,EA130,
655098,1,STR000365,EA130,
655099,1,STR000365,EA130,
655100,1,STR000365,EA130,
655101,1,STR000365,EA130,
655102,1,STR000365,EA130,
653066,1,STR000490,EA117,
653069,1,STR000490,EA117,
653074,1,STR000490,EA117,BD002819
653079,1,STR000490,EA117,
653084,1,STR000490,EA117,BD002819
653089,1,STR000490,EA117,
656614,1,STR000051,EA076,
656615,1,STR000051,EA076,
656617,1,STR000051,EA076,BD002943
656618,1,STR000051,EA076,
656620,1,STR000051,EA076,
656621,1,STR000051,EA076,
656623,1,STR000051,EA076,BD002943
656624,1,STR000051,EA076,BD002943
656626,1,STR000051,EA076,BD002943
656627,1,STR000051,EA076,
656629,1,STR000051,EA076,
656630,1,STR000051,EA076,
656632,1,STR000051,EA076,BD002943
656633,1,STR000051,EA076,BD002943
656635,1,STR000051,EA076,
656636,1,STR000051,EA076,
656638,1,STR000051,EA076,BD002943
656639,1,STR000051,EA076,
656641,1,STR000051,EA076,
656642,1,STR000051,EA076,
656644,1,STR000051,EA076,
656645,1,STR000051,EA076,
656647,1,STR000051,EA076,
656648,1,STR000051,EA076,
656650,1,STR000051,EA076,
656651,1,STR000051,EA076,
656653,1,STR000051,EA076,BD002943
656654,1,STR000051,EA076,BD002943
619557,1,STR004529,ENNL7,BD000976
619558,1,STR004529,ENNL7,
619561,1,STR004469,ENNL7,BD000977
619563,1,STR004469,ENNL7,BD000977
619579,1,STR004519,ENNL7,
619582,1,STR017097,ENNL7,
619583,1,STR017097,ENNL7,
619625,1,STR004607,ENNL7,BD000991
619688,1,STR004523,ENNL7,BD001005
619689,1,STR004527,ENNL7,BD001006
619690,1,STR004527,ENNL7,BD001006
619691,1,STR004527,ENNL7,
607307,1,STR000291,EA104,
607312,1,STR000291,EA104,
607317,1,STR000291,EA104,
607325,1,STR000291,EA104,BD000294
607330,1,STR000291,EA104,
607335,1,STR000291,EA104,
607348,1,STR000078,EA104,BD000295
607356,1,STR000078,EA104,BD000295
607364,1,STR000078,EA104,
656669,1,STR000066,EA076,
656670,1,STR000066,EA076,
656671,1,STR000066,EA076,BD002947
656672,1,STR000066,EA076,BD002947
656677,1,STR000066,EA076,BD002948
656678,1,STR000066,EA076,
656679,1,STR000066,EA076,
656680,1,STR000066,EA076,
656685,1,STR000066,EA076,BD002950
656686,1,STR000066,EA076,
656687,1,STR000066,EA076,BD002950
656688,1,STR000066,EA076,
655871,1,STR003701,EB070,
655872,1,STR003701,EB070,
655873,1,STR003701,EB070,
655874,1,STR003701,EB070,
655875,1,STR003701,EB070,
655876,1,STR003701,EB070,
655882,1,STR003703,EB070,
655883,1,STR003703,EB070,
655884,1,STR003703,EB070,
655885,1,STR003703,EB070,
655886,1,STR003703,EB070,
655887,1,STR003703,EB070,
655899,1,STR000388,EA066,
655900,1,STR000388,EA066,
655901,1,STR000388,EA066,
655905,1,STR000388,EA066,BD002921
655916,1,STR000388,EA066,
655918,1,STR000388,EA066,
655919,1,STR000388,EA066,
655926,1,STR000388,EA066,
655927,1,STR000388,EA066,
655928,1,STR000388,EA066,
655932,1,STR000388,EA066,
655933,1,STR000388,EA066,
605049,1,STR006299,ENCS4,BD000198
605051,1,STR006299,ENCS4,
605450,1,STR005946,ENCS4,
686733,1,STR006299,ENCS4,BD000198
604057,1,STR011247,EB073,
604058,1,STR011248,EB073,
604059,1,STR011249,EB073,
604060,1,STR011250,EB073,
605640,1,STR013568,ENCS2,
605641,1,STR013568,ENCS2,
605643,1,STR013570,ENCS2,
605644,1,STR013570,ENCS2,
605466,1,STR006477,ENCS2,
606648,1,STR006375,EA105,
606649,1,STR006374,EA105,BD000274
606650,1,STR006374,EA105,
606651,1,STR006374,EA105,
606652,1,STR006374,EA105,
606653,1,STR006374,EA105,BD000274
606654,1,STR006374,EA105,BD000274
606655,1,STR006374,EA105,BD000274
606656,1,STR006374,EA105,
606657,1,STR006374,EA105,BD000274
606658,1,STR006374,EA105,BD000274
606659,1,STR006374,EA105,BD000274
606660,1,STR006374,EA105,BD000274
606661,1,STR006374,EA105,BD000274
606662,1,STR006374,EA105,BD000274
606663,1,STR006374,EA105,
606664,1,STR006374,EA105,
604187,1,STR004747,EA047,
604188,1,STR004747,EA047,
604189,1,STR004748,EA047,
604190,1,STR004748,EA047,
604191,1,STR004749,EA047,
604192,1,STR004749,EA047,
654922,1,STR000845,EA019,BD002885
